ndex,species,forme,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35,move36,move37,move38,move39,move40,move41,move42,move43,move44,move45,move46,move47,move48,move49,move50,move51,move52,move53,move54,move55,move56,move57,move58,move59,move60,move61,move62,move63,move64,move65,move66,move67,move68,move69,move70,move71,move72,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
71,Victreebel,Victreebel,Start - Leaf Tornado,Start - Stockpile,Start - Swallow,Start - Spit Up,Start - Vine Whip,Start - Sleep Powder,Start - Sweet Scent,Start - Razor Leaf,L32 - Leaf Storm,L44 - Leaf Blade,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM33 - Reflect,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM53 - Energy Ball,TM68 - Giga Impact,TM75 - Swords Dance,TM83 - Infestation,TM84 - Poison Jab,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Encore,Egg - Synthesis,Egg - Leech Life,Egg - Ingrain,Egg - Magical Leaf,Egg - Worry Seed,Egg - Tickle,Egg - Weather Ball,Egg - Bullet Seed,Egg - Natural Gift,Egg - Giga Drain,Egg - Clear Smog,Egg - Power Whip,Egg - Acid Spray,Egg - Belch,ORAS - Seed Bomb,ORAS - Bind,ORAS - Snore,ORAS - Knock Off,ORAS - Synthesis,ORAS - Giga Drain,ORAS - Gastro Acid,ORAS - Worry Seed,Prev - Growth,Prev - Wrap,Prev - Growth,Prev - Wrap,Prev - Poison Powder,Prev - Stun Spore,Prev - Acid,Prev - Knock Off,Prev - Gastro Acid,Prev - Poison Jab,Prev - Slam,Prev - Wring Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Tentacool,Tentacool,Start - Poison Sting,L4 - Supersonic,L7 - Constrict,L10 - Acid,L13 - Toxic Spikes,L16 - Water Pulse,L19 - Wrap,L22 - Acid Spray,L25 - Bubble Beam,L28 - Barrier,L31 - Poison Jab,L34 - Brine,L37 - Screech,L40 - Hex,L43 - Sludge Wave,L46 - Hydro Pump,L49 - Wring Out,TM06 - Toxic,TM07 - Hail,TM09 - Venoshock,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM55 - Scald,TM66 - Payback,TM75 - Swords Dance,TM83 - Infestation,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM99 - Dazzling Gleam,TM100 - Confide,Egg - Aurora Beam,Egg - Mirror Coat,Egg - Rapid Spin,Egg - Haze,Egg - Confuse Ray,Egg - Knock Off,Egg - Acupressure,Egg - Muddy Water,Egg - Bubble,Egg - Aqua Ring,Egg - Tickle,ORAS - Magic Coat,ORAS - Icy Wind,ORAS - Bind,ORAS - Snore,ORAS - Knock Off,ORAS - Giga Drain,ORAS - Water Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Tentacruel,Tentacruel,Start - Reflect Type,Start - Wring Out,Start - Poison Sting,Start - Supersonic,Start - Constrict,Start - Acid,L4 - Supersonic,L7 - Constrict,L10 - Acid,L13 - Toxic Spikes,L16 - Water Pulse,L19 - Wrap,L22 - Acid Spray,L25 - Bubble Beam,L28 - Barrier,L32 - Poison Jab,L36 - Brine,L40 - Screech,L44 - Hex,L48 - Sludge Wave,L52 - Hydro Pump,L56 - Wring Out,TM06 - Toxic,TM07 - Hail,TM09 - Venoshock,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM55 - Scald,TM66 - Payback,TM68 - Giga Impact,TM75 - Swords Dance,TM83 - Infestation,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM99 - Dazzling Gleam,TM100 - Confide,Egg - Aurora Beam,Egg - Mirror Coat,Egg - Rapid Spin,Egg - Haze,Egg - Confuse Ray,Egg - Knock Off,Egg - Acupressure,Egg - Muddy Water,Egg - Bubble,Egg - Aqua Ring,Egg - Tickle,ORAS - Magic Coat,ORAS - Icy Wind,ORAS - Bind,ORAS - Snore,ORAS - Knock Off,ORAS - Giga Drain,ORAS - Water Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Geodude,Geodude,Start - Tackle,Start - Defense Curl,L4 - Mud Sport,L6 - Rock Polish,L10 - Rollout,L12 - Magnitude,L16 - Rock Throw,L18 - Smack Down,L22 - Bulldoze,L24 - Self-Destruct,L28 - Stealth Rock,L30 - Rock Blast,L34 - Earthquake,L36 - Explosion,L40 - Double-Edge,L42 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM56 - Fling,TM64 - Explosion,TM69 - Rock Polish,TM71 - Stone Edge,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Mega Punch,Egg - Block,Egg - Hammer Arm,Egg - Flail,Egg - Curse,Egg - Focus Punch,Egg - Rock Climb,Egg - Endure,Egg - Autotomize,Egg - Wide Guard,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Block,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Superpower,ORAS - Snore,ORAS - Focus Punch,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Geodude,Geodude (Alola Form),Start - Tackle,Start - Defense Curl,L4 - Charge,L6 - Rock Polish,L10 - Rollout,L12 - Spark,L16 - Rock Throw,L18 - Smack Down,L22 - Thunder Punch,L24 - Self-Destruct,L28 - Stealth Rock,L30 - Rock Blast,L34 - Discharge,L36 - Explosion,L40 - Double-Edge,L42 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM56 - Fling,TM57 - Charge Beam,TM59 - Brutal Swing,TM64 - Explosion,TM69 - Rock Polish,TM71 - Stone Edge,TM72 - Volt Switch,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Block,Egg - Flail,Egg - Magnet Rise,Egg - Rock Climb,Egg - Endure,Egg - Autotomize,Egg - Wide Guard,Egg - Counter,Egg - Curse,Egg - Screech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Graveler,Graveler,Start - Tackle,Start - Defense Curl,Start - Mud Sport,Start - Rock Polish,L4 - Mud Sport,L6 - Rock Polish,L10 - Rollout,L12 - Magnitude,L16 - Rock Throw,L18 - Smack Down,L22 - Bulldoze,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Earthquake,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM56 - Fling,TM64 - Explosion,TM69 - Rock Polish,TM71 - Stone Edge,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Mega Punch,Egg - Block,Egg - Hammer Arm,Egg - Flail,Egg - Curse,Egg - Focus Punch,Egg - Rock Climb,Egg - Endure,Egg - Autotomize,Egg - Wide Guard,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Block,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Superpower,ORAS - Snore,ORAS - Focus Punch,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Graveler,Graveler (Alola Form),Start - Tackle,Start - Defense Curl,Start - Charge,Start - Rock Polish,L4 - Charge,L6 - Rock Polish,L10 - Rollout,L12 - Spark,L16 - Rock Throw,L18 - Smack Down,L22 - Thunder Punch,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Discharge,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM56 - Fling,TM57 - Charge Beam,TM59 - Brutal Swing,TM64 - Explosion,TM69 - Rock Polish,TM71 - Stone Edge,TM72 - Volt Switch,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Block,Egg - Flail,Egg - Magnet Rise,Egg - Rock Climb,Egg - Endure,Egg - Autotomize,Egg - Wide Guard,Egg - Counter,Egg - Curse,Egg - Screech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Golem,Golem,Start - Heavy Slam,Start - Tackle,Start - Defense Curl,Start - Mud Sport,Start - Rock Polish,L4 - Mud Sport,L6 - Rock Polish,L10 - Steamroller,L12 - Magnitude,L16 - Rock Throw,L18 - Smack Down,L22 - Bulldoze,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Earthquake,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,L60 - Heavy Slam,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM64 - Explosion,TM68 - Giga Impact,TM69 - Rock Polish,TM71 - Stone Edge,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Mega Punch,Egg - Block,Egg - Hammer Arm,Egg - Flail,Egg - Curse,Egg - Focus Punch,Egg - Rock Climb,Egg - Endure,Egg - Autotomize,Egg - Wide Guard,ORAS - Iron Head,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Block,ORAS - Earth Power,ORAS - Iron Defense,ORAS - Superpower,ORAS - Snore,ORAS - Focus Punch,ORAS - Stealth Rock,Prev - Rollout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Golem,Golem (Alola Form),Start - Heavy Slam,Start - Tackle,Start - Defense Curl,Start - Charge,Start - Rock Polish,L4 - Charge,L6 - Rock Polish,L10 - Steamroller,L12 - Spark,L16 - Rock Throw,L18 - Smack Down,L22 - Thunder Punch,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Discharge,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,L60 - Heavy Slam,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM49 - Echoed Voice,TM52 - Focus Blast,TM56 - Fling,TM57 - Charge Beam,TM59 - Brutal Swing,TM64 - Explosion,TM68 - Giga Impact,TM69 - Rock Polish,TM71 - Stone Edge,TM72 - Volt Switch,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM93 - Wild Charge,TM96 - Nature Power,TM100 - Confide,Egg - Block,Egg - Flail,Egg - Magnet Rise,Egg - Rock Climb,Egg - Endure,Egg - Autotomize,Egg - Wide Guard,Egg - Counter,Egg - Curse,Egg - Screech,Prev - Rollout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Ponyta,Ponyta,Start - Growl,Start - Tackle,L4 - Tail Whip,L9 - Ember,L13 - Flame Wheel,L17 - Stomp,L21 - Flame Charge,L25 - Fire Spin,L29 - Take Down,L33 - Inferno,L37 - Agility,L41 - Fire Blast,L45 - Bounce,L49 - Flare Blitz,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM48 - Round,TM49 - Echoed Voice,TM50 - Overheat,TM61 - Will-O-Wisp,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM93 - Wild Charge,TM100 - Confide,Egg - Flame Wheel,Egg - Thrash,Egg - Double Kick,Egg - Hypnosis,Egg - Charm,Egg - Double-Edge,Egg - Horn Drill,Egg - Morning Sun,Egg - Low Kick,Egg - Captivate,Egg - Ally Switch,ORAS - Bounce,ORAS - Low Kick,ORAS - Iron Tail,ORAS - Snore,ORAS - Heat Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Rapidash,Rapidash,Start - Fury Attack,Start - Poison Jab,Start - Megahorn,Start - Growl,Start - Quick Attack,Start - Tail Whip,Start - Ember,L4 - Tail Whip,L9 - Ember,L13 - Flame Wheel,L17 - Stomp,L21 - Flame Charge,L25 - Fire Spin,L29 - Take Down,L33 - Inferno,L37 - Agility,L41 - Fire Blast,L45 - Bounce,L49 - Flare Blitz,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM48 - Round,TM49 - Echoed Voice,TM50 - Overheat,TM61 - Will-O-Wisp,TM67 - Smart Strike,TM68 - Giga Impact,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM93 - Wild Charge,TM100 - Confide,Egg - Flame Wheel,Egg - Thrash,Egg - Double Kick,Egg - Hypnosis,Egg - Charm,Egg - Double-Edge,Egg - Horn Drill,Egg - Morning Sun,Egg - Low Kick,Egg - Captivate,Egg - Ally Switch,ORAS - Drill Run,ORAS - Bounce,ORAS - Low Kick,ORAS - Iron Tail,ORAS - Snore,ORAS - Heat Wave,Prev - Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Slowpoke,Slowpoke,Start - Curse,Start - Yawn,Start - Tackle,L5 - Growl,L9 - Water Gun,L14 - Confusion,L19 - Disable,L23 - Headbutt,L28 - Water Pulse,L32 - Zen Headbutt,L36 - Slack Off,L41 - Amnesia,L45 - Psychic,L49 - Rain Dance,L54 - Psych Up,L58 - Heal Pulse,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM49 - Echoed Voice,TM55 - Scald,TM73 - Thunder Wave,TM77 - Psych Up,TM78 - Bulldoze,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM92 - Trick Room,TM94 - Surf,TM100 - Confide,Egg - Belly Drum,Egg - Future Sight,Egg - Stomp,Egg - Mud Sport,Egg - Sleep Talk,Egg - Snore,Egg - Me First,Egg - Block,Egg - Zen Headbutt,Egg - Wonder Room,Egg - Belch,ORAS - Signal Beam,ORAS - Magic Coat,ORAS - Block,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Water Pulse,ORAS - After You,ORAS - Trick,ORAS - Wonder Room,ORAS - Recycle,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Slowbro,Slowbro,Start - Withdraw,Start - Heal Pulse,Start - Curse,Start - Yawn,Start - Tackle,Start - Growl,L5 - Growl,L9 - Water Gun,L14 - Confusion,L19 - Disable,L23 - Headbutt,L28 - Water Pulse,L32 - Zen Headbutt,L36 - Slack Off,L43 - Amnesia,L49 - Psychic,L55 - Rain Dance,L62 - Psych Up,L68 - Heal Pulse,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM49 - Echoed Voice,TM52 - Focus Blast,TM55 - Scald,TM56 - Fling,TM68 - Giga Impact,TM73 - Thunder Wave,TM77 - Psych Up,TM78 - Bulldoze,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM92 - Trick Room,TM94 - Surf,TM100 - Confide,Egg - Belly Drum,Egg - Future Sight,Egg - Stomp,Egg - Mud Sport,Egg - Sleep Talk,Egg - Snore,Egg - Me First,Egg - Block,Egg - Zen Headbutt,Egg - Wonder Room,Egg - Belch,ORAS - Signal Beam,ORAS - Ice Punch,ORAS - Magic Coat,ORAS - Block,ORAS - Foul Play,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Water Pulse,ORAS - After You,ORAS - Trick,ORAS - Wonder Room,ORAS - Recycle,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Slowbro,Slowbro (Mega Slowbro),Start - Withdraw,Start - Heal Pulse,Start - Curse,Start - Yawn,Start - Tackle,Start - Growl,L5 - Growl,L9 - Water Gun,L14 - Confusion,L19 - Disable,L23 - Headbutt,L28 - Water Pulse,L32 - Zen Headbutt,L36 - Slack Off,L43 - Amnesia,L49 - Psychic,L55 - Rain Dance,L62 - Psych Up,L68 - Heal Pulse,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM49 - Echoed Voice,TM52 - Focus Blast,TM55 - Scald,TM56 - Fling,TM68 - Giga Impact,TM73 - Thunder Wave,TM77 - Psych Up,TM78 - Bulldoze,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM92 - Trick Room,TM94 - Surf,TM100 - Confide,Egg - Belly Drum,Egg - Future Sight,Egg - Stomp,Egg - Mud Sport,Egg - Sleep Talk,Egg - Snore,Egg - Me First,Egg - Block,Egg - Zen Headbutt,Egg - Wonder Room,Egg - Belch,ORAS - Signal Beam,ORAS - Ice Punch,ORAS - Magic Coat,ORAS - Block,ORAS - Foul Play,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Water Pulse,ORAS - After You,ORAS - Trick,ORAS - Wonder Room,ORAS - Recycle,ORAS - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Magnemite,Magnemite,Start - Tackle,Start - Supersonic,L5 - Thunder Shock,L7 - Magnet Bomb,L11 - Thunder Wave,L13 - Light Screen,L17 - Sonic Boom,L19 - Spark,L23 - Mirror Shot,L25 - Metal Sound,L29 - Electro Ball,L31 - Flash Cannon,L35 - Screech,L37 - Discharge,L41 - Lock-On,L43 - Magnet Rise,L47 - Gyro Ball,L49 - Zap Cannon,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM32 - Double Team,TM33 - Reflect,TM42 - Facade,TM44 - Rest,TM48 - Round,TM57 - Charge Beam,TM64 - Explosion,TM72 - Volt Switch,TM73 - Thunder Wave,TM74 - Gyro Ball,TM77 - Psych Up,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM91 - Flash Cannon,TM93 - Wild Charge,TM100 - Confide,ORAS - Signal Beam,ORAS - Magic Coat,ORAS - Gravity,ORAS - Magnet Rise,ORAS - Iron Defense,ORAS - Electroweb,ORAS - Snore,ORAS - Shock Wave,ORAS - Recycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
