id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
96,96,Drowzee,Drowzee,Psychic,,Insomnia,Forewarn,Inner Focus,60,48,45,43,90,42,328,71.4 lbs.,"3'03""","A Pokémon that nourishes itself by eating dreams, it is thought to share common ancestry with Munna and Musharna.","It finds really fun dreams tasty. When it makes friends with people, it may show them the most delicious dreams it’s ever eaten.",Hypnosis Pokémon,0.5,0.5,,Human-Like,
97,97,Hypno,Hypno,Psychic,,Insomnia,Forewarn,Inner Focus,85,73,70,73,115,67,483,166.7 lbs.,"5'03""","While it is an extremely dangerous Pokémon, people who are in need of a good, sound sleep call it their savior.","As a matter of course, it makes anyone it meets fall asleep and has a taste of their dreams. Anyone having a good dream, it carries off.",Hypnosis Pokémon,0.5,0.5,Drowzee,Human-Like,
98,98,Krabby,Krabby,Water,,Hyper Cutter,Shell Armor,Sheer Force,30,105,90,25,25,50,325,14.3 lbs.,"1'04""",,,River Crab Pokémon,0.5,0.5,,Water 3,
99,99,Kingler,Kingler,Water,,Hyper Cutter,Shell Armor,Sheer Force,55,130,115,50,50,75,475,132.3 lbs.,"4'03""",,,Pincer Pokémon,0.5,0.5,Krabby,Water 3,
100,100,Voltorb,Voltorb,Electric,,Soundproof,Static,Aftermath,40,30,50,55,55,100,330,22.9 lbs.,"1'08""",,,Ball Pokémon,,,,Mineral,
101,101,Electrode,Electrode,Electric,,Soundproof,Static,Aftermath,60,50,70,80,80,150,490,146.8 lbs.,"3'11""",,,Ball Pokémon,,,Voltorb,Mineral,
102,102,Exeggcute,Exeggcute,Grass,Psychic,Chlorophyll,,Harvest,60,40,80,60,45,40,325,5.5 lbs.,"1'04""",Its six eggs use telepathy to communicate among themselves. It is believed to carry plant genes and the genes of other species.,"Six of them together form a full-fledged Pokémon. It’s often hunted by Crabrawler, but uses psychokinesis to drive it off.",Egg Pokémon,0.5,0.5,,Grass,
103,103,Exeggutor,Exeggutor,Grass,Psychic,Chlorophyll,,Harvest,95,95,85,125,75,55,530,264.6 lbs.,"6'07""",Each of its heads has its own will. They use telepathy to discuss their plans before coming to a joint decision.,"When the time comes, one of its three heads falls off. Before long, the fallen head grows into an Exeggcute.",Coconut Pokémon,0.5,0.5,Exeggcute,Grass,
104,104,Cubone,Cubone,Ground,,Rock Head,Lightning Rod,Battle Armor,50,50,95,40,50,35,320,14.3 lbs.,"1'04""","When it thinks of its deceased mother, it weeps loudly. Mandibuzz that hear its cries will attack it from the air.","The skull it wears on its head is that of its dead mother. According to some, it will evolve when it comes to terms with the pain of her death.",Lonely Pokémon,0.5,0.5,,Monster,
105,105,Marowak,Marowak,Ground,,Rock Head,Lightning Rod,Battle Armor,60,80,110,50,80,45,425,99.2 lbs.,"3'03""","Originally, it was weak and timid. After evolution, its temperament becomes violent, and it begins to wield bones as weapons.","This Pokémon is out for vengeance on its natural enemy, Mandibuzz. It throws bones like boomerangs to try to take it down.",Bone Keeper Pokémon,0.5,0.5,Cubone,Monster,
106,106,Hitmonlee,Hitmonlee,Fighting,,Limber,Reckless,Unburden,50,120,53,35,110,87,455,109.8 lbs.,"4'11""",,,Kicking Pokémon,1,0,Tyrogue,Human-Like,
107,107,Hitmonchan,Hitmonchan,Fighting,,Keen Eye,Iron Fist,Inner Focus,50,105,79,35,110,76,455,110.7 lbs.,"4'07""",,,Punching Pokémon,1,0,Tyrogue,Human-Like,
108,108,Lickitung,Lickitung,Normal,,Own Tempo,Oblivious,Cloud Nine,90,55,75,60,75,30,385,144.4 lbs.,"3'11""",,,Licking Pokémon,0.5,0.5,,Monster,
109,109,Koffing,Koffing,Poison,,Levitate,,,40,65,95,60,45,35,340,2.2 lbs.,"2'00""",,,Poison Gas Pokémon,0.5,0.5,,Amorphous,
110,110,Weezing,Weezing,Poison,,Levitate,,,65,90,120,85,70,60,490,20.9 lbs.,"3'11""",,,Poison Gas Pokémon,0.5,0.5,Koffing,Amorphous,
111,111,Rhyhorn,Rhyhorn,Ground,Rock,Lightning Rod,Rock Head,Reckless,80,85,95,30,30,25,345,253.5 lbs.,"3'03""",,,Spikes Pokémon,0.5,0.5,,Monster,Field
112,112,Rhydon,Rhydon,Ground,Rock,Lightning Rod,Rock Head,Reckless,105,130,120,45,45,40,485,264.6 lbs.,"6'03""",,,Drill Pokémon,0.5,0.5,Rhyhorn,Monster,Field
113,113,Chansey,Chansey,Normal,,Natural Cure,Serene Grace,Healer,250,5,5,35,105,50,450,76.3 lbs.,"3'07""",The eggs laid by Chansey are rich in nutrients and a favorite food of many Pokémon.,"Not only are these Pokémon fast runners, they’re also few in number, so anyone who finds one must be lucky indeed.",Egg Pokémon,0,1,Happiny,Fairy,
114,114,Tangela,Tangela,Grass,,Chlorophyll,Leaf Guard,Regenerator,65,55,115,100,40,60,435,77.2 lbs.,"3'03""",,,Vine Pokémon,0.5,0.5,,Grass,
115,115,Kangaskhan,Kangaskhan,Normal,,Early Bird,Scrappy,Inner Focus,105,95,80,40,80,90,490,176.4 lbs.,"7'03""",Kangaskhan’s maternal love is so deep that it will brave death to protect its offspring.,The child in its pouch leaves home after roughly three years. That is the only time the mother is heard to cry wildly.,Parent Pokémon,0,1,,Monster,
116,116,Horsea,Horsea,Water,,Swift Swim,Sniper,Damp,30,40,70,70,25,60,295,17.6 lbs.,"1'04""",,,Dragon Pokémon,0.5,0.5,,Water 1,Dragon
117,117,Seadra,Seadra,Water,,Poison Point,Sniper,Damp,55,65,95,95,45,85,440,55.1 lbs.,"3'11""",,,Dragon Pokémon,0.5,0.5,Horsea,Water 1,Dragon
118,118,Goldeen,Goldeen,Water,,Swift Swim,Sniper,Damp,45,67,60,35,50,63,320,33.1 lbs.,"2'00""","When the weather grows warm, they form groups and swim upriver. This sight serves as a poetic reminder that spring has arrived.","Spellbound by the length of its horn and the beauty of its fins, many strange Trainers raise Goldeen and nothing but Goldeen.",Goldfish Pokémon,0.5,0.5,,Water 2,
119,119,Seaking,Seaking,Water,,Swift Swim,Water Veil,Lightning Rod,80,92,65,65,80,68,450,86.0 lbs.,"4'03""","When the weather grows cold, its whole body flushes a deep red. This sight serves as a poetic reminder that autumn has arrived.",Trainers who are crazy for Seaking are divided into horn enthusiasts and fin enthusiasts. The two groups do not get along well.,Goldfish Pokémon,0.5,0.5,Goldeen,Water 2,
120,120,Staryu,Staryu,Water,,Illuminate,Natural Cure,Analytic,30,45,55,70,55,85,340,76.1 lbs.,"2'07""","Large numbers of these Pokémon make their home at the seaside. At night, a strange red glow radiates from the center of their bodies.","This Pokémon gets nibbled on by Lumineon and others. Thanks to its red core, it regenerates fast, so it’s unconcerned by their snack attacks.",Star Shape Pokémon,,,,Water 3,
121,121,Starmie,Starmie,Water,Psychic,Illuminate,Natural Cure,Analytic,60,75,85,100,85,115,520,176.4 lbs.,"3'07""",Its shining core is thought to receive and transmit enigmatic signals. It has been known to cause headaches in those who approach it.,"Its unusual body shape, reminiscent of abstract art, led local people to spread rumors that this Pokémon may be an invader from outer space.",Mysterious Pokémon,,,Staryu,Water 3,
122,122,Mr. Mime,Mr. Mime,Psychic,Fairy,Soundproof,Filter,Technician,40,45,65,100,120,90,460,120.1 lbs.,"4'03""",,,Barrier Pokémon,0.5,0.5,Mime Jr.,Human-Like,
123,123,Scyther,Scyther,Bug,Flying,Swarm,Technician,Steadfast,70,110,80,55,80,105,500,123.5 lbs.,"4'11""","It confuses its prey with its quick, ninja-like movements. Then, in an instant, it cleaves them with its scythes.","While young, they live together deep in the mountains, training themselves in how to fight with their scythes and move at high speeds.",Mantis Pokémon,0.5,0.5,,Bug,
124,124,Jynx,Jynx,Ice,Psychic,Oblivious,Forewarn,Dry Skin,65,50,35,115,95,95,455,89.5 lbs.,"4'07""",,,Human Shape Pokémon,0,1,Smoochum,Human-Like,
125,125,Electabuzz,Electabuzz,Electric,,Static,,Vital Spirit,65,83,57,95,85,105,490,66.1 lbs.,"3'07""",Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.,Electricity leaks from it in amounts far greater than the amount of electricity it eats.,Electric Pokémon,0.75,0.25,Elekid,Human-Like,
126,126,Magmar,Magmar,Fire,,Flame Body,,Vital Spirit,65,95,57,100,85,93,495,98.1 lbs.,"4'03""","When it’s tired, it leaps into the mouth of a volcano and soaks its body in magma to ease its weariness. Its body burns at 2,192 degrees F.","When angered, it spouts brilliant fire from all over its body. It doesn’t calm down until its opponent has burned to ash.",Spitfire Pokémon,0.75,0.25,Magby,Human-Like,
127,127,Pinsir,Pinsir,Bug,,Hyper Cutter,Mold Breaker,Moxie,65,125,100,55,70,85,500,121.3 lbs.,"4'11""","It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can’t deal with the cold.",One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt.,Stag Beetle Pokémon,0.5,0.5,,Bug,
128,128,Tauros,Tauros,Normal,,Intimidate,Anger Point,Sheer Force,75,100,95,40,70,110,490,194.9 lbs.,"4'07""","Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola.","Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness.",Wild Bull Pokémon,1,0,,Field,
129,129,Magikarp,Magikarp,Water,,Swift Swim,,Rattled,20,10,55,15,20,80,200,22.0 lbs.,"2'11""","Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you’ll soon grow tired of seeing them.","Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp.",Fish Pokémon,0.5,0.5,,Water 2,Dragon
130,130,Gyarados,Gyarados,Water,Flying,Intimidate,,Moxie,95,125,79,60,100,81,540,518.1 lbs.,"21'04""","A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind.",There are people who swear that any place Gyarados appears is fated for destruction.,Atrocious Pokémon,0.5,0.5,Magikarp,Water 2,Dragon
131,131,Lapras,Lapras,Water,Ice,Water Absorb,Shell Armor,Hydration,130,85,80,85,95,60,535,485.0 lbs.,"8'02""","Its high intelligence enables it to comprehend human speech. When it’s in a good mood, it sings in its beautiful voice.","These Pokémon were once near extinction due to poaching. Following protective regulations, there is now an overabundance of them.",Transport Pokémon,0.5,0.5,,Monster,Water 1
132,132,Ditto,Ditto,Normal,,Limber,,Imposter,48,48,48,48,48,48,288,8.8 lbs.,"1'00""",It can reorganize its cells to make itself into a duplicate of anything it sees. The quality of the duplicate depends on the individual.,"With its astonishing capacity for metamorphosis, it can get along with anything. It does not get along well with its fellow Ditto.",Transform Pokémon,,,,Ditto,
133,133,Eevee,Eevee,Normal,,Run Away,Adaptability,Anticipation,55,55,50,45,65,55,325,14.3 lbs.,"1'00""","Possessing an unbalanced and unstable genetic makeup, it conceals many possible evolutions.",Current studies show it can evolve into an incredible eight different species of Pokémon.,Evolution Pokémon,0.875,0.125,,Field,
134,134,Vaporeon,Vaporeon,Water,,Water Absorb,,Hydration,130,65,60,110,95,65,525,63.9 lbs.,"3'03""",Its cells are composed of units much like water molecules. It lives close to water and is often mistaken for a mermaid.,"Blending in with the water and erasing all signs of its presence, it patiently waits for its prey, fish Pokémon.",Bubble Jet Pokémon,0.875,0.125,Eevee,Field,
135,135,Jolteon,Jolteon,Electric,,Volt Absorb,,Quick Feet,65,65,60,110,95,130,525,54.0 lbs.,"2'07""","They send out electrical charges of about 10,000 volts. Because they are high-strung, it can be difficult to grow close to them.","When its fur stands on end, that’s a sign it’s about to give off a jolt of electricity. Take care, as sometimes lightning strikes next to it, too.",Lightning Pokémon,0.875,0.125,Eevee,Field,
136,136,Flareon,Flareon,Fire,,Flash Fire,,Guts,65,130,60,95,110,65,525,55.1 lbs.,"2'11""","When it catches prey or finds berries, it breathes fire on them until they’re well done, and then it gobbles them up.","Its average body temperature is between 1,300 and 1,500 degrees Fahrenheit. In its internal flame sac, temperatures reach 3,000 degrees.",Flame Pokémon,0.875,0.125,Eevee,Field,
137,137,Porygon,Porygon,Normal,,Trace,Download,Analytic,65,60,70,85,75,40,395,80.5 lbs.,"2'07""","Roughly 20 years ago, it was artificially created, utilizing the latest technology of the time.","It can convert its body into digital data, which enables it to enter cyberspace.",Virtual Pokémon,0.875,0.125,,Mineral,
138,138,Omanyte,Omanyte,Rock,Water,Swift Swim,Shell Armor,Weak Armor,35,40,100,90,55,35,355,16.5 lbs.,"1'04""",,,Spiral Pokémon,0.875,0.125,,Water 1,Water 3
139,139,Omastar,Omastar,Rock,Water,Swift Swim,Shell Armor,Weak Armor,70,60,125,115,70,55,495,77.2 lbs.,"3'03""",,,Spiral Pokémon,0.875,0.125,Omanyte,Water 1,Water 3
140,140,Kabuto,Kabuto,Rock,Water,Swift Swim,Battle Armor,Weak Armor,30,80,90,55,45,55,355,25.4 lbs.,"1'08""",,,Shellfish Pokémon,0.875,0.125,,Water 1,Water 3
141,141,Kabutops,Kabutops,Rock,Water,Swift Swim,Battle Armor,Weak Armor,60,115,105,65,70,80,495,89.3 lbs.,"4'03""",,,Shellfish Pokémon,0.875,0.125,Kabuto,Water 1,Water 3
142,142,Aerodactyl,Aerodactyl,Rock,Flying,Rock Head,Pressure,Unnerve,80,105,65,60,75,130,515,130.1 lbs.,"5'11""",A Pokémon from the age of the dinosaurs. It used its sawlike fangs to shred its prey before eating them.,"In ancient times, it ruled the skies. A widely accepted theory is that it went extinct due to a large meteor impact.",Fossil Pokémon,0.875,0.125,,Flying,
143,143,Snorlax,Snorlax,Normal,,Immunity,Thick Fat,Gluttony,160,110,65,65,110,30,540,1014.1 lbs.,"6'11""",Its stomach is said to be incomparably strong. Even Muk’s poison is nothing more than a hint of spice on Snorlax’s tongue.,It eats nearly 900 pounds of food every day. It starts nodding off while eating—and continues to eat even while it’s asleep.,Sleeping Pokémon,0.875,0.125,Munchlax,Monster,
144,144,Articuno,Articuno,Ice,Flying,Pressure,,Snow Cloak,90,85,100,95,125,85,580,122.1 lbs.,"5'07""",,,Freeze Pokémon,,,,Undiscovered,
145,145,Zapdos,Zapdos,Electric,Flying,Pressure,,Static,90,90,85,125,90,100,580,116.0 lbs.,"5'03""",,,Electric Pokémon,,,,Undiscovered,
146,146,Moltres,Moltres,Fire,Flying,Pressure,,Flame Body,90,100,90,125,85,90,580,132.3 lbs.,"6'07""",,,Flame Pokémon,,,,Undiscovered,
147,147,Dratini,Dratini,Dragon,,Shed Skin,,Marvel Scale,41,64,45,50,50,50,300,7.3 lbs.,"5'11""",It grows by molting repeatedly. Boots made from the tanned cast-off skin are a super luxury item.,"After a 10-hour struggle, a fisherman was able to pull one up and confirm its existence.",Dragon Pokémon,0.5,0.5,,Water 1,Dragon
148,148,Dragonair,Dragonair,Dragon,,Shed Skin,,Marvel Scale,61,84,65,70,70,70,420,36.4 lbs.,"13'01""",It has long been thought that its crystalline orbs are imbued with the power to control the weather.,"From time immemorial, it has been venerated by agricultural peoples as an entity able to control the weather.",Dragon Pokémon,0.5,0.5,Dratini,Water 1,Dragon
149,149,Dragonite,Dragonite,Dragon,Flying,Inner Focus,,Multiscale,91,134,95,100,100,80,600,463.0 lbs.,"7'03""","This Pokémon saved a shipwrecked man, taking him to a remote island—a paradise occupied solely by Dragonite.","Incur the wrath of this normally calm Pokémon at your peril, because it will smash everything to smithereens before it’s satisfied.",Dragon Pokémon,1,0,Dragonair,Water 1,Dragon
150,150,Mewtwo,Mewtwo,Psychic,,Pressure,,Unnerve,106,110,90,154,90,130,680,269.0 lbs.,"6'07""",,,Genetic Pokémon,,,,Undiscovered,
151,151,Mew,Mew,Psychic,,Synchronize,,,100,100,100,100,100,100,600,8.8 lbs.,"1'04""",,,New Species Pokémon,,,,Undiscovered,
152,152,Chikorita,Chikorita,Grass,,Overgrow,,Leaf Guard,45,49,65,49,65,45,318,14.1 lbs.,"2'11""",,,Leaf Pokémon,0.875,0.125,,Monster,Grass
153,153,Bayleef,Bayleef,Grass,,Overgrow,,Leaf Guard,60,62,80,63,80,60,405,34.8 lbs.,"3'11""",,,Leaf Pokémon,0.875,0.125,Chikorita,Monster,Grass
154,154,Meganium,Meganium,Grass,,Overgrow,,Leaf Guard,80,82,100,83,100,80,525,221.6 lbs.,"5'11""",,,Herb Pokémon,0.875,0.125,Bayleef,Monster,Grass
155,155,Cyndaquil,Cyndaquil,Fire,,Blaze,,Flash Fire,39,52,43,60,50,65,309,17.4 lbs.,"1'08""",,,Fire Mouse Pokémon,0.875,0.125,,Field,
156,156,Quilava,Quilava,Fire,,Blaze,,Flash Fire,58,64,58,80,65,80,405,41.9 lbs.,"2'11""",,,Volcano Pokémon,0.875,0.125,Cyndaquil,Field,
157,157,Typhlosion,Typhlosion,Fire,,Blaze,,Flash Fire,78,84,78,109,85,100,534,175.3 lbs.,"5'07""",,,Volcano Pokémon,0.875,0.125,Quilava,Field,
158,158,Totodile,Totodile,Water,,Torrent,,Sheer Force,50,65,64,44,48,43,314,20.9 lbs.,"2'00""",,,Big Jaw Pokémon,0.875,0.125,,Monster,Water 1
159,159,Croconaw,Croconaw,Water,,Torrent,,Sheer Force,65,80,80,59,63,58,405,55.1 lbs.,"3'07""",,,Big Jaw Pokémon,0.875,0.125,Totodile,Monster,Water 1
160,160,Feraligatr,Feraligatr,Water,,Torrent,,Sheer Force,85,105,100,79,83,78,530,195.8 lbs.,"7'07""",,,Big Jaw Pokémon,0.875,0.125,Croconaw,Monster,Water 1
161,161,Sentret,Sentret,Normal,,Run Away,Keen Eye,Frisk,35,46,34,35,45,20,215,13.2 lbs.,"2'07""",,,Scout Pokémon,0.5,0.5,,Field,
162,162,Furret,Furret,Normal,,Run Away,Keen Eye,Frisk,85,76,64,45,55,90,415,71.6 lbs.,"5'11""",,,Long Body Pokémon,0.5,0.5,Sentret,Field,
163,163,Hoothoot,Hoothoot,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,60,30,30,36,56,50,262,46.7 lbs.,"2'04""",,,Owl Pokémon,0.5,0.5,,Flying,
164,164,Noctowl,Noctowl,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,100,50,50,86,96,70,452,89.9 lbs.,"5'03""",,,Owl Pokémon,0.5,0.5,Hoothoot,Flying,
165,165,Ledyba,Ledyba,Bug,Flying,Swarm,Early Bird,Rattled,40,20,30,40,80,55,265,23.8 lbs.,"3'03""",They are timid and grow uneasy when not in a swarm with others of their kind. The pattern on their backs differs slightly from one to another.,"They communicate with one another using bodily fluids that give off odors. When they’re angry, their odor smells sour.",Five Star Pokémon,0.5,0.5,,Bug,
