quote,author,likes,category
It is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.,Voltaire,3117,double-standards|ethics|governments|humor|irony|killing|law|mankind|morality|murder|nationalism|nations|war
"I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of.",Charles Bukowski,3117,love
"The saddest people I've ever met in life are the ones who don't care deeply about anything at all. Passion and satisfaction go hand in hand, and without them, any happiness is only temporary, because there's nothing to make it last.",Nicholas Sparks,3114,life|love|passion
"When did we see each other face-to-face? Not until you saw into my cracks and I saw into yours. Before that, we were just looking at ideas of each other, like looking at your window shade but never seeing inside. But once the vessel cracks, the light can get in. The light can get out.",John Green,3112,cracks
"If conversation was the lyrics, laughter was the music, making time spent together a melody that could be replayed over and over without getting stale.",Nicholas Sparks,3110,love|nicholas-sparks|relationships|the-choice
"What she was finding also was how one book led to another, doors kept opening wherever she turned and the days weren't long enough for the reading she wanted to do.",Alan Bennett,3110,books
"If I had a world of my own, everything would be nonsense. Nothing would be what it is, because everything would be what it isn't. And contrary wise, what is, it wouldn't be. And what it wouldn't be, it would. You see?",Lewis Carroll,3110,alice-in-wonderland|mad-hatter|nonsense
Time is an illusion. Lunchtime doubly so.,Douglas Adams,3110,humor|philosophy|science-fiction
"Suffering has been stronger than all other teaching, and has taught me to understand what your heart used to be. I have been bent and broken, but - I hope - into a better shape.",Charles Dickens,3109,growth|heart|life|suffering
"My tongue will tell the anger of my heart, or else my heart concealing it will break.",William Shakespeare,3102,
"Really, the combination of the scabs and the ointment looks hideous. I can't help enjoying his distress.",Suzanne Collins,3100,catching-fire|finnick|hunger-games|katniss|mirror|pretty
So many things become beautiful when you really look.,Lauren Oliver,3099,
"You could have fooled me. Everytime I called you, Luke said you were sick. I figured you were avoiding me. Again.""",Cassandra Clare,3092,die|love|romance
The pleasure of all reading is doubled when one lives with another who shares the same books.,Katherine Mansfield,3091,
Reputation is what other people know about you. Honor is what you know about yourself.,Lois McMaster Bujold,3089,inspirational|sci-fi|vorkosigan
Illegal aliens have always been a problem in the United States. Ask any Indian.,Robert Orben,3087,humour|politics|truth
Tears shed for another person are not a sign of weakness. They are a sign of a pure heart.,José N. Harris,3085,grief|grieving|hope|loss|love|pain|sadness|strength|tears
"Honestly, if you were any slower, you’d be going backward.",J.K. Rowling,3085,draco-malfoy|stupidity
"You want to know about anybody? See what books they read, and how they've been read...",Keri Hulme,3082,
"You'd think people had better things to gossip about,"" said Ginny as she sat on the common room floor, leaning against Harry’s legs and reading the Daily Prophet. ""Three Dementor attacks in a week, and all Romilda Vane does is ask me if it’s true you’ve got a Hippogriff tattooed across your chest.""",J.K. Rowling,3082,humor-tattoo
The helpful thought for which you look,Edward Gorey,3081,
"you can, you should, and if you’re brave enough to start, you will.",Stephen King,3080,bravery|positive-thinking|self-empowerment|writing
"Knock, And He'll open the door",Jalaluddin Rumi,3080,islam|religion|spirituality
"A child can teach an adult three things: to be happy for no reason, to always be busy with something, and to know how to demand with all his might that which he desires.",Paulo Coelho,3078,
"No persons are more frequently wrong, than those who will not admit they are wrong.",François de La Rochefoucauld,3078,cynical|life|truth
"All alone! Whether you like it or not, alone is something you'll be quite a lot!",Dr. Seuss,3077,depressing|hopeless|lonely
Here is a lesson in creative writing. First rule: Do not use semicolons. They are transvestite hermaphrodites representing absolutely nothing. All they do is show you've been to college.,Kurt Vonnegut,3077,college|semicolons|writing
Time is the coin of your life. You spend it. Do not allow others to spend it for you.,Carl Sandburg,3076,
"I thought I'd lie on the floor and writhe in pain for a while,"" he grunted, ""It relaxes me.""",Cassandra Clare,3075,funny|humor
"Must you go? I was rather hoping you'd stay and be a ministering angel, but if you must go, you must.""",Cassandra Clare,3074,friends|humor|radiance
A diary with no drawings of me in it? Where are the torrid fantasies? The romance covers?,Cassandra Clare,3073,clary-fray|diary|humor|jace-wayland|sarcasm
"When people don't express themselves, they die one piece at a time.",Laurie Halse Anderson,3071,death|inspirational|voice
"The best fantasy is written in the language of dreams. It is alive as dreams are alive, more real than real ... for a moment at least ... that long magic moment before we wake.",George R.R. Martin,3071,fantasy-books
There is no place like home.,L. Frank Baum,3071,
"She leaned down and looked at his lifeless face and Leisel kissed her best friend, Rudy Steiner, soft and true on his lips. He tasted dusty and sweet. He tasted like regret in the shadows of trees and in the glow of the anarchist's suit collection. She kissed him long and soft, and when she pulled herself away, she touched his mouth with her fingers...She did not say goodbye. She was incapable, and after a few more minutes at his side, she was able to tear herself from the ground. It amazes me what humans can do, even when streams are flowing down their faces and they stagger on...",Markus Zusak,3070,love|the-book-thief
"Every time you are tempted to react in the same old way, ask if you want to be a prisoner of the past or a pioneer of the future.",Deepak Chopra,3069,
You only get one life. It's actually your duty to live it as fully as possible.,Jojo Moyes,3068,
God can't give us peace and happiness apart from Himself because there is no such thing.,C.S. Lewis,3067,god-religion-happiness
"I like to see people reunited, I like to see people run to each other, I like the kissing and the crying, I like the impatience, the stories that the mouth can't tell fast enough, the ears that aren't big enough, the eyes that can't take in all of the change, I like the hugging, the bringing together, the end of missing someone.",Jonathan Safran Foer,3066,
"I could easily forgive his pride, if he had not mortified mine.",Jane Austen,3066,elizabeth-bennet|forgiveness|injury|mortification|pride
"Travel is fatal to prejudice, bigotry, and narrow-mindedness, and many of our people need it sorely on these accounts. Broad, wholesome, charitable views of men and things cannot be acquired by vegetating in one little corner of the earth all one's lifetime.",Mark Twain,3065,travel
You can't stop the future,Jay Asher,3064,change|future|play|rewind|secret|stop
Art enables us to find ourselves and lose ourselves at the same time.,Thomas Merton,3064,art
"There are some things you can't share without ending up liking each other, and knocking out a twelve-foot mountain troll is one of them.",J.K. Rowling,3064,awesome|friendship|inspirational
