year_film,year_award,ceremony,category,nominee,film,win
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glenn Ford,"Teahouse of the August Moon, The",False
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,"Court Jester, The",False
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Eileen Heckart,"Bad Seed, The",True
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marjorie Main,Friendly Persuasion,False
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dorothy Malone,Written on the Wind,False
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patty McCormack,"Bad Seed, The",False
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mildred Dunnock,Baby Doll,False
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Earl Holliman,"Rainmaker, The",True
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Albert,"Teahouse of the August Moon, The",False
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oscar Homolka,War and Peace,False
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anthony Quinn,Lust For Life,False
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eli Wallach,Baby Doll,False
1956,1957,14,Best Director - Motion Picture,Elia Kazan,Baby Doll,True
1956,1957,14,Best Director - Motion Picture,Michael Anderson,Around the World in 80 Days,False
1956,1957,14,Best Director - Motion Picture,Vincente Minnelli,Lust For Life,False
1956,1957,14,Best Director - Motion Picture,George Stevens,Giant,False
1956,1957,14,Best Director - Motion Picture,King Vidor,War and Peace,False
1956,1957,14,Cecil B. deMille Award,Mervyn LeRoy,,False
1956,1957,14,Promoting International Understanding,Douglas Sirk,Battle Hymn,True
1956,1957,14,Promoting International Understanding,Irving Rapper,"Brave One, The (1956)",False
1956,1957,14,Promoting International Understanding,William Wyler,Friendly Persuasion,False
1956,1957,14,Promoting International Understanding,Walter Lang,"King and I, The",False
1956,1957,14,Promoting International Understanding,Daniel Mann,"Teahouse of the August Moon, The",False
1956,1957,14,Television Achievement,Cheyenne,,True
1956,1957,14,Television Achievement,Matinee Theatre,,True
1956,1957,14,Television Achievement,"Mickey Mouse Club, The",,True
1956,1957,14,Television Achievement,Playhouse 90,,True
1956,1957,14,Television Achievement,This Is Your Life,,True
1956,1957,14,Special Achievement Award,Dimitri Tiomkin,,False
1956,1957,14,Special Achievement Award,Edwin Schallert,,False
1956,1957,14,Special Achievement Award,Elizabeth Taylor,,False
1956,1957,14,New Star Of The Year - Actress,Carroll Baker,Baby Doll,True
1956,1957,14,New Star Of The Year - Actress,Carroll Baker,Giant,True
1956,1957,14,New Star Of The Year - Actress,Jayne Mansfield,"Girl Can't Help It, The",True
1956,1957,14,New Star Of The Year - Actress,Natalie Wood,Rebel Without a Cause,True
1956,1957,14,New Star Of The Year - Actress,Jayne Mansfield,Giant,False
1956,1957,14,New Foreign Star Of The Year - Actress,Taina Elg,,True
1956,1957,14,New Foreign Star Of The Year - Actor,Jacques Bergerac,,True
1956,1957,14,New Star Of The Year - Actor,John Kerr,Tea and Sympathy,True
1956,1957,14,New Star Of The Year - Actor,Paul Newman,"Silver Chalice, The",True
1956,1957,14,New Star Of The Year - Actor,Anthony Perkins,Friendly Persuasion,True
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Deborah Kerr,"King and I, The",True
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Judy Holliday,"Solid Gold Cadillac, The",False
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Machiko Kyo,"Teahouse of the August Moon, The",False
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Marilyn Monroe,Bus Stop,False
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Debbie Reynolds,Bundle of Joy,False
1956,1957,14,Foreign Film - Foreign Language,"West Germany, Gottfried Reinhardt",Before Sundown,True
1956,1957,14,Foreign Film - Foreign Language,"Greece, Michael Cacoyannis",A Girl In Black,True
1956,1957,14,Foreign Film - Foreign Language,"Japan, Keisuke Kinoshita",The Rose On His Arm,True
1956,1957,14,Foreign Film - Foreign Language,"Italy, King Vidor",War and Peace,True
1956,1957,14,Foreign Film - Foreign Language,"Finland, Erik Blomberg",The White Reindeer,True
1956,1957,14,Foreign Film - English Language,"United Kingdom, Laurence Olivier",Richard III  (1955),True
1956,1957,14,Henrietta Award (World Film Favorites),James Dean,,True
1956,1957,14,Henrietta Award (World Film Favorites),Kim Novak,,True
1956,1957,14,Hollywood Citizenship Award,Ronald Reagan,,True
1957,1958,15,Best Motion Picture - Drama,"Bridge on the River Kwai, The",,True
1957,1958,15,Best Motion Picture - Drama,12 Angry Men (1957),,False
1957,1958,15,Best Motion Picture - Drama,Wild is the Wind,,False
1957,1958,15,Best Motion Picture - Drama,Witness for the Prosecution,,False
1957,1958,15,Best Motion Picture - Drama,Sayonara,,False
1957,1958,15,Best Motion Picture - Musical or Comedy,Les Girls,,True
1957,1958,15,Best Motion Picture - Musical or Comedy,Don't Go Near The Water,,False
1957,1958,15,Best Motion Picture - Musical or Comedy,Love in the Afternoon,,False
1957,1958,15,Best Motion Picture - Musical or Comedy,Pal Joey,,False
1957,1958,15,Best Motion Picture - Musical or Comedy,Silk Stockings,,False
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Three Faces of Eve, The",True
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Marlene Dietrich,Witness for the Prosecution,False
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,"Heaven Knows, Mr. Allison",False
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Anna Magnani,Wild is the Wind,False
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Eva Marie Saint,"Hatful of Rain, A",False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Alec Guinness,"Bridge on the River Kwai, The",True
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,Sayonara,False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Henry Fonda,12 Angry Men (1957),False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Anthony Franciosa,"Hatful of Rain, A",False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Charles Laughton,Witness for the Prosecution,False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Frank Sinatra,Pal Joey,True
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glenn Ford,Don't Go Near The Water,False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,David Niven,My Man Godfrey,False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tony Randall,Will Success Spoil Rock Hunter?,False
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Maurice Chevalier,Love in the Afternoon,False
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Elsa Lanchester,Witness for the Prosecution,True
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mildred Dunnock,Peyton Place,False
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hope Lange,Peyton Place,False
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Heather Sears,"Story of Esther Costello, The",False
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Miyoshi Umeki,Sayonara,False
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Red Buttons,Sayonara,True
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sessue Hayakawa,"Bridge on the River Kwai, The",False
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Nigel Patrick,Raintree County,False
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Wynn,"Great Man, The",False
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Lee J. Cobb,12 Angry Men (1957),False
1957,1958,15,Best Director - Motion Picture,David Lean,"Bridge on the River Kwai, The",True
1957,1958,15,Best Director - Motion Picture,Joshua Logan,Sayonara,False
1957,1958,15,Best Director - Motion Picture,Sidney Lumet,12 Angry Men (1957),False
1957,1958,15,Best Director - Motion Picture,Billy Wilder,Witness for the Prosecution,False
1957,1958,15,Best Director - Motion Picture,Fred Zinnemann,"Hatful of Rain, A",False
1957,1958,15,Cecil B. deMille Award,Buddy Adler,,False
1957,1958,15,Promoting International Understanding,Gene Kelly,"Happy Road, The",True
1957,1958,15,Television Achievement,Jack Benny,,True
1957,1958,15,Television Achievement,Eddie Fisher,,True
1957,1958,15,Television Achievement,Alfred Hitchcock,,True
1957,1958,15,Television Achievement,Mike Wallace,,True
1957,1958,15,Special Achievement Award,Hugo Friedhofer,,False
1957,1958,15,Special Achievement Award,Zsa Zsa Gabor,,False
1957,1958,15,Special Achievement Award,Bob Hope,,False
1957,1958,15,Special Achievement Award,Le Roy Prinze,,False
1957,1958,15,Special Achievement Award,Jean Simmons,,False
1957,1958,15,New Star Of The Year - Actress,Sandra Dee,Until They Sail,True
1957,1958,15,New Star Of The Year - Actress,Carolyn Jones,,True
1957,1958,15,New Star Of The Year - Actress,Diane Varsi,Peyton Place,True
1957,1958,15,New Star Of The Year - Actor,James Garner,Sayonara,True
1957,1958,15,New Star Of The Year - Actor,John Saxon,This Happy Feeling,True
1957,1958,15,New Star Of The Year - Actor,Patrick Wayne,The Searchers,True
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Taina Elg,Les Girls,True
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Kay Kendall,Les Girls,True
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Cyd Charisse,Silk Stockings,False
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Love in the Afternoon,False
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Jean Simmons,This Could Be the Night,False
1957,1958,15,Foreign Film - Foreign Language,"West Germany, Kurt Hoffmann",Confessions Of Felix Krull,True
1957,1958,15,Foreign Film - Foreign Language,"Mexico, Ismael Rodríguez",Tizoc,True
1957,1958,15,Foreign Film - Foreign Language,"Japan, Heinosuke Gosho",Kiiroi karasu (Yellow Crow),True
1957,1958,15,Foreign Film - English Language,"United Kingdom, J. Lee Thompson",Woman In A Dressing Gown,True
1957,1958,15,Henrietta Award (World Film Favorites),Tony Curtis,,True
1957,1958,15,Henrietta Award (World Film Favorites),Doris Day,,True
1958,1959,16,Best Motion Picture - Drama,"Defiant Ones, The",,True
1958,1959,16,Best Motion Picture - Drama,Home Before Dark,,False
1958,1959,16,Best Motion Picture - Drama,I Want To Live!,,False
1958,1959,16,Best Motion Picture - Drama,Separate Tables,,False
1958,1959,16,Best Motion Picture - Drama,Cat on a Hot Tin Roof,,False
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Susan Hayward,I Want To Live!,True
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,"Inn of the Sixth Happiness, The",False
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,Separate Tables,False
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Some Came Running,False
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Jean Simmons,Home Before Dark,False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,David Niven,Separate Tables,True
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Tony Curtis,"Defiant Ones, The",False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Sidney Poitier,"Defiant Ones, The",False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Robert Donat,"Inn of the Sixth Happiness, The",False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,"Old Man and the Sea, The",False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,Me and the Colonel,True
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Maurice Chevalier,Gigi,False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Clark Gable,Teacher's Pet,False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cary Grant,Indiscreet,False
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Louis Jourdan,Gigi,False
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hermione Gingold,Gigi,True
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Lonelyhearts,False
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cara Williams,"Defiant Ones, The",False
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Peggy Cass,Auntie Mame,False
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Wendy Hiller,Separate Tables,False
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Burl Ives,"Big Country, The",True
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Harry Guardino,Houseboat,False
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Ladd,"Proud Rebel, The",False
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gig Young,Teacher's Pet,False
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Efrem Zimbalist Jr.,Home Before Dark,False
1958,1959,16,Best Director - Motion Picture,Vincente Minnelli,Gigi,True
1958,1959,16,Best Director - Motion Picture,Richard Brooks,Cat on a Hot Tin Roof,False
1958,1959,16,Best Director - Motion Picture,Stanley Kramer,"Defiant Ones, The",False
1958,1959,16,Best Director - Motion Picture,Delbert Mann,Separate Tables,False
1958,1959,16,Best Director - Motion Picture,Robert Wise,I Want To Live!,False
1958,1959,16,Cecil B. deMille Award,Maurice Chevalier,,False
1958,1959,16,Picture - Musical,Gigi,,True
1958,1959,16,Picture - Musical,Damn Yankees,,False
1958,1959,16,Picture - Musical,Tom Thumb,,False
1958,1959,16,Promoting International Understanding,Mark Robson,"Inn of the Sixth Happiness, The",True
1958,1959,16,Promoting International Understanding,Stanley Kramer,"Defiant Ones, The",False
1958,1959,16,Promoting International Understanding,Peter Glenville,Me and the Colonel,False
1958,1959,16,Promoting International Understanding,Douglas Sirk,"Time to Love and a Time to Die, A",False
1958,1959,16,Promoting International Understanding,Edward Dmytryk,"Young Lions, The",False
