Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
259,00:01:43.520000,Ayanleh Souleiman,DJI,1992-12-03,5,Saint-Denis,2016-08-27,Men,800 m
264,00:01:43.530000,David Rudisha,KEN,1988-12-17,3,Hengelo,2009-01-06,Men,800 m
264,00:01:43.530000,Taoufik Makhloufi,ALG,1988-04-29,2,Berlin,2014-08-31,Men,800 m
266,00:01:43.540000,William Wuyke,VEN,1958-05-21,2,Rieti,1986-07-09,Men,800 m
266,00:01:43.540000,Nixon Kiprotich,KEN,1962-12-04,1,Rieti,1993-05-09,Men,800 m
266,00:01:43.540000,Wilson Kipketer,DEN,1970-12-12,1,Roma,1997-05-06,Men,800 m
269,00:01:43.550000,Nixon Kiprotich,KEN,1962-12-04,1,Köln,1992-08-16,Men,800 m
269,00:01:43.550000,Philip Kibitok,KEN,1971-03-23,3,Rieti,1996-01-09,Men,800 m
269,00:01:43.550000,Wilson Kipketer,DEN,1970-12-12,1,München,1999-11-09,Men,800 m
269,00:01:43.550000,Nick Symmonds,USA,1983-12-30,2,Moskva,2013-08-13,Men,800 m
269,00:01:43.550000,Donavan Brazier,USA,1997-04-15,1,Eugene,2016-10-06,Men,800 m
269,00:01:43.550000,Ferguson Cheruiyot,KEN,1989-11-30,5,Rio de Janeiro,2016-08-15,Men,800 m
275,00:01:43.560000,Rob Druppers,NED,1962-04-29,4,Köln,1985-08-25,Men,800 m
275,00:01:43.560000,Arthémon Hatungimana,BDI,1974-01-21,2,Zürich,1995-08-16,Men,800 m
275,00:01:43.560000,Vebjørn Rodal,NOR,1972-09-16,2,Zürich,1996-08-14,Men,800 m
275,00:01:43.560000,Arthémon Hatungimana,BDI,1974-01-21,2,Zürich,1997-08-13,Men,800 m
275,00:01:43.560000,Mohammed Aman,ETH,1994-01-10,1,Stockholm,2012-08-17,Men,800 m
275,00:01:43.560000,Nick Symmonds,USA,1983-12-30,1,Zürich,2013-08-29,Men,800 m
275,00:01:43.560000,Mohammed Aman,ETH,1994-01-10,1,Roma,2015-04-06,Men,800 m
275,00:01:43.560000,Robert Biwott,KEN,1996-01-28,2,Barcelona,2015-08-07,Men,800 m
283,00:01:43.570000,Mike Boit,KEN,1949-01-06,1,Berlin,1976-08-20,Men,800 m
283,00:01:43.570000,Mahjoub Haïda,MAR,1970-07-01,3,Zürich,1995-08-16,Men,800 m
283,00:01:43.570000,Joseph Tengelei,KEN,1970-12-08,4,Zürich,1995-08-16,Men,800 m
283,00:01:43.570000,Patrick Ndururi,KEN,1969-01-12,4,Köln,1997-08-24,Men,800 m
283,00:01:43.570000,Hezekiél Sepeng,RSA,1974-06-30,3,Monaco,2001-07-20,Men,800 m
283,00:01:43.570000,David Rudisha,KEN,1988-12-17,2,Milano,2011-09-18,Men,800 m
289,00:01:43.580000,André Bucher,SUI,1976-10-19,1,Lausanne,2001-04-07,Men,800 m
289,00:01:43.580000,Yuriy Borzakovskiy,RUS,1981-04-12,2,Monaco,2009-07-28,Men,800 m
289,00:01:43.580000,Mbulaeni Mulaudzi,RSA,1980-09-08,2,Lausanne,2010-08-07,Men,800 m
289,00:01:43.580000,Mohammed Aman,ETH,1994-01-10,1,Rabat,2012-05-27,Men,800 m
289,00:01:43.580000,David Rudisha,KEN,1988-12-17,1,New York City,2015-06-13,Men,800 m
289,00:01:43.580000,Pierre-Ambroise Bosse,FRA,1992-05-11,6,Saint-Denis,2016-08-27,Men,800 m
295,00:01:43.590000,Johnny Gray,USA,1960-06-19,1,Rieti,1984-02-09,Men,800 m
295,00:01:43.590000,Wilson Kipketer,DEN,1970-12-12,2,Zürich,2002-08-16,Men,800 m
295,00:01:43.590000,Wilfred Bungei,KEN,1980-07-24,2,Athínai,2006-03-07,Men,800 m
295,00:01:43.590000,Bram Som,NED,1980-02-20,4,Rieti,2009-06-09,Men,800 m
299,00:01:43.600000,Paul Ereng,KEN,1967-08-22,1,London,1989-07-14,Men,800 m
299,00:01:43.600000,Abdi Bile,SOM,1962-12-28,3,Zürich,1989-08-16,Men,800 m
299,00:01:43.600000,David Kiptoo Singoei,KEN,1965-06-26,4,Zürich,1998-12-08,Men,800 m
299,00:01:43.600000,Leonard Kosencha,KEN,1994-08-21,2,Rabat,2012-05-27,Men,800 m
299,00:01:43.600000,Ferguson Cheruiyot,KEN,1989-11-30,1,Nairobi,2015-01-08,Men,800 m
299,00:01:43.600000,Clayton Murphy,USA,1995-02-26,1,Torrance,2017-04-15,Men,800 m
305,00:01:43.610000,Steve Cram,GBR,1960-10-14,1,Oslo,1983-08-23,Men,800 m
305,00:01:43.610000,Japheth Kimutai,KEN,1978-12-20,3,Roma,1998-07-14,Men,800 m
305,00:01:43.610000,Youssef Saad Kamel,BRN,1983-03-29,4,Rieti,2006-08-27,Men,800 m
305,00:01:43.610000,Mbulaeni Mulaudzi,RSA,1980-09-08,2,Jerez de la Frontera,2008-06-24,Men,800 m
305,00:01:43.610000,Mohammed Aman,ETH,1994-01-10,1,Roma,2013-06-06,Men,800 m
310,00:01:43.620000,Steve Cram,GBR,1960-10-14,1,Nice,1986-07-15,Men,800 m
310,00:01:43.620000,Earl Jones,USA,1964-07-17,2,Zürich,1986-08-13,Men,800 m
310,00:01:43.620000,William Tanui,KEN,1964-02-22,1,Lausanne,1992-08-07,Men,800 m
310,00:01:43.620000,Wilfred Bungei,KEN,1980-07-24,1,Sevilla,2003-07-06,Men,800 m
310,00:01:43.620000,Abraham Rotich,KEN,1993-06-26,1,Naimette-Xhovémont,2012-05-07,Men,800 m
310,00:01:43.620000,Mohammed Aman,ETH,1994-01-10,1,Berlin,2012-02-09,Men,800 m
316,00:01:43.630000,Agberto Conceiço Guimarães,BRA,1957-08-18,3,Koblenz,1984-08-29,Men,800 m
316,00:01:43.630000,Joseph Mutua Mwengi,KEN,1978-12-10,4,Monaco,2001-07-20,Men,800 m
316,00:01:43.630000,Ayanleh Souleiman,DJI,1992-12-03,1,Sollentuna,2013-06-27,Men,800 m
316,00:01:43.630000,Nijel Amos,BOT,1994-03-15,1,Eugene,2014-05-31,Men,800 m
320,00:01:43.640000,Alberto Juantorena,CUB,1950-12-03,1,Zürich,1977-08-24,Men,800 m
320,00:01:43.640000,Sebastian Coe,GBR,1956-09-29,2,Los Angeles,1984-06-08,Men,800 m
320,00:01:43.640000,Wilson Kipketer,KEN,1970-12-12,1,Göteborg,1994-08-24,Men,800 m
320,00:01:43.640000,Japheth Kimutai,KEN,1978-12-20,3,Zürich,1997-08-13,Men,800 m
320,00:01:43.640000,Wilfred Bungei,KEN,1980-07-24,1,Zürich,2002-08-16,Men,800 m
320,00:01:43.640000,Mbulaeni Mulaudzi,RSA,1980-09-08,1,Madrid,2008-05-07,Men,800 m
326,00:01:43.650000,Willi Wülbeck,FRG,1954-12-18,1,Helsinki,1983-09-08,Men,800 m
326,00:01:43.650000,Laban Rotich,KEN,1969-01-20,4,Stuttgart,1998-07-19,Men,800 m
326,00:01:43.650000,Timothy Kitum,KEN,1994-11-20,1,Heusden-Zolder,2014-07-19,Men,800 m
329,00:01:43.660000,Alberto Juantorena,CUB,1950-12-03,1,Bydgoszcz,1977-06-19,Men,800 m
329,00:01:43.660000,William Tanui,KEN,1964-02-22,1,Barcelona,1992-05-08,Men,800 m
329,00:01:43.660000,Robert Kibet,KEN,1965-12-15,4,Rieti,1996-01-09,Men,800 m
329,00:01:43.660000,Hezekiél Sepeng,RSA,1974-06-30,2,Zürich,1999-11-08,Men,800 m
329,00:01:43.660000,Mohammed Al-Salhi,KSA,1986-05-11,3,Ad-Dawhah,2009-08-05,Men,800 m
329,00:01:43.660000,Alfred Kirwa Yego,KEN,1986-11-28,2,Zürich,2009-08-28,Men,800 m
335,00:01:43.670000,Mark Everett,USA,1968-09-02,2,New Orleans,1992-06-24,Men,800 m
335,00:01:43.670000,Vebjørn Rodal,NOR,1972-09-16,1,Köln,1996-08-16,Men,800 m
335,00:01:43.670000,Sammy Kibet Langat,KEN,1970-01-24,5,Rieti,1996-01-09,Men,800 m
335,00:01:43.670000,Dmitrijs Milkevics,LAT,1981-12-06,3,Athínai,2006-03-07,Men,800 m
335,00:01:43.670000,Wilfred Bungei,KEN,1980-07-24,3,Zürich,2006-08-18,Men,800 m
335,00:01:43.670000,Nick Symmonds,USA,1983-12-30,1,London,2013-07-26,Men,800 m
341,00:01:43.680000,Wilson Kipketer,KEN,1970-12-12,1,Monaco,1994-02-08,Men,800 m
341,00:01:43.680000,Yuriy Borzakovskiy,RUS,1981-04-12,6,Bruxelles,2003-05-09,Men,800 m
341,00:01:43.680000,Amine Laâlou,MAR,1982-05-13,2,Zürich,2004-06-08,Men,800 m
341,00:01:43.680000,Khadevis Robinson,USA,1976-07-19,5,Rieti,2006-08-27,Men,800 m
341,00:01:43.680000,Gary Reed,CAN,1981-10-25,4,Monaco,2008-07-29,Men,800 m
341,00:01:43.680000,Abubaker Kaki Khamis,SUD,1989-06-21,1,Eugene,2011-04-06,Men,800 m
347,00:01:43.690000,Atle Douglas,NOR,1968-06-09,1,Rieti,1995-05-09,Men,800 m
347,00:01:43.690000,William Yiampoy,KEN,1974-05-17,2,Zürich,2002-08-16,Men,800 m
347,00:01:43.690000,Wilfred Bungei,KEN,1980-07-24,1,Madrid,2006-07-17,Men,800 m
347,00:01:43.690000,Abubaker Kaki Khamis,SUD,1989-06-21,1,Sollentuna,2012-05-07,Men,800 m
347,00:01:43.690000,Ayanleh Souleiman,DJI,1992-12-03,1,Huddinge,2014-07-25,Men,800 m
352,00:01:43.700000,Marcello Fiasconaro,ITA,1949-07-19,1,Milano,1973-06-27,Men,800 m
352,00:01:43.700000,Johnny Gray,USA,1960-06-19,1,Burnaby,1988-05-06,Men,800 m
352,00:01:43.700000,Robert Kibet,KEN,1965-12-15,2,Oslo,1989-01-07,Men,800 m
352,00:01:43.700000,Nixon Kiprotich,KEN,1962-12-04,2,Barcelona,1992-05-08,Men,800 m
352,00:01:43.700000,Rich Kenah,USA,1970-08-04,5,Köln,1997-08-24,Men,800 m
352,00:01:43.700000,André Bucher,SUI,1976-10-19,1,Edmonton,2001-07-08,Men,800 m
352,00:01:43.700000,Wilfred Bungei,KEN,1980-07-24,1,Rieti,2005-08-28,Men,800 m
352,00:01:43.700000,Nick Symmonds,USA,1983-12-30,2,Des Moines,2013-06-23,Men,800 m
352,00:01:43.700000,Nijel Amos,BOT,1994-03-15,2,Saint-Denis,2014-05-07,Men,800 m
361,00:01:43.710000,Hezekiél Sepeng,RSA,1974-06-30,2,Köln,1996-08-16,Men,800 m
361,00:01:43.710000,Arthémon Hatungimana,BDI,1974-01-21,3,Bruxelles,1997-08-22,Men,800 m
361,00:01:43.710000,Japheth Kimutai,KEN,1978-12-20,1,Nairobi,2003-07-26,Men,800 m
361,00:01:43.710000,Amine Laâlou,MAR,1982-05-13,3,Ad-Dawhah,2010-05-14,Men,800 m
361,00:01:43.710000,Abubaker Kaki Khamis,SUD,1989-06-21,1,Eugene,2012-02-06,Men,800 m
361,00:01:43.710000,Taoufik Makhloufi,ALG,1988-04-29,2,Stockholm,2012-08-17,Men,800 m
361,00:01:43.710000,Yeimer López,CUB,1982-08-20,3,Saint-Denis,2014-05-07,Men,800 m
368,00:01:43.720000,Billy Konchellah,KEN,1961-10-20,4,Koblenz,1985-08-28,Men,800 m
368,00:01:43.720000,Paul Ereng,KEN,1967-08-22,1,Bruxelles,1989-08-25,Men,800 m
368,00:01:43.720000,Johnny Gray,USA,1960-06-19,2,Sevilla,1990-05-30,Men,800 m
368,00:01:43.720000,André Bucher,SUI,1976-10-19,1,Zürich,2000-11-08,Men,800 m
368,00:01:43.720000,Wilfred Bungei,KEN,1980-07-24,1,Madrid,2004-07-17,Men,800 m
368,00:01:43.720000,David Rudisha,KEN,1988-12-17,2,Oslo,2008-06-06,Men,800 m
368,00:01:43.720000,Abraham Chepkirwok,UGA,1988-11-18,2,Madrid,2008-05-07,Men,800 m
368,00:01:43.720000,Jackson Kivuva,KEN,1989-08-11,4,Monaco,2010-07-22,Men,800 m
368,00:01:43.720000,Duane Solomon,USA,1984-12-28,1,Monaco,2013-07-19,Men,800 m
368,00:01:43.720000,Marcin Lewandowski,POL,1987-06-13,6,Monaco,2015-07-17,Men,800 m
378,00:01:43.730000,Nixon Kiprotich,KEN,1962-12-04,2,Bruxelles,1989-08-25,Men,800 m
378,00:01:43.730000,Johnny Gray,USA,1960-06-19,1,Roma,1994-08-06,Men,800 m
378,00:01:43.730000,Alfred Kipketer,KEN,1996-12-26,1,Eldoret,2016-01-07,Men,800 m
378,00:01:43.730000,Marcin Lewandowski,POL,1987-06-13,7,Saint-Denis,2016-08-27,Men,800 m
378,00:01:43.730000,Emmanuel Korir,KEN,1995-06-15,1,Berkeley,2017-04-28,Men,800 m
383,00:01:43.740000,Earl Jones,USA,1964-07-17,1,Los Angeles,1984-06-19,Men,800 m
383,00:01:43.740000,Johnny Gray,USA,1960-06-19,2,Los Angeles,1984-06-19,Men,800 m
383,00:01:43.740000,Frederick Onyancha,KEN,1969-12-25,3,Zürich,1996-08-14,Men,800 m
383,00:01:43.740000,Wilson Kipketer,DEN,1970-12-12,1,Monaco,1998-08-08,Men,800 m
383,00:01:43.740000,Andrea Longo,ITA,1975-06-26,1,Rieti,2000-03-09,Men,800 m
383,00:01:43.740000,Mbulaeni Mulaudzi,RSA,1980-09-08,1,Monaco,2007-07-25,Men,800 m
383,00:01:43.740000,Mohammed Aman,ETH,1994-01-10,2,Eugene,2012-02-06,Men,800 m
383,00:01:43.740000,Kevin López,ESP,1990-06-12,4,Monaco,2012-07-20,Men,800 m
383,00:01:43.740000,Taoufik Makhloufi,ALG,1988-04-29,1,Rieti,2012-09-09,Men,800 m
392,00:01:43.750000,José Luis Barbosa,BRA,1961-05-27,1,Zürich,1991-07-08,Men,800 m
392,00:01:43.750000,Patrick Konchellah,KEN,1968-04-20,2,Stockholm,1997-07-07,Men,800 m
392,00:01:43.750000,Youssef Saad Kamel,BRN,1983-03-29,4,Athínai,2006-03-07,Men,800 m
395,00:01:43.760000,José Luis Barbosa,BRA,1961-05-27,3,Roma,1987-01-09,Men,800 m
395,00:01:43.760000,Benyounès Lahlou,MAR,1964-11-03,2,Nice,1996-10-07,Men,800 m
395,00:01:43.760000,Yuriy Borzakovskiy,RUS,1981-04-12,2,Saint-Denis,2001-06-07,Men,800 m
395,00:01:43.760000,Wilson Kipketer,DEN,1970-12-12,1,Monaco,2002-07-19,Men,800 m
395,00:01:43.760000,Amine Laâlou,MAR,1982-05-13,1,Zhukovskiy,2010-06-26,Men,800 m
395,00:01:43.760000,Nick Symmonds,USA,1983-12-30,3,Rieti,2010-08-29,Men,800 m
395,00:01:43.760000,David Rudisha,KEN,1988-12-17,1,Nairobi,2011-07-16,Men,800 m
395,00:01:43.760000,Job Kinyor,KEN,1990-09-02,2,Ad-Dawhah,2012-11-05,Men,800 m
395,00:01:43.760000,Pierre-Ambroise Bosse,FRA,1992-05-11,2,Monaco,2013-07-19,Men,800 m
395,00:01:43.760000,Ayanleh Souleiman,DJI,1992-12-03,3,Moskva,2013-08-13,Men,800 m
395,00:01:43.760000,David Rudisha,KEN,1988-12-17,2,Lausanne,2015-09-07,Men,800 m
395,00:01:43.760000,Adam Kszczot,POL,1989-09-02,8,Saint-Denis,2016-08-27,Men,800 m
395,00:01:43.760000,Kipyegon Bett,KEN,1998-01-02,2,Berlin,2016-03-09,Men,800 m
408,00:01:43.770000,Abraham Kiplagat,KEN,1984-08-09,5,Monaco,2010-07-22,Men,800 m
408,00:01:43.770000,Andrew Osagie,GBR,1988-02-19,8,London,2012-09-08,Men,800 m
408,00:01:43.770000,Nijel Amos,BOT,1994-03-15,1,Zürich,2014-08-28,Men,800 m
411,00:01:43.780000,Sammy Koskei,KEN,1961-05-14,5,Köln,1985-08-25,Men,800 m
411,00:01:43.780000,Agberto Conceiço Guimarães,BRA,1957-08-18,5,Köln,1985-08-25,Men,800 m
411,00:01:43.780000,Paul Ereng,KEN,1967-08-22,1,Barcelona,1990-07-16,Men,800 m
411,00:01:43.780000,Jean-Patrick Nduwimana,BDI,1978-05-09,3,Saint-Denis,2001-06-07,Men,800 m
411,00:01:43.780000,Mbulaeni Mulaudzi,RSA,1980-09-08,4,Ad-Dawhah,2010-05-14,Men,800 m
411,00:01:43.780000,Nick Symmonds,USA,1983-12-30,5,Monaco,2012-07-20,Men,800 m
411,00:01:43.780000,Mohammed Aman,ETH,1994-01-10,1,Ostrava,2013-06-27,Men,800 m
411,00:01:43.780000,Ayanleh Souleiman,DJI,1992-12-03,1,Ad-Dawhah,2015-05-15,Men,800 m
419,00:01:43.790000,Mike Boit,KEN,1949-01-06,1,Zürich,1975-08-20,Men,800 m
419,00:01:43.790000,Norberto Téllez,CUB,1972-01-22,1,Atlanta,1996-07-29,Men,800 m
419,00:01:43.790000,Djabir Said-Guerni,ALG,1977-03-29,1,Monaco,2000-08-18,Men,800 m
419,00:01:43.790000,Nijel Amos,BOT,1994-03-15,1,Barcelona,2012-07-15,Men,800 m
419,00:01:43.790000,Marcin Lewandowski,POL,1987-06-13,2,Zürich,2013-08-29,Men,800 m
424,00:01:43.800000,Sebastian Coe,GBR,1956-09-29,1,Oslo,1983-06-28,Men,800 m
424,00:01:43.800000,Sammy Koskei,KEN,1961-05-14,5,Koblenz,1985-08-28,Men,800 m
424,00:01:43.800000,Philip Kibitok,KEN,1971-03-23,1,Nairobi,1996-06-29,Men,800 m
424,00:01:43.800000,Patrick Konchellah,KEN,1968-04-20,4,Zürich,1997-08-13,Men,800 m
424,00:01:43.800000,Patrick Ndururi,KEN,1969-01-12,2,Monaco,1998-08-08,Men,800 m
424,00:01:43.800000,Abubaker Kaki Khamis,SUD,1989-06-21,1,Ostrava,2008-12-06,Men,800 m
424,00:01:43.800000,Nijel Amos,BOT,1994-03-15,2,Roma,2015-04-06,Men,800 m
431,00:01:43.810000,Mbulaeni Mulaudzi,RSA,1980-09-08,3,Zürich,2002-08-16,Men,800 m
431,00:01:43.810000,Joseph Mutua Mwengi,KEN,1978-12-10,3,Bruxelles,2002-08-30,Men,800 m
431,00:01:43.810000,Edwin Kiplagat Melly,KEN,1994-04-23,2,Rieti,2012-09-09,Men,800 m
434,00:01:43.820000,Joaquim Cruz,BRA,1963-03-12,1,Los Angeles,1984-05-08,Men,800 m
434,00:01:43.820000,Patrick Ndururi,KEN,1969-01-12,1,Hechtel,1998-01-08,Men,800 m
434,00:01:43.820000,Japheth Kimutai,KEN,1978-12-20,1,Kuala Lumpur,1998-09-19,Men,800 m
434,00:01:43.820000,André Bucher,SUI,1976-10-19,1,Berlin,2001-08-31,Men,800 m
434,00:01:43.820000,Ismail Ahmed Ismail,SUD,1984-09-10,2,Athínai,2009-07-13,Men,800 m
434,00:01:43.820000,Abdulrahman Musaeb Bala,QAT,1989-03-19,3,Barcelona,2015-08-07,Men,800 m
440,00:01:43.830000,Earl Jones,USA,1964-07-17,3,Los Angeles,1984-06-08,Men,800 m
440,00:01:43.830000,António Manuel Reina,ESP,1981-06-13,1,Madrid,2002-09-21,Men,800 m
440,00:01:43.830000,Nick Symmonds,USA,1983-12-30,3,Monaco,2009-07-28,Men,800 m
440,00:01:43.830000,Nick Symmonds,USA,1983-12-30,3,Monaco,2011-07-22,Men,800 m
440,00:01:43.830000,Adam Kszczot,POL,1989-09-02,1,Hengelo,2012-05-27,Men,800 m
440,00:01:43.830000,Marcin Lewandowski,POL,1987-06-13,4,Bruxelles,2013-06-09,Men,800 m
440,00:01:43.830000,Taoufik Makhloufi,ALG,1988-04-29,1,Rieti,2014-07-09,Men,800 m
447,00:01:43.840000,Olaf Beyer,GDR,1957-08-04,1,Praha,1978-08-31,Men,800 m
447,00:01:43.840000,Sebastian Coe,GBR,1956-09-29,1,Oslo,1984-06-28,Men,800 m
447,00:01:43.840000,Johnny Gray,USA,1960-06-19,2,Berlin,1985-08-23,Men,800 m
447,00:01:43.840000,Johnny Gray,USA,1960-06-19,1,Stockholm,1986-01-07,Men,800 m
447,00:01:43.840000,Johnny Gray,USA,1960-06-19,1,Malmö,1991-05-08,Men,800 m
447,00:01:43.840000,Martin Steele,GBR,1962-09-20,1,Oslo,1993-10-07,Men,800 m
447,00:01:43.840000,Sammy Kibet Langat,KEN,1970-01-24,1,Lappeenranta,1995-07-16,Men,800 m
447,00:01:43.840000,William Chirchir,KEN,1979-02-06,3,Lausanne,2000-05-07,Men,800 m
447,00:01:43.840000,Amine Laâlou,MAR,1982-05-13,6,Rieti,2006-08-27,Men,800 m
447,00:01:43.840000,Alan Webb,USA,1983-01-13,1,Heusden-Zolder,2007-07-28,Men,800 m
447,00:01:43.840000,Marcin Lewandowski,POL,1987-06-13,4,Monaco,2009-07-28,Men,800 m
447,00:01:43.840000,Abubaker Kaki Khamis,SUD,1989-06-21,2,Bruxelles,2010-08-27,Men,800 m
447,00:01:43.840000,Brandon Johnson,USA,1985-03-06,1,Madrid,2013-07-13,Men,800 m
447,00:01:43.840000,Boris Berian,USA,1992-12-19,2,New York City,2015-06-13,Men,800 m
447,00:01:43.840000,Amel Tuka,BIH,1991-01-09,1,Madrid,2015-11-07,Men,800 m
462,00:01:43.850000,David Kiptoo Singoei,KEN,1965-06-26,4,Monaco,1999-04-08,Men,800 m
462,00:01:43.850000,Joseph Mutua Mwengi,KEN,1978-12-10,3,Zürich,2004-06-08,Men,800 m
462,00:01:43.850000,Nicholas Kipkoech,KEN,1992-10-22,1,Montreuil-sous-Bois,2016-07-06,Men,800 m
462,00:01:43.850000,Pierre-Ambroise Bosse,FRA,1992-05-11,1,Rio de Janeiro,2016-08-13,Men,800 m
462,00:01:43.850000,Taoufik Makhloufi,ALG,1988-04-29,2,Rio de Janeiro,2016-08-13,Men,800 m
467,00:01:43.860000,Ivo van Damme,BEL,1954-02-21,2,Montréal,1976-07-25,Men,800 m
467,00:01:43.860000,Saïd Aouita,MAR,1959-11-02,1,Köln,1988-08-21,Men,800 m
467,00:01:43.860000,Arthémon Hatungimana,BDI,1974-01-21,6,Köln,1997-08-24,Men,800 m
467,00:01:43.860000,Andrea Longo,ITA,1975-06-26,5,Zürich,1998-12-08,Men,800 m
467,00:01:43.860000,Khadevis Robinson,USA,1976-07-19,2,Roma,2006-07-14,Men,800 m
467,00:01:43.860000,Abdulaziz Ladan Mohammed,KSA,1991-01-07,1,Palembang,2013-09-26,Men,800 m
473,00:01:43.870000,Agberto Conceiço Guimarães,BRA,1957-08-18,6,Koblenz,1985-08-28,Men,800 m
473,00:01:43.870000,José Luis Barbosa,BRA,1961-05-27,1,Vigo,1991-07-23,Men,800 m
473,00:01:43.870000,Arthémon Hatungimana,BDI,1974-01-21,6,Rieti,1996-01-09,Men,800 m
473,00:01:43.870000,Japheth Kimutai,KEN,1978-12-20,2,Zürich,2000-11-08,Men,800 m
473,00:01:43.870000,Youssef Saad Kamel,BRN,1983-03-29,2,Monaco,2007-07-25,Men,800 m
473,00:01:43.870000,David Rudisha,KEN,1988-12-17,1,Ad-Dawhah,2013-10-05,Men,800 m
473,00:01:43.870000,Duane Solomon,USA,1984-12-28,1,Moskva,2013-11-08,Men,800 m
480,00:01:43.880000,Donato Sabia,ITA,1963-09-11,1,Firenze,1984-06-13,Men,800 m
480,00:01:43.880000,Tom McKean,GBR,1963-10-27,1,London,1989-07-28,Men,800 m
480,00:01:43.880000,Wilson Kipketer,DEN,1970-12-12,1,Roma,2004-02-07,Men,800 m
480,00:01:43.880000,David Rudisha,KEN,1988-12-17,1,Melbourne,2011-03-03,Men,800 m
480,00:01:43.880000,Taoufik Makhloufi,ALG,1988-04-29,1,Porto-Novo,2012-06-29,Men,800 m
480,00:01:43.880000,Duane Solomon,USA,1984-12-28,1,Walnut,2014-04-19,Men,800 m
480,00:01:43.880000,Pierre-Ambroise Bosse,FRA,1992-05-11,3,New York City,2015-06-13,Men,800 m
480,00:01:43.880000,Pierre-Ambroise Bosse,FRA,1992-05-11,1,London,2016-07-22,Men,800 m
480,00:01:43.880000,David Rudisha,KEN,1988-12-17,1,Rio de Janeiro,2016-08-13,Men,800 m
489,00:01:43.890000,José Luis Barbosa,BRA,1961-05-27,1,Hengelo,1987-07-19,Men,800 m
489,00:01:43.890000,Johnny Gray,USA,1960-06-19,3,Oslo,1994-07-22,Men,800 m
489,00:01:43.890000,Philip Kibitok,KEN,1971-03-23,5,Zürich,1995-08-16,Men,800 m
489,00:01:43.890000,Hezekiél Sepeng,RSA,1974-06-30,2,Lausanne,2001-04-07,Men,800 m
489,00:01:43.890000,António Manuel Reina,ESP,1981-06-13,3,Zürich,2004-06-08,Men,800 m
489,00:01:43.890000,Wilson Kipketer,DEN,1970-12-12,4,Zürich,2004-06-08,Men,800 m
489,00:01:43.890000,Wilson Kipketer,DEN,1970-12-12,3,Rieti,2004-05-09,Men,800 m
489,00:01:43.890000,Alfred Kirwa Yego,KEN,1986-11-28,7,Rieti,2006-08-27,Men,800 m
489,00:01:43.890000,Michael Rimmer,GBR,1986-02-03,4,Rieti,2010-08-29,Men,800 m
489,00:01:43.890000,David Rudisha,KEN,1988-12-17,2,Nairobi,2015-01-08,Men,800 m
489,00:01:43.890000,Jonathan Kitilit,KEN,1994-04-24,2,Montreuil-sous-Bois,2016-07-06,Men,800 m
500,00:01:43.900000,Rick Wohlhuter,USA,1948-12-23,1,Westwood,1974-06-22,Men,800 m
500,00:01:43.900000,José Marajo,FRA,1954-08-10,1,Saint-Maur,1979-12-09,Men,800 m
500,00:01:43.900000,Jeremiah Mutai,KEN,1992-12-27,1,Nairobi,2013-05-25,Men,800 m
500,00:01:43.900000,Mike Boit,KEN,1949-01-06,1,Zürich,1976-08-18,Men,800 m
500,00:01:43.900000,Joaquim Cruz,BRA,1963-03-12,2,Seoul,1988-09-26,Men,800 m
500,00:01:43.900000,Einars Tupuritis,LAT,1973-12-09,2,Durham,1996-07-13,Men,800 m
500,00:01:43.900000,David Kiptoo Singoei,KEN,1965-06-26,2,Atlanta,1996-07-29,Men,800 m
500,00:01:43.900000,Abubaker Kaki Khamis,SUD,1989-06-21,1,Al Qâhirah,2007-11-22,Men,800 m
508,00:01:43.910000,John Kipkurgat,KEN,1944-03-16,1,Christchurch,1974-01-29,Men,800 m
508,00:01:43.910000,Rick Wohlhuter,USA,1948-12-23,1,Stockholm,1974-07-18,Men,800 m
508,00:01:43.910000,Agberto Conceiço Guimarães,BRA,1957-08-18,4,Köln,1984-08-26,Men,800 m
508,00:01:43.910000,Robert Kibet,KEN,1965-12-15,1,Zürich,1989-08-16,Men,800 m
508,00:01:43.910000,Nico Motchebon,GER,1969-11-13,5,Atlanta,1996-07-31,Men,800 m
508,00:01:43.910000,Johan Botha,RSA,1974-01-10,2,Oslo,1999-06-30,Men,800 m
508,00:01:43.910000,Jean-Patrick Nduwimana,BDI,1978-05-09,5,Monaco,2001-07-20,Men,800 m
508,00:01:43.910000,Alfred Kirwa Yego,KEN,1986-11-28,1,Lausanne,2006-11-07,Men,800 m
508,00:01:43.910000,Amine Laâlou,MAR,1982-05-13,4,Zürich,2006-08-18,Men,800 m
508,00:01:43.910000,David Rudisha,KEN,1988-12-17,1,Daegu,2011-08-30,Men,800 m
508,00:01:43.910000,Pierre-Ambroise Bosse,FRA,1992-05-11,2,Roma,2013-06-06,Men,800 m
508,00:01:43.910000,Nicholas Kipkoech,KEN,1992-10-22,1,Nairobi,2016-05-28,Men,800 m
520,00:01:43.920000,John Marshall,USA,1963-11-05,3,Los Angeles,1984-06-19,Men,800 m
520,00:01:43.920000,James Robinson,USA,1954-08-27,4,Los Angeles,1984-06-19,Men,800 m
520,00:01:43.920000,Andrea Benvenuti,ITA,1969-12-13,1,Monaco,1992-11-08,Men,800 m
