rank,title,studio,lifetime_gross,year
620,Valentine's Day,WB (NL),110485654,2010
621,The Grudge,Sony,110359362,2004
622,Fun with Dick and Jane,Sony,110332737,2005
623,Freaky Friday,BV,110230332,2003
624,Trainwreck,Uni.,110212700,2015
625,Bedtime Stories,BV,110101975,2008
626,Godzilla: King of the Monsters,WB,110074501,2019
627,Scary Movie 3,Dim.,110003217,2003
628,Creed,WB (NL),109767581,2015
629,Star Trek IV: The Voyage Home,Par.,109713132,1986
630,The 40-Year-Old Virgin,Uni.,109449237,2005
631,Crocodile Dundee II,Par.,109306210,1988
632,Couples Retreat,Uni.,109204945,2009
633,One Flew Over the Cuckoo's Nest,UA,108981275,1975
634,A Time to Kill,WB,108766007,1996
635,Black Hawk Down,SonR,108638745,2001
636,Terms of Endearment,Par.,108423489,1983
637,Ace Ventura: When Nature Calls,WB,108385533,1995
638,The Upside,STX,108252517,2019
639,The Princess Diaries,BV,108248956,2001
640,Superman II,WB,108185706,1981
641,Hop,Uni.,108085305,2011
642,Pulp Fiction,Mira.,107928762,1994
643,Paranormal Activity,Par.,107918810,2009
644,Baby Driver,TriS,107825862,2017
645,A League of Their Own,Sony,107533928,1992
646,Epic,Fox,107518682,2013
647,Watchmen,WB,107509799,2009
648,The Angry Birds Movie,Sony,107509366,2016
649,Batman and Robin,WB,107353792,1997
650,Captain Phillips,Sony,107100855,2013
651,Black Swan,FoxS,106954678,2010
652,Analyze This,WB,106885658,1999
653,Chicken Run,DW,106834564,2000
654,Miss Congeniality,WB,106807667,2000
655,Indecent Proposal,Par.,106614059,1993
656,Driving Miss Daisy,WB,106593296,1989
657,300: Rise of An Empire,WB,106580051,2014
658,GoldenEye,MGM,106429941,1995
659,Love Story,Par.,106397186,1970
660,Kramer Vs. Kramer,Col.,106260000,1979
661,The Italian Job,Par.,106128601,2003
662,How to Lose a Guy in 10 Days,Par.,105813373,2003
663,The LEGO Movie 2: The Second Part,WB,105806508,2019
664,The First Wives Club,Par.,105489203,1996
665,Robin Hood,Uni.,105269730,2010
666,Interview with the Vampire,WB,105264608,1994
667,George of the Jungle,BV,105263257,1997
668,The Graduate,AVCO,104945305,1967
669,Pitch Perfect 3,Uni.,104897530,2017
670,Phenomenon,BV,104636382,1996
671,American Wedding,Uni.,104565114,2003
672,Road to Perdition,DW,104454762,2002
673,The Princess and the Frog,BV,104400899,2009
674,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104386950,2010
675,Daddy Day Care,SonR,104297061,2003
676,Daddy's Home 2,Par.,104029443,2017
677,Paranormal Activity 3,Par.,104028807,2011
678,Journey 2: The Mysterious Island,WB (NL),103860290,2012
679,The Mule,WB,103804407,2018
680,Dick Tracy,BV,103738726,1990
681,Rise of the Guardians,P/DW,103412758,2012
682,Dreamgirls,P/DW,103365956,2006
683,9 to 5,Fox,103290500,1980
684,Independence Day: Resurgence,Fox,103144286,2016
685,The Expendables,LGF,103068524,2010
686,Scream,Dim.,103046663,1996
687,Just Go With It,Sony,103028109,2011
688,Murder on the Orient Express (2017),Fox,102826543,2017
689,The General's Daughter,Par.,102705852,1999
690,The Aviator,Mira.,102610330,2004
691,American Pie,Uni.,102561004,1999
692,Daredevil,Fox,102543518,2003
693,The Girl with the Dragon Tattoo (2011),Sony,102515793,2011
694,The Mummy: Tomb of the Dragon Emperor,Uni.,102491776,2008
695,The Conjuring 2,WB (NL),102470008,2016
696,The Maze Runner,Fox,102427862,2014
697,In the Line of Fire,Col.,102314823,1993
698,Butch Cassidy and the Sundance Kid,Fox,102308889,1969
699,Mary Poppins,Dis.,102272727,1964
700,Bambi,RKO,102247150,1942
701,Annabelle: Creation,WB (NL),102092201,2017
702,The Equalizer 2,Sony,102084362,2018
703,Jackass Presents: Bad Grandpa,Par.,102003019,2013
704,Pacific Rim,WB,101802906,2013
705,Journey to the Center of the Earth,WB (NL),101704370,2008
706,Gone in 60 Seconds,BV,101648571,2000
707,Maverick,WB,101631272,1994
708,Sleeping with the Enemy,Fox,101599005,1991
709,The Equalizer,Sony,101530738,2014
710,This is the End,Sony,101470202,2013
711,Eagle Eye,P/DW,101440743,2008
712,The Prince of Egypt,DW,101413188,1998
713,Scream 2,Dim.,101363301,1997
714,Stir Crazy,Col.,101300000,1980
715,Eraser,WB,101295562,1996
716,Noah,Par.,101200044,2014
717,Unforgiven,WB,101157447,1992
718,The Cat in the Hat,Uni.,101149285,2003
719,Con Air,BV,101117573,1997
720,Sleepy Hollow,Par.,101071502,1999
721,Rampage (2018),WB (NL),101028233,2018
722,Collateral,DW,101005703,2004
723,Contact,WB,100920329,1997
724,Charlie's Angels: Full Throttle,Sony,100830111,2003
725,The Pelican Brief,WB,100768056,1993
726,Vanilla Sky,Par.,100618344,2001
727,Arrival,Par.,100546139,2016
728,Due Date,WB,100539043,2010
729,The Rugrats Movie,Par.,100494675,1998
730,Million Dollar Baby,WB,100492203,2004
731,Airport,Uni.,100489151,1970
732,A Wrinkle in Time,BV,100478608,2018
733,Jumanji,Sony,100475249,1995
734,Step Brothers,Sony,100468793,2008
735,Evan Almighty,Uni.,100462298,2007
736,Fifty Shades Freed,Uni.,100407760,2018
737,Casper,Uni.,100328194,1995
738,Shakespeare in Love,Mira.,100317794,1998
739,Bad Teacher,Sony,100292856,2011
740,Yogi Bear,WB,100246011,2010
741,Cowboys & Aliens,Uni.,100240551,2011
742,Kingsman: The Golden Circle,Fox,100234838,2017
743,Edge of Tomorrow,WB,100206256,2014
744,The Hunchback of Notre Dame,BV,100138851,1996
745,Seven,NL,100125643,1995
746,Parenthood,Uni.,100047830,1989
747,You Don't Mess with the Zohan,Sony,100018837,2008
748,Passengers (2016),Sony,100014699,2016
749,Die Hard: With A Vengeance,Fox,100012499,1995
750,Gnomeo and Juliet,BV,99967670,2011
751,Disney's Christopher Robin,BV,99215042,2018
752,Hercules,BV,99112101,1997
753,Olympus Has Fallen,FD,98925640,2013
754,The Green Hornet,Sony,98780042,2011
755,Date Night,Fox,98711404,2010
756,The Color Purple,WB,98467863,1985
757,Meet the Robinsons,BV,97822171,2007
758,Yes Man,WB,97690976,2008
759,Sausage Party,Sony,97685686,2016
760,Inspector Gadget,BV,97403112,1999
761,Public Enemies,Uni.,97104620,2009
762,The Social Network,Sony,96962694,2010
763,Schindler's List,Uni.,96898818,1993
764,The Others,Mira.,96522687,2001
765,Legally Blonde,MGM,96520674,2001
766,Panic Room,Sony,96397334,2002
767,Dead Poets Society,BV,95860116,1989
768,Zero Dark Thirty,Sony,95720716,2012
769,Norbit,P/DW,95673607,2007
770,Cold Mountain,Mira.,95636509,2003
771,Arthur,WB,95461682,1981
772,Sex and the City 2,WB (NL),95347692,2010
773,Rocketman  ,Par.,95335549,2019
774,Michael,NL,95318203,1996
775,The Princess Diaries 2: Royal Engagement,BV,95170481,2004
776,42,WB,95020213,2013
777,Unbreakable,BV,95011339,2000
778,The Book of Eli,WB,94835059,2010
779,"10,000 B.C.",WB,94784201,2008
780,Beverly Hills Chihuahua,BV,94514402,2008
781,Saturday Night Fever,Par.,94213184,1977
782,Julie & Julia,Sony,94125426,2009
783,The Mask of Zorro,Sony,94095523,1998
784,Maid in Manhattan,SonR,94011225,2002
785,He's Just Not That Into You,WB (NL),93953653,2009
786,Master and Commander: The Far Side of the World,Fox,93927920,2003
787,Flight,Par.,93772375,2012
788,The Fighter,Par.,93617009,2010
789,America's Sweethearts,SonR,93607673,2001
790,Lady and the Tramp,Dis.,93602326,1955
791,The Bucket List,WB,93466502,2007
792,Tomorrowland,BV,93436322,2015
793,The Magnificent Seven (2016),Sony,93432655,2016
794,Cats & Dogs,WB,93385515,2001
795,Space Station 3-D (IMAX),IMAX,93376768,2002
796,Two Weeks Notice,WB,93354851,2002
797,Red Dragon,Uni.,93149898,2002
798,Cinderella (1950),Dis.,93141149,1950
799,Elysium,TriS,93050117,2013
800,Flubber,BV,92977226,1997
801,Flashdance,Par.,92921203,1983
802,When Harry Met Sally...,Col.,92823546,1989
803,The Town,WB,92186262,2010
804,Non-Stop,Uni.,92168600,2014
805,The Client,WB,92115211,1994
806,Blade Runner 2049,WB,92054159,2017
807,John Wick: Chapter Two,LG/S,92029184,2017
808,Star Trek: First Contact,Par.,92027888,1996
809,Think Like a Man,SGem,91547205,2012
810,Kindergarten Cop,Uni.,91457688,1990
811,Heaven is for Real,TriS,91443253,2014
812,The Haunting,DW,91411151,1999
813,Crimson Tide,BV,91387195,1995
814,Back to School,Orion,91258000,1986
815,Ride Along 2,Uni.,91221830,2016
816,The Karate Kid,Col.,91216087,1984
817,Stepmom,Sony,91137662,1998
818,The Imitation Game,Wein.,91125683,2014
819,Save the Last Dance,Par.,91057006,2001
820,The Scorpion King,Uni.,91047077,2002
821,Prince of Persia: The Sands of Time,BV,90759676,2010
822,Antz,DW,90757863,1998
823,Scary Movie 4,W/Dim.,90710620,2006
824,The Game Plan,BV,90648202,2007
825,"Me, Myself and Irene",Fox,90570999,2000
826,High School Musical 3: Senior Year,BV,90559416,2008
827,Tyler Perry's Madea Goes to Jail,LGF,90508336,2009
828,Space Cowboys,WB,90464773,2000
829,Space Jam,WB,90418342,1996
830,Get Hard,WB,90411453,2015
831,Trading Places,Par.,90404800,1983
832,Red,Sum.,90380162,2010
833,Planes,BV,90288712,2013
834,"Legally Blonde 2: Red, White and Blonde",MGM,90186328,2003
835,Mystic River,WB,90135191,2003
836,Terminator: Genisys,Par.,89760956,2015
837,Flightplan,BV,89707299,2005
838,Father of the Bride,BV,89325780,1991
839,The Emperor's New Groove,BV,89302687,2000
840,The Lone Ranger,BV,89302115,2013
841,Taken 3,Fox,89256424,2015
842,Don't Breathe,SGem,89217875,2016
843,Scream 3,Dim.,89143175,2000
844,Oblivion,Uni.,89107235,2013
845,The Ugly Truth,Sony,88915214,2009
846,Percy Jackson & The Olympians: The Lightning Thief,Fox,88768303,2010
847,Failure to Launch,Par.,88715192,2006
848,The Muppets,BV,88631237,2011
849,Inside Man,Uni.,88513495,2006
850,Waterworld,Uni.,88246220,1995
851,Starsky and Hutch,WB,88237754,2004
852,Along Came Polly,Uni.,88097164,2004
853,The Hand That Rocks the Cradle,BV,88036683,1992
854,Back to the Future Part III,Uni.,87727583,1990
855,Entrapment,Fox,87704396,1999
856,Peter Pan,Dis.,87404651,1953
857,Pineapple Express,Sony,87341380,2008
858,Miss Peregrine's Home for Peculiar Children,Fox,87242834,2016
859,Everest (IMAX),MFF,87178599,1998
860,Out of Africa,Uni.,87071205,1985
861,Sisters,Uni.,87044645,2015
862,Saw II,Lions,87039965,2005
863,The Naked Gun 2 1/2: The Smell of Fear,Par.,86930411,1991
864,The Campaign,WB,86907746,2012
865,The War of the Roses,Fox,86888546,1989
866,The Amityville Horror,AIP,86432000,1979
867,Presumed Innocent,WB,86303188,1990
868,Young Frankenstein,Fox,86273333,1974
869,The Accountant,WB,86260045,2016
870,Dumb and Dumber To,Uni.,86208010,2014
871,The Emoji Movie,Sony,86089513,2017
872,Mean Girls,Par.,86058055,2004
873,Annie (2014),Sony,85911262,2014
874,Alvin and the Chipmunks: The Road Chip,Fox,85886987,2015
875,Spy Kids 2: The Island of Lost Dreams,Dim.,85846429,2002
876,Fury (2014),Sony,85817906,2014
877,Pokemon: The First Movie,WB,85744662,1999
878,Alita: Battle Angel,Fox,85710210,2019
879,Real Steel,BV,85468508,2011
880,The SpongeBob SquarePants Movie,Par.,85417988,2004
881,Power Rangers (2017),LGF,85364450,2017
882,Brother Bear,BV,85336277,2003
883,Stripes,Col.,85297000,1981
884,Anchorman: The Legend of Ron Burgundy,DW,85288303,2004
885,Every Which Way But Loose,WB,85196485,1978
886,Rocky II,UA,85182160,1979
887,Aliens,Fox,85160248,1986
888,Open Season,Sony,85105259,2006
889,Green Book,Uni.,85080171,2018
890,The Expendables 2,LGF,85028192,2012
891,Dangerous Minds,BV,84919401,1995
892,Paranormal Activity 2,Par.,84752907,2010
893,Steel Magnolias,TriS,84614512,1989
894,The Poseidon Adventure,Fox,84563118,1972
895,Tammy,WB (NL),84525432,2014
896,The Santa Clause 3: The Escape Clause,BV,84500122,2006
897,Ferdinand,Fox,84410380,2017
898,"Crazy, Stupid, Love.",WB,84351197,2011
899,Annabelle,WB (NL),84273813,2014
900,Pinocchio,Dis.,84254167,1940
901,Scooby-Doo 2: Monsters Unleashed,WB,84216833,2004
902,Atlantis: The Lost Empire,BV,84056472,2001
903,Cliffhanger,TriS,84049211,1993
904,The Other Woman (2014),Fox,83911193,2014
905,The X-Files,Fox,83898313,1998
906,Up in the Air,Par.,83823381,2009
907,Wrath of the Titans,WB,83670083,2012
908,Insidious Chapter 2,FD,83586447,2013
909,Under Siege,WB,83563139,1992
910,Battle: Los Angeles,Sony,83552429,2011
911,Die Hard,Fox,83519093,1988
912,Immortals,Rela.,83504017,2011
913,I Can Only Imagine,RAtt.,83482352,2018
914,Apocalypse Now,MGM,83471511,1979
915,Airplane!,Par.,83453539,1980
916,Patriot Games,Par.,83351587,1992
917,Penguins of Madagascar,Fox,83350911,2014
918,Saving Mr. Banks,BV,83301580,2013
919,Smallfoot,WB,83240103,2018
920,Valkyrie,UA,83077833,2008
921,Brokeback Mountain,Focus,83043761,2005
922,Turbo,Fox,83028128,2013
923,Disclosure,WB,83015089,1994
924,Charlotte's Web (2006),Par.,82985708,2006
925,Monster-in-Law,NL,82931301,2005
926,Are We There Yet?,SonR,82674398,2005
927,Days of Thunder,Par.,82670733,1990
928,Freddy Vs. Jason,NL,82622655,2003
929,The Descendants,FoxS,82584160,2011
930,Cheaper by the Dozen 2,Fox,82571173,2005
931,Mr. Holland's Opus,BV,82569971,1995
932,Bram Stoker's Dracula,Col.,82522790,1992
933,Fried Green Tomatoes,Uni.,82418501,1991
934,Let's Be Cops,Fox,82390774,2014
935,Blade II,NL,82348319,2002
936,Beowulf,Par.,82280579,2007
937,Bridge to Terabithia,BV,82272442,2007
938,Star Trek: The Motion Picture,Par.,82258456,1979
939,The Pink Panther (2006),Sony,82226474,2006
940,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82051601,2016
941,The Post,Fox,81903458,2017
942,Jaws 2,Uni.,81766007,1978
943,Maze Runner: The Scorch Trials,Fox,81697192,2015
944,Heaven Can Wait (1978),Par.,81640278,1978
945,Eight Below,BV,81612565,2006
946,M.A.S.H.,Fox,81600000,1970
947,Unstoppable,Fox,81562942,2010
948,Payback,Par.,81526121,1999
949,Ted 2,Uni.,81476385,2015
950,The Talented Mr. Ripley,Par.,81298265,1999
951,School of Rock,Par.,81261177,2003
952,Police Academy,WB,81198894,1984
953,Snow Dogs,BV,81172560,2002
954,21,Sony,81159365,2008
955,While You Were Sleeping,BV,81057016,1995
956,Congo,Par.,81022101,1995
957,The Notebook,NL,81001787,2004
958,Jimmy Neutron: Boy Genius,Par.,80936232,2001
959,Alien,Fox,80931801,1979
960,Another 48 HRS.,Par.,80818974,1990
961,Moonstruck,MGM,80640528,1987
962,Eat Pray Love,Sony,80574010,2010
963,The Texas Chainsaw Massacre,NL,80571655,2003
964,Zookeeper,Sony,80360843,2011
965,Alien Vs. Predator,Fox,80282231,2004
966,What Happens in Vegas,Fox,80277646,2008
967,The Dukes of Hazzard,WB,80270227,2005
968,The Wedding Singer,NL,80245725,1998
969,Saw III,LGF,80238724,2006
970,The Mummy (2017),Uni.,80227895,2017
971,Disturbia,P/DW,80209692,2007
972,Nacho Libre,Par.,80197993,2006
973,Jumper,Fox,80172128,2008
974,Goosebumps,Sony,80080379,2015
975,Jack Reacher,Par.,80070736,2012
976,Cloverfield,Par.,80048433,2008
977,Footloose,Par.,80035402,1984
978,Dear John,SGem,80014842,2010
979,A Star Is Born (1976),WB,80000000,1976
980,Knowing,Sum.,79957634,2009
981,War Horse,BV,79884879,2011
982,The Golden Child,Par.,79817937,1986
983,Dark Shadows,WB,79727149,2012
984,Earthquake,Uni.,79666653,1974
985,Hannah Montana The Movie,BV,79576189,2009
986,WarGames,MGM,79567667,1983
987,The Day the Earth Stood Still (2008),Fox,79366978,2008
988,Limitless,Rela.,79249455,2011
989,The Purge: Election Year,Uni.,79213375,2016
990,Cape Fear,Uni.,79091969,1991
991,Men in Black International,Sony,79017701,2019
992,Star Trek II: The Wrath of Khan,Par.,78912963,1982
993,48 HRS.,Par.,78868508,1982
994,The Naked Gun: From the Files of Police Squad!,Par.,78756177,1988
995,Pixels,Sony,78747585,2015
996,City of Angels,WB,78685114,1998
997,The English Patient,Mira.,78676425,1996
998,Teenage Mutant Ninja Turtles II,NL,78656813,1991
999,A.I. Artificial Intelligence,WB,78616689,2001
1000,Cocktail,BV,78222753,1988
1001,We Were Soldiers,Par.,78122718,2002
1002,Tower Heist,Uni.,78046570,2011
1003,The Monuments Men,Sony,78031620,2014
1004,Hooper,WB,78000000,1978
1005,Man on Fire,Fox,77911774,2004
1006,The Terminal,DW,77872883,2004
1007,Backdraft,Uni.,77868585,1991
1008,Gangs of New York,Mira.,77812000,2002
1009,Free Willy,WB,77698625,1993
1010,The Adventures of Tintin,Par.,77591831,2011
1011,Philadelphia,TriS,77446440,1993
1012,March of the Penguins,WIP,77437223,2005
1013,Night School (2018),Uni.,77339130,2018
1014,Parental Guidance,Fox,77267296,2012
1015,Where the Wild Things Are,WB,77233467,2009
1016,The A-Team,Fox,77222099,2010
1017,U-571,Uni.,77122415,2000
1018,Alice Through the Looking Glass,BV,77041381,2016
1019,27 Dresses,Fox,76808654,2008
1020,Training Day,WB,76631907,2001
1021,Poltergeist,MGM,76606280,1982
1022,Father of the Bride Part II,BV,76594107,1995
1023,Romancing the Stone,Fox,76572238,1984
1024,Rugrats in Paris: The Movie,Par.,76507756,2000
1025,Star Trek III: The Search for Spock,Par.,76471046,1984
1026,Knight & Day,Fox,76423035,2010
1027,Fantasia,Dis.,76408097,1941
1028,Paddington,W/Dim.,76271832,2015
1029,The Untouchables,Par.,76270454,1987
1030,White Men Can't Jump,Fox,76253806,1992
1031,Pete's Dragon (2016),BV,76233151,2016
1032,The Ring Two,DW,76231249,2005
1033,Cocoon,Fox,76113124,1985
1034,Hellboy II: The Golden Army,Uni.,75986503,2008
1035,Conspiracy Theory,WB,75982834,1997
1036,Constantine,WB,75976178,2005
1037,The Jewel of the Nile,Fox,75973200,1985
1038,The Haunted Mansion,BV,75847266,2003
1039,The Family Man,Uni.,75793305,2000
1040,Barbershop,MGM,75782105,2002
1041,The Intern,WB,75764672,2015
1042,Star Trek: Generations,Par.,75671125,1994
1043,Contagion,WB,75658097,2011
1044,"You, Me and Dupree",Uni.,75628110,2006
1045,We Bought a Zoo,Fox,75624550,2011
1046,2 Guns,Uni.,75612460,2013
1047,Braveheart,Par.,75609945,1995
1048,Moneyball,Sony,75605492,2011
1049,The Rookie,BV,75600072,2002
1050,Zombieland,Sony,75590286,2009
1051,Old School,DW,75585093,2003
1052,Any Given Sunday,WB,75530832,1999
1053,The Last of the Mohicans,Fox,75505856,1992
1054,The Hitman's Bodyguard,LG/S,75468583,2017
1055,The Girl on the Train (2016),Uni.,75395035,2016
1056,The Horse Whisperer,BV,75383563,1998
1057,Garfield: The Movie,Fox,75369589,2004
1058,Ray,Uni.,75331600,2004
1059,Coraline,Focus,75286229,2009
1060,Tim Burton's The Nightmare Before Christmas,BV,75082668,1993
1061,The Exorcism of Emily Rose,SGem,75072454,2005
1062,Eragon,Fox,75030163,2006
1063,Star Trek VI: The Undiscovered Country,Par.,74888996,1991
1064,10,WB,74865517,1979
1065,The Prince of Tides,Col.,74787599,1991
1066,Ladder 49,BV,74541707,2004
1067,Four Brothers,Par.,74494381,2005
1068,Ben-Hur,MGM,74422622,1959
1069,"Six Days, Seven Nights",BV,74339294,1998
1070,No Country for Old Men,Mira.,74283625,2007
1071,Alien: Covenant,Fox,74262031,2017
1072,Beetlejuice,WB,74220408,1988
1073,Jack and Jill,Sony,74158157,2011
1074,Oliver & Company,BV,74151346,1988
1075,Sin City,Dim.,74103820,2005
1076,Along Came a Spider,Par.,74078174,2001
1077,Captain Underpants: The First Epic Movie,Fox,73921000,2017
1078,Hugo,Par.,73864507,2011
1079,Christmas with the Kranks,SonR,73780539,2004
1080,The Jerk,Uni.,73691419,1979
1081,Monster House,Sony,73661010,2006
1082,Deep Blue Sea,WB,73648142,1999
1083,Law Abiding Citizen,Over.,73357727,2009
1084,Spirit: Stallion of the Cimarron,DW,73280117,2002
1085,Tyler Perry's A Madea Family Funeral,LGF,73257045,2019
1086,Hollow Man,Sony,73209340,2000
1087,Boo! A Madea Halloween,LGF,73206343,2016
1088,White House Down,Sony,73103784,2013
1089,John Carter,BV,73078100,2012
1090,Hotel for Dogs,P/DW,73034460,2009
1091,Dinner for Schmucks,P/DW,73026337,2010
1092,Justin Bieber: Never Say Never,Par.,73013910,2011
1093,Jackass: Number Two,Par.,72778712,2006
1094,The Interpreter,Uni.,72708161,2005
1095,Hercules (2014),Par.,72688614,2014
1096,Storks,WB,72679278,2016
1097,Barnyard: The Original Party Animals,Par.,72637803,2006
1098,I Know What You Did Last Summer,Sony,72586134,1997
1099,My Fair Lady,WB,72560711,1964
1100,Bridge of Spies,BV,72313754,2015
1101,Dolphin Tale,WB,72286779,2011
