rank,title,studio,lifetime_gross,year
622,Chicken Run,DW,106834564,2000
623,Miss Congeniality,WB,106807667,2000
624,Indecent Proposal,Par.,106614059,1993
625,Driving Miss Daisy,WB,106593296,1989
626,300: Rise of An Empire,WB,106580051,2014
627,GoldenEye,MGM,106429941,1995
628,Love Story,Par.,106397186,1970
629,Kramer Vs. Kramer,Col.,106260000,1979
630,The Italian Job,Par.,106128601,2003
631,How to Lose a Guy in 10 Days,Par.,105813373,2003
632,The First Wives Club,Par.,105489203,1996
633,The Meg,WB,105300646,2018
634,Robin Hood,Uni.,105269730,2010
635,Interview with the Vampire,WB,105264608,1994
636,George of the Jungle,BV,105263257,1997
637,The Graduate,AVCO,104945305,1967
638,Pitch Perfect 3,Uni.,104897530,2017
639,Phenomenon,BV,104636382,1996
640,American Wedding,Uni.,104565114,2003
641,Road to Perdition,DW,104454762,2002
642,The Princess and the Frog,BV,104400899,2009
643,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104386950,2010
644,Daddy Day Care,SonR,104297061,2003
645,Daddy's Home 2,Par.,104029443,2017
646,Paranormal Activity 3,Par.,104028807,2011
647,Journey 2: The Mysterious Island,WB (NL),103860290,2012
648,Dick Tracy,BV,103738726,1990
649,Rise of the Guardians,P/DW,103412758,2012
650,Dreamgirls,P/DW,103365956,2006
651,9 to 5,Fox,103290500,1980
652,Independence Day: Resurgence,Fox,103144286,2016
653,The Expendables,LGF,103068524,2010
654,Scream,Dim.,103046663,1996
655,Just Go With It,Sony,103028109,2011
656,Murder on the Orient Express (2017),Fox,102826543,2017
657,The General's Daughter,Par.,102705852,1999
658,The Aviator,Mira.,102610330,2004
659,American Pie,Uni.,102561004,1999
660,Daredevil,Fox,102543518,2003
661,The Girl with the Dragon Tattoo (2011),Sony,102515793,2011
662,The Mummy: Tomb of the Dragon Emperor,Uni.,102491776,2008
663,The Conjuring 2,WB (NL),102470008,2016
664,The Maze Runner,Fox,102427862,2014
665,In the Line of Fire,Col.,102314823,1993
666,Butch Cassidy and the Sundance Kid,Fox,102308889,1969
667,Mary Poppins,Dis.,102272727,1964
668,Bambi,RKO,102247150,1942
669,Annabelle: Creation,WB (NL),102092201,2017
670,Jackass Presents: Bad Grandpa,Par.,102003019,2013
671,Pacific Rim,WB,101802906,2013
672,Journey to the Center of the Earth,WB (NL),101704370,2008
673,Gone in 60 Seconds,BV,101648571,2000
674,Maverick,WB,101631272,1994
675,Sleeping with the Enemy,Fox,101599005,1991
676,The Equalizer,Sony,101530738,2014
677,This is the End,Sony,101470202,2013
678,Eagle Eye,P/DW,101440743,2008
679,The Prince of Egypt,DW,101413188,1998
680,Scream 2,Dim.,101363301,1997
681,Stir Crazy,Col.,101300000,1980
682,Eraser,WB,101295562,1996
683,Noah,Par.,101200044,2014
684,Unforgiven,WB,101157447,1992
685,The Cat in the Hat,Uni.,101149285,2003
686,Con Air,BV,101117573,1997
687,Sleepy Hollow,Par.,101071502,1999
688,Collateral,DW,101005703,2004
689,Contact,WB,100920329,1997
690,Charlie's Angels: Full Throttle,Sony,100830111,2003
691,The Pelican Brief,WB,100768056,1993
692,Vanilla Sky,Par.,100618344,2001
693,Arrival,Par.,100546139,2016
694,Due Date,WB,100539043,2010
695,The Rugrats Movie,Par.,100494675,1998
696,Million Dollar Baby,WB,100492203,2004
697,Airport,Uni.,100489151,1970
698,A Wrinkle in Time,BV,100478608,2018
699,Jumanji,Sony,100475249,1995
700,Step Brothers,Sony,100468793,2008
701,Evan Almighty,Uni.,100462298,2007
702,Fifty Shades Freed,Uni.,100407760,2018
703,Casper,Uni.,100328194,1995
704,Shakespeare in Love,Mira.,100317794,1998
705,Bad Teacher,Sony,100292856,2011
706,Yogi Bear,WB,100246011,2010
707,Cowboys & Aliens,Uni.,100240551,2011
708,Kingsman: The Golden Circle,Fox,100234838,2017
709,Edge of Tomorrow,WB,100206256,2014
710,The Hunchback of Notre Dame,BV,100138851,1996
711,Seven,NL,100125643,1995
712,Parenthood,Uni.,100047830,1989
713,You Don't Mess with the Zohan,Sony,100018837,2008
714,Passengers (2016),Sony,100014699,2016
715,Die Hard: With A Vengeance,Fox,100012499,1995
716,Gnomeo and Juliet,BV,99967670,2011
717,Rampage (2018),WB (NL),99345950,2018
718,Hercules,BV,99112101,1997
719,Olympus Has Fallen,FD,98925640,2013
720,The Green Hornet,Sony,98780042,2011
721,Date Night,Fox,98711404,2010
722,The Color Purple,WB,98467863,1985
723,The Equalizer 2,Sony,98025332,2018
724,Meet the Robinsons,BV,97822171,2007
725,Yes Man,WB,97690976,2008
726,Sausage Party,Sony,97685686,2016
727,Inspector Gadget,BV,97403112,1999
728,Public Enemies,Uni.,97104620,2009
729,The Social Network,Sony,96962694,2010
730,The Others,Mira.,96522687,2001
731,Legally Blonde,MGM,96520674,2001
732,Panic Room,Sony,96397334,2002
733,Schindler's List,Uni.,96065768,1993
734,Dead Poets Society,BV,95860116,1989
735,Zero Dark Thirty,Sony,95720716,2012
736,Norbit,P/DW,95673607,2007
737,Cold Mountain,Mira.,95636509,2003
738,Arthur,WB,95461682,1981
739,Sex and the City 2,WB (NL),95347692,2010
740,Michael,NL,95318203,1996
741,The Princess Diaries 2: Royal Engagement,BV,95170481,2004
742,42,WB,95020213,2013
743,Unbreakable,BV,95011339,2000
744,The Book of Eli,WB,94835059,2010
745,"10,000 B.C.",WB,94784201,2008
746,Beverly Hills Chihuahua,BV,94514402,2008
747,Saturday Night Fever,Par.,94213184,1977
748,Julie & Julia,Sony,94125426,2009
749,The Mask of Zorro,Sony,94095523,1998
750,Maid in Manhattan,SonR,94011225,2002
751,He's Just Not That Into You,WB (NL),93953653,2009
752,Master and Commander: The Far Side of the World,Fox,93927920,2003
753,Flight,Par.,93772375,2012
754,The Fighter,Par.,93617009,2010
755,America's Sweethearts,SonR,93607673,2001
756,Lady and the Tramp,Dis.,93602326,1955
757,The Bucket List,WB,93466502,2007
758,Tomorrowland,BV,93436322,2015
759,The Magnificent Seven (2016),Sony,93432655,2016
760,Cats & Dogs,WB,93385515,2001
761,Two Weeks Notice,WB,93354851,2002
762,Space Station 3-D (IMAX),Imax,93341996,2002
763,Red Dragon,Uni.,93149898,2002
764,Cinderella (1950),Dis.,93141149,1950
765,Elysium,TriS,93050117,2013
766,Flubber,BV,92977226,1997
767,Flashdance,Par.,92921203,1983
768,When Harry Met Sally...,Col.,92823546,1989
769,The Town,WB,92186262,2010
770,Non-Stop,Uni.,92168600,2014
771,The Client,WB,92115211,1994
772,Blade Runner 2049,WB,92054159,2017
773,John Wick: Chapter Two,LG/S,92029184,2017
774,Star Trek: First Contact,Par.,92027888,1996
775,Think Like a Man,SGem,91547205,2012
776,Kindergarten Cop,Uni.,91457688,1990
777,Heaven is for Real,TriS,91443253,2014
778,The Haunting,DW,91411151,1999
779,Crimson Tide,BV,91387195,1995
780,Back to School,Orion,91258000,1986
781,Ride Along 2,Uni.,91221830,2016
782,Stepmom,Sony,91137662,1998
783,The Imitation Game,Wein.,91125683,2014
784,Save the Last Dance,Par.,91057006,2001
785,The Scorpion King,Uni.,91047077,2002
786,The Karate Kid,Col.,90815558,1984
787,Prince of Persia: The Sands of Time,BV,90759676,2010
788,Antz,DW,90757863,1998
789,Scary Movie 4,W/Dim.,90710620,2006
790,The Game Plan,BV,90648202,2007
791,"Me, Myself and Irene",Fox,90570999,2000
792,High School Musical 3: Senior Year,BV,90559416,2008
793,Tyler Perry's Madea Goes to Jail,LGF,90508336,2009
794,Space Cowboys,WB,90464773,2000
795,Space Jam,WB,90418342,1996
796,Get Hard,WB,90411453,2015
797,Trading Places,Par.,90404800,1983
798,Red,Sum.,90380162,2010
799,Planes,BV,90288712,2013
800,"Legally Blonde 2: Red, White and Blonde",MGM,90186328,2003
801,Mystic River,WB,90135191,2003
802,Terminator: Genisys,Par.,89760956,2015
803,Flightplan,BV,89707299,2005
804,Father of the Bride,BV,89325780,1991
805,The Emperor's New Groove,BV,89302687,2000
806,The Lone Ranger,BV,89302115,2013
807,Taken 3,Fox,89256424,2015
808,Don't Breathe,SGem,89217875,2016
809,Scream 3,Dim.,89143175,2000
810,Oblivion,Uni.,89107235,2013
811,The Ugly Truth,Sony,88915214,2009
812,Percy Jackson & The Olympians: The Lightning Thief,Fox,88768303,2010
813,Failure to Launch,Par.,88715192,2006
814,The Muppets,BV,88631237,2011
815,Inside Man,Uni.,88513495,2006
816,Waterworld,Uni.,88246220,1995
817,Starsky and Hutch,WB,88237754,2004
818,Along Came Polly,Uni.,88097164,2004
819,The Hand That Rocks the Cradle,BV,88036683,1992
820,Back to the Future Part III,Uni.,87727583,1990
821,Entrapment,Fox,87704396,1999
822,Peter Pan,Dis.,87404651,1953
823,Pineapple Express,Sony,87341380,2008
824,Miss Peregrine's Home for Peculiar Children,Fox,87242834,2016
825,Everest (IMAX),MFF,87178599,1998
826,Out of Africa,Uni.,87071205,1985
827,Sisters,Uni.,87044645,2015
828,Saw II,Lions,87039965,2005
829,The Naked Gun 2 1/2: The Smell of Fear,Par.,86930411,1991
830,The Campaign,WB,86907746,2012
831,The War of the Roses,Fox,86888546,1989
832,The Amityville Horror,AIP,86432000,1979
833,Presumed Innocent,WB,86303188,1990
834,Young Frankenstein,Fox,86273333,1974
835,The Accountant,WB,86260045,2016
836,Dumb and Dumber To,Uni.,86208010,2014
837,The Emoji Movie,Sony,86089513,2017
838,Mean Girls,Par.,86058055,2004
839,Annie (2014),Sony,85911262,2014
840,Alvin and the Chipmunks: The Road Chip,Fox,85886987,2015
841,Spy Kids 2: The Island of Lost Dreams,Dim.,85846429,2002
842,Fury (2014),Sony,85817906,2014
843,Pokemon: The First Movie,WB,85744662,1999
844,Real Steel,BV,85468508,2011
845,The SpongeBob SquarePants Movie,Par.,85417988,2004
846,Power Rangers (2017),LGF,85364450,2017
847,Brother Bear,BV,85336277,2003
848,Stripes,Col.,85297000,1981
849,Anchorman: The Legend of Ron Burgundy,DW,85288303,2004
850,Every Which Way But Loose,WB,85196485,1978
851,Rocky II,UA,85182160,1979
852,Aliens,Fox,85160248,1986
853,Open Season,Sony,85105259,2006
854,The Expendables 2,LGF,85028192,2012
855,Dangerous Minds,BV,84919401,1995
856,Paranormal Activity 2,Par.,84752907,2010
857,The Poseidon Adventure,Fox,84563118,1972
858,Tammy,WB (NL),84525432,2014
859,The Santa Clause 3: The Escape Clause,BV,84500122,2006
860,Ferdinand,Fox,84410380,2017
861,"Crazy, Stupid, Love.",WB,84351197,2011
862,Annabelle,WB (NL),84273813,2014
863,Pinocchio,Dis.,84254167,1940
864,Scooby-Doo 2: Monsters Unleashed,WB,84216833,2004
865,Atlantis: The Lost Empire,BV,84056472,2001
866,Cliffhanger,TriS,84049211,1993
867,The Other Woman (2014),Fox,83911193,2014
868,The X-Files,Fox,83898313,1998
869,Up in the Air,Par.,83823381,2009
870,Steel Magnolias,TriS,83759091,1989
871,Wrath of the Titans,WB,83670083,2012
872,Insidious Chapter 2,FD,83586447,2013
873,Under Siege,WB,83563139,1992
874,Battle: Los Angeles,Sony,83552429,2011
875,Immortals,Rela.,83504017,2011
876,I Can Only Imagine,RAtt.,83482352,2018
877,Apocalypse Now,MGM,83471511,1979
878,Airplane!,Par.,83453539,1980
879,Patriot Games,Par.,83351587,1992
880,Penguins of Madagascar,Fox,83350911,2014
881,Saving Mr. Banks,BV,83301580,2013
882,Valkyrie,UA,83077833,2008
883,Brokeback Mountain,Focus,83043761,2005
884,Turbo,Fox,83028128,2013
885,Disclosure,WB,83015089,1994
886,Die Hard,Fox,83008852,1988
887,Charlotte's Web (2006),Par.,82985708,2006
888,Monster-in-Law,NL,82931301,2005
889,Are We There Yet?,SonR,82674398,2005
890,Days of Thunder,Par.,82670733,1990
891,Freddy Vs. Jason,NL,82622655,2003
892,The Descendants,FoxS,82584160,2011
893,Cheaper by the Dozen 2,Fox,82571173,2005
894,Mr. Holland's Opus,BV,82569971,1995
895,Bram Stoker's Dracula,Col.,82522790,1992
896,Fried Green Tomatoes,Uni.,82418501,1991
897,Let's Be Cops,Fox,82390774,2014
898,Blade II,NL,82348319,2002
899,Beowulf,Par.,82280579,2007
900,Bridge to Terabithia,BV,82272442,2007
901,Star Trek: The Motion Picture,Par.,82258456,1979
902,The Pink Panther (2006),Sony,82226474,2006
903,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82051601,2016
904,The Post,Fox,81903458,2017
905,Jaws 2,Uni.,81766007,1978
906,Maze Runner: The Scorch Trials,Fox,81697192,2015
907,Heaven Can Wait (1978),Par.,81640278,1978
908,Eight Below,BV,81612565,2006
909,M.A.S.H.,Fox,81600000,1970
910,Unstoppable,Fox,81562942,2010
911,Payback,Par.,81526121,1999
912,Ted 2,Uni.,81476385,2015
913,The Talented Mr. Ripley,Par.,81298265,1999
914,School of Rock,Par.,81261177,2003
915,Police Academy,WB,81198894,1984
916,Snow Dogs,BV,81172560,2002
917,21,Sony,81159365,2008
918,While You Were Sleeping,BV,81057016,1995
919,Congo,Par.,81022101,1995
920,The Notebook,NL,81001787,2004
921,Jimmy Neutron: Boy Genius,Par.,80936232,2001
922,Alien,Fox,80931801,1979
923,Another 48 HRS.,Par.,80818974,1990
924,Moonstruck,MGM,80640528,1987
925,Eat Pray Love,Sony,80574010,2010
926,The Texas Chainsaw Massacre,NL,80571655,2003
927,Zookeeper,Sony,80360843,2011
928,Alien Vs. Predator,Fox,80282231,2004
929,What Happens in Vegas,Fox,80277646,2008
930,The Dukes of Hazzard,WB,80270227,2005
931,The Wedding Singer,NL,80245725,1998
932,Saw III,LGF,80238724,2006
933,The Mummy (2017),Uni.,80227895,2017
934,Disturbia,P/DW,80209692,2007
935,Nacho Libre,Par.,80197993,2006
936,Jumper,Fox,80172128,2008
937,Goosebumps,Sony,80080379,2015
938,Jack Reacher,Par.,80070736,2012
939,Cloverfield,Par.,80048433,2008
940,Footloose,Par.,80035402,1984
941,Dear John,SGem,80014842,2010
942,A Star Is Born (1976),WB,80000000,1976
943,Knowing,Sum.,79957634,2009
944,War Horse,BV,79884879,2011
945,The Golden Child,Par.,79817937,1986
946,Dark Shadows,WB,79727149,2012
947,Earthquake,Uni.,79666653,1974
948,Hannah Montana The Movie,BV,79576189,2009
949,WarGames,MGM,79567667,1983
950,The Day the Earth Stood Still (2008),Fox,79366978,2008
951,Limitless,Rela.,79249455,2011
952,The Purge: Election Year,Uni.,79213375,2016
953,Cape Fear,Uni.,79091969,1991
954,Star Trek II: The Wrath of Khan,Par.,78912963,1982
955,48 HRS.,Par.,78868508,1982
956,The Naked Gun: From the Files of Police Squad!,Par.,78756177,1988
957,Pixels,Sony,78747585,2015
958,City of Angels,WB,78685114,1998
959,The English Patient,Mira.,78676425,1996
960,Teenage Mutant Ninja Turtles II,NL,78656813,1991
961,A.I. Artificial Intelligence,WB,78616689,2001
962,Cocktail,BV,78222753,1988
963,We Were Soldiers,Par.,78122718,2002
964,Tower Heist,Uni.,78046570,2011
965,The Monuments Men,Sony,78031620,2014
966,Hooper,WB,78000000,1978
967,Man on Fire,Fox,77911774,2004
968,The Terminal,DW,77872883,2004
969,Backdraft,Uni.,77868585,1991
970,Gangs of New York,Mira.,77812000,2002
971,Free Willy,WB,77698625,1993
972,Disney's Christopher Robin,BV,77628783,2018
973,The Adventures of Tintin,Par.,77591831,2011
974,Philadelphia,TriS,77446440,1993
975,March of the Penguins,WIP,77437223,2005
976,Parental Guidance,Fox,77267296,2012
977,Where the Wild Things Are,WB,77233467,2009
978,The A-Team,Fox,77222099,2010
979,U-571,Uni.,77122415,2000
980,Alice Through the Looking Glass,BV,77041381,2016
981,Crazy Rich Asians,WB,76817947,2018
982,27 Dresses,Fox,76808654,2008
983,Training Day,WB,76631907,2001
984,Poltergeist,MGM,76606280,1982
985,Father of the Bride Part II,BV,76594107,1995
986,Romancing the Stone,Fox,76572238,1984
987,Rugrats in Paris: The Movie,Par.,76507756,2000
988,Star Trek III: The Search for Spock,Par.,76471046,1984
989,Knight & Day,Fox,76423035,2010
990,Fantasia,Dis.,76408097,1941
991,Paddington,W/Dim.,76271832,2015
992,The Untouchables,Par.,76270454,1987
993,White Men Can't Jump,Fox,76253806,1992
994,Pete's Dragon (2016),BV,76233151,2016
995,The Ring Two,DW,76231249,2005
996,Cocoon,Fox,76113124,1985
997,Hellboy II: The Golden Army,Uni.,75986503,2008
998,Conspiracy Theory,WB,75982834,1997
999,Constantine,WB,75976178,2005
1000,The Jewel of the Nile,Fox,75973200,1985
1001,The Haunted Mansion,BV,75847266,2003
1002,The Family Man,Uni.,75793305,2000
1003,Barbershop,MGM,75782105,2002
1004,The Intern,WB,75764672,2015
1005,Star Trek: Generations,Par.,75671125,1994
1006,Contagion,WB,75658097,2011
1007,"You, Me and Dupree",Uni.,75628110,2006
1008,We Bought a Zoo,Fox,75624550,2011
1009,2 Guns,Uni.,75612460,2013
1010,Braveheart,Par.,75609945,1995
1011,Moneyball,Sony,75605492,2011
1012,The Rookie,BV,75600072,2002
1013,Zombieland,Sony,75590286,2009
1014,Old School,DW,75585093,2003
1015,Any Given Sunday,WB,75530832,1999
1016,The Last of the Mohicans,Fox,75505856,1992
1017,The Hitman's Bodyguard,LG/S,75468583,2017
1018,The Girl on the Train (2016),Uni.,75395035,2016
1019,The Horse Whisperer,BV,75383563,1998
1020,Garfield: The Movie,Fox,75369589,2004
1021,Ray,Uni.,75331600,2004
1022,Coraline,Focus,75286229,2009
1023,Tim Burton's The Nightmare Before Christmas,BV,75082668,1993
1024,The Exorcism of Emily Rose,SGem,75072454,2005
1025,Eragon,Fox,75030163,2006
1026,Star Trek VI: The Undiscovered Country,Par.,74888996,1991
1027,10,WB,74865517,1979
1028,The Prince of Tides,Col.,74787599,1991
1029,Ladder 49,BV,74541707,2004
1030,Four Brothers,Par.,74494381,2005
1031,"Six Days, Seven Nights",BV,74339294,1998
1032,No Country for Old Men,Mira.,74283625,2007
1033,Alien: Covenant,Fox,74262031,2017
1034,Jack and Jill,Sony,74158157,2011
1035,Oliver & Company,BV,74151346,1988
1036,Sin City,Dim.,74103820,2005
1037,Along Came a Spider,Par.,74078174,2001
1038,Ben-Hur,MGM,74000000,1959
1039,Captain Underpants: The First Epic Movie,Fox,73921000,2017
1040,Hugo,Par.,73864507,2011
1041,Christmas with the Kranks,SonR,73780539,2004
1042,Beetlejuice,WB,73707461,1988
1043,The Jerk,Uni.,73691419,1979
1044,Monster House,Sony,73661010,2006
1045,Deep Blue Sea,WB,73648142,1999
1046,Law Abiding Citizen,Over.,73357727,2009
1047,Spirit: Stallion of the Cimarron,DW,73280117,2002
1048,Hollow Man,Sony,73209340,2000
1049,Boo! A Madea Halloween,LGF,73206343,2016
1050,White House Down,Sony,73103784,2013
1051,John Carter,BV,73078100,2012
1052,Hotel for Dogs,P/DW,73034460,2009
1053,Dinner for Schmucks,P/DW,73026337,2010
1054,Justin Bieber: Never Say Never,Par.,73013910,2011
1055,Jackass: Number Two,Par.,72778712,2006
1056,The Interpreter,Uni.,72708161,2005
1057,Hercules (2014),Par.,72688614,2014
1058,Storks,WB,72679278,2016
1059,Barnyard: The Original Party Animals,Par.,72637803,2006
1060,I Know What You Did Last Summer,Sony,72586134,1997
1061,Bridge of Spies,BV,72313754,2015
1062,Dolphin Tale,WB,72286779,2011
1063,Vantage Point,Sony,72266306,2008
1064,Ace Ventura: Pet Detective,WB,72217396,1994
1065,The Cannonball Run,Fox,72179579,1981
1066,A Bad Moms Christmas,STX,72110659,2017
1067,Get Shorty,MGM,72101622,1995
1068,Michael Jackson's This Is It,Sony,72091016,2009
1069,10 Cloverfield Lane,Par.,72082998,2016
1070,Fred Claus,WB,72006777,2007
1071,My Fair Lady,WB,72000000,1964
1072,1408,MGM/W,71985628,2007
1073,The Purge: Anarchy,Uni.,71962800,2014
1074,John Q.,NL,71756802,2002
1075,RV,Sony,71726025,2006
1076,Mama,Uni.,71628180,2013
1077,Ruthless People,BV,71624879,1986
1078,Three Men and a Little Lady,BV,71609321,1990
1079,Galaxy Quest,DW,71583916,1999
1080,Stargate,MGM,71567262,1994
1081,Bridget Jones's Diary,Mira.,71543427,2001
1082,Grumpier Old Men,WB,71518503,1995
1083,The Bridges of Madison County,WB,71516617,1995
1084,Chocolat,Mira.,71509363,2000
1085,Sideways,FoxS,71503593,2004
1086,"I Love You, Man",P/DW,71440011,2009
1087,Safe Haven,Rela.,71349120,2013
1088,Christmas Vacation,WB,71319526,1989
1089,Scary Movie 2,Mira.,71308997,2001
1090,The Rescuers,Dis.,71215869,1977
1091,The Spiderwick Chronicles,Par.,71195053,2008
1092,The Score,Par.,71107711,2001
1093,Turner & Hooch,BV,71079915,1989
1094,Paul Blart: Mall Cop 2,Sony,71038190,2015
1095,The Smurfs 2,Sony,71017784,2013
1096,Bird on a Wire,Uni.,70978012,1990
1097,Groundhog Day,Col.,70906973,1993
1098,Shallow Hal,Fox,70839203,2001
1099,White Chicks,Sony,70831760,2004
1100,Broken Arrow (1996),Fox,70770147,1996
1101,Any Which Way You Can,WB,70687344,1980
1102,No Strings Attached,Par.,70662220,2011
1103,All the President's Men,WB,70600000,1976
1104,The Best Man Holiday,Uni.,70525195,2013
1105,V for Vendetta,WB,70511035,2006
1106,Mortal Kombat,NL,70454098,1995
