id,title,pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,veryHealthy,veryPopular,gaps,lowFodmap,ketogenic,whole30,readyInMinutes,spoonacularSourceUrl,image,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,cuisines,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg,Alcohol/g,Caffeine/g
44,Chicory In Anchovy Sauce,0.935,151,False,False,True,True,False,True,False,no,False,False,True,45,https://spoonacular.com/chicory-in-anchovy-sauce-44,https://spoonacular.com/recipeImages/44-556x370.jpg,5,96.0,86.0,6.13,77.17,16.7,sauce,"anchovy filets,dandelion greens,dandelion greens,garlic,kosher salt,olive oil,red wine vinegar",,245.15,21.99,3.14,10.71,0.81,2.4,285.57,3.93,1.48,2.13,83.84,3.83,0.31,220.29,0.22,31.0,473.13,0.21,0.55,0.41,43.1,0.0,0.13,0.3,6.94,3.98,11524.44,0.0,895.35,39.98,0.0,0.0
45,"Mustard Greens, Shrimp, And Anchovy Pasta",1.7374,195,False,False,False,True,False,False,False,no,False,False,False,6,https://spoonacular.com/mustard-greens-shrimp-and-anchovy-pasta-45,https://spoonacular.com/recipeImages/45-556x370.jpg,1,85.0,39.0,20.88,34.36,44.76,,"anchovies,coarse salt,juice of lemon,mustard greens,olive oil,red chili flakes,short pasta,shrimp",,407.35,15.53,2.18,45.51,2.45,144.68,652.96,21.23,2.16,64.38,256.5,3.06,0.11,164.52,0.1,23.89,409.4,0.41,2.11,0.75,68.63,0.44,0.47,0.2,3.8,3.66,1723.94,0.0,154.21,44.92,0.0,0.0
46,"Orecchiette with Cauliflower, Anchovies and Pistachios",1.8833000000000002,276,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/orecchiette-with-cauliflower-anchovies-and-pistachios-46,https://spoonacular.com/recipeImages/46-556x370.jpg,0,59.0,20.0,13.44,38.92,47.64,"lunch,main course,main dish,dinner","cauliflower,chicken stock,crushed red pepper,flat-leaf parsley,oil packed tuna,orecchiette,parmesan cheese,salt and pepper,unsalted butter,unsalted pistachios",,556.71,24.36,12.13,67.1,5.73,48.25,460.29,18.93,3.1,53.47,318.18,2.38,0.22,161.16,0.22,85.35,669.51,0.44,1.97,0.99,75.32,0.15,1.1,0.46,1.05,5.63,1086.41,0.38,100.59,53.27,0.0,0.0
47,Roasted Cauliflower With Anchovy Vinaigrette,1.8659999999999999,274,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/roasted-cauliflower-with-anchovy-vinaigrette-47,https://spoonacular.com/recipeImages/47-556x370.jpg,0,79.0,49.0,6.94,76.56,16.5,side dish,"anchovy,cauliflower,garlic cloves,lemon,olive oil,parsley,salt and pepper",,309.83,27.98,3.95,13.58,4.72,3.6,265.49,5.7,1.97,3.77,110.62,1.54,0.15,67.91,0.12,126.3,705.55,0.11,0.73,0.37,37.5,0.0,1.51,0.44,4.13,5.05,177.56,0.0,81.64,118.66,0.0,0.0
48,Roasted Red Peppers With Anchovies And Olive Oil,1.3824,210,False,False,True,True,False,True,False,no,False,False,True,83,https://spoonacular.com/roasted-red-peppers-with-anchovies-and-olive-oil-48,https://spoonacular.com/recipeImages/48-556x370.jpg,0,89.0,84.0,8.68,53.83,37.49,side dish,"anchovy,garlic,olive oil,olive oil,red bell peppers,red bell peppers",,129.76,7.79,1.07,12.21,8.34,2.4,12.37,2.83,2.51,1.76,59.7,1.04,0.18,21.2,0.11,91.67,437.12,0.04,0.57,0.24,25.64,0.0,0.66,0.59,4.16,4.18,6215.43,0.0,13.95,253.65,0.0,0.0
49,Tomato And Boquerones Salad With Garlicky Breadcrumbs,0.821,91,False,False,True,True,False,False,False,GAPS_6,False,False,True,8,https://spoonacular.com/tomato-and-boquerones-salad-with-garlicky-breadcrumbs-49,https://spoonacular.com/recipeImages/49-556x370.jpg,0,52.0,11.0,11.86,74.86,13.28,side dish,"anchovy,basil leaves,extra virgin olive oil,pepper,red onion,sherry vinegar,tomato",,102.57,8.71,1.28,3.48,2.01,7.2,16.14,3.11,2.03,4.46,38.63,0.66,0.05,28.29,0.03,12.35,198.76,0.07,0.33,0.11,13.02,0.07,0.15,0.08,1.52,0.92,498.84,0.0,12.63,8.57,0.0,0.0
50,Hard-Cooked Eggs with Crisp Anchovy Crumbs,0.2255,34,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/hard-cooked-eggs-with-crisp-anchovy-crumbs-50,https://spoonacular.com/recipeImages/50-556x370.jpg,0,8.0,1.0,22.09,72.97,4.94,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","anchovy fillets,brioche,eggs,garlic,lemon zest,mayonnaise,parsley,unsalted butter",,71.22,5.69,1.75,0.87,0.16,110.75,64.86,3.88,0.0,9.01,58.17,0.55,0.13,18.38,0.0,13.85,43.64,0.02,0.38,0.0,0.0,0.26,0.45,0.05,0.41,0.0,200.83,0.58,7.98,0.0,0.0,0.0
51,Acciughe Con Salsa Verde (anchovies In Green Sauce),0.5914,43,True,False,True,True,False,False,False,no,False,False,False,45,https://spoonacular.com/acciughe-con-salsa-verde-anchovies-in-green-sauce-51,https://spoonacular.com/recipeImages/51-556x370.jpg,25,65.0,12.0,4.94,92.3,2.76,sauce,"basil,flat leaf parsley,garlic,hard-boiled egg,olive oil,parsley,red chile flakes,vinegar,white wine",Mexican,151.25,15.39,2.35,1.03,0.25,46.63,20.6,1.85,0.0,4.06,28.11,0.66,0.07,18.7,0.02,15.03,59.14,0.0,0.22,0.05,5.47,0.14,0.21,0.04,2.21,0.25,618.11,0.28,108.03,8.3,0.39,0.0
52,California Artichokes With Anchovy Mayonnaise,4.4201,597,False,False,True,True,False,False,False,no,False,False,False,45,https://spoonacular.com/california-artichokes-with-anchovy-mayonnaise-52,https://spoonacular.com/recipeImages/52-556x370.jpg,0,66.0,28.0,18.66,42.99,38.35,"lunch,main course,main dish,dinner","anchovy,artichokes,bay leaves,dijon mustard,egg yolks,fresh parsley,fresh thyme,garlic,garlic cloves,kosher salt,kosher salt,lemon juice,lemons,low sodium chicken broth,olive oil,white wine,white wine vinegar",,281.65,12.69,2.55,25.46,3.75,100.05,637.78,12.39,5.38,8.81,261.73,3.65,0.25,122.66,0.16,114.83,874.99,0.48,1.38,0.53,98.55,0.44,0.92,0.34,1.79,8.92,551.09,0.49,89.86,53.26,6.18,0.0
53,"Anchovy, Little Gem, And Tomato Salad",1.4154,216,False,False,True,True,False,False,False,no,True,False,False,45,https://spoonacular.com/anchovy-little-gem-and-tomato-salad-53,https://spoonacular.com/recipeImages/53-556x370.jpg,3,78.0,31.0,9.58,73.43,16.99,side dish,"anchovy,curly parsley,vinaigrette,kosher salt,lettuce,olive oil,vine ripened tomatoes",,164.55,14.02,2.35,7.3,4.95,7.2,218.61,4.12,2.66,4.66,64.58,1.13,0.07,42.18,0.08,36.54,462.23,0.13,0.54,0.22,25.04,0.07,0.25,0.15,2.43,2.25,1660.51,0.0,86.59,25.5,0.0,0.0
54,Anchovy and Piquillo Pepper Bruschetta,0.8351000000000001,61,False,False,False,True,False,False,False,no,False,False,False,45,https://spoonacular.com/anchovy-and-piquillo-pepper-bruschetta-54,https://spoonacular.com/recipeImages/54-556x370.jpg,0,20.0,2.0,3.06,85.25,11.69,side dish,"anchovies,bread,caperberries,garlic clove,olive oil,piquillo peppers,sea-salt","Mediterranean,Italian,Eastern European,European,Greek",151.58,14.3,2.01,4.41,1.12,2.4,344.23,1.15,0.73,2.34,12.04,1.01,0.02,11.24,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,2.05,0.0,381.47,0.0,8.82,22.88,0.0,0.0
55,"Endive, Fennel And Parmesan With Anchovy Date Dressing",1.7999,248,False,False,True,True,False,False,False,no,False,False,True,8,https://spoonacular.com/endive-fennel-and-parmesan-with-anchovy-date-dressing-55,https://spoonacular.com/recipeImages/55-556x370.jpg,2,90.0,46.0,6.11,63.58,30.31,side dish,"anchovy,belgian endive,bell pepper,dates,fennel bulb,garlic,olive oil,orange,sherry vinegar",,257.5,18.85,2.63,20.22,10.65,4.8,44.0,4.07,2.49,4.18,85.84,1.38,0.13,73.72,0.11,76.72,631.22,0.13,0.58,0.31,33.29,0.0,0.62,0.33,3.87,6.0,2501.1,0.0,14.72,121.46,0.0,0.0
56,Tomato-and-Anchovy Salad with Garlic Cream,2.6047000000000002,277,False,False,True,False,False,False,False,no,False,False,False,30,https://spoonacular.com/tomato-and-anchovy-salad-with-garlic-cream-56,https://spoonacular.com/recipeImages/56-556x370.jpg,0,69.0,30.0,10.39,66.89,22.72,salad,"aged balsamic vinegar,anchovy,basil leaves,garlic cloves,heirloom tomatoes,milk,olive oil,salt and pepper",,194.44,15.06,2.37,11.51,7.16,8.73,225.84,5.26,3.09,5.59,96.32,1.23,0.11,69.28,0.11,37.02,629.04,0.18,0.72,0.36,33.78,0.14,0.37,0.26,3.26,2.84,1999.45,0.2,32.4,32.75,0.0,0.0
57,Port-Marinated Pork with Prunes and Anchovies,3.7228,280,False,False,False,True,False,False,False,no,False,False,False,45,https://spoonacular.com/port-marinated-pork-with-prunes-and-anchovies-57,https://spoonacular.com/recipeImages/57-556x370.jpg,0,74.0,39.0,48.74,25.73,25.53,"lunch,main course,main dish,dinner","anchovy,boneless pork loin roast,flour,garlic cloves,lemon juice,lemon zest,olive oil,port,prunes,salt and pepper",,413.48,10.54,2.81,23.53,12.49,123.87,299.59,44.92,12.62,56.42,466.06,1.74,0.44,43.62,0.88,6.34,974.32,0.23,3.73,0.2,67.65,1.01,1.62,1.53,0.75,2.02,190.39,0.76,15.52,7.59,6.12,0.0
58,Roasted Peppers With Anchovies,0.6520999999999999,111,True,True,True,True,False,False,False,no,False,False,True,16,https://spoonacular.com/roasted-peppers-with-anchovies-58,https://spoonacular.com/recipeImages/58-556x370.jpg,0,85.0,43.0,3.58,75.0,21.42,side dish,"bell peppers,fresh flat-leaf parsley,garlic clove,olive oil,olive oil,red wine vinegar,salt",,112.71,9.47,1.29,6.09,4.14,0.0,198.56,1.02,0.98,0.0,26.66,0.54,0.08,0.0,0.05,46.43,214.04,0.0,0.26,0.12,12.36,0.0,0.32,0.29,2.88,2.1,3144.95,0.0,22.81,126.77,0.0,0.0
59,Pasta With Tonnato And Tomato,1.6361,263,False,False,False,True,False,False,False,no,False,False,False,45,https://spoonacular.com/pasta-with-tonnato-and-tomato-59,https://spoonacular.com/recipeImages/59-556x370.jpg,2,66.0,21.0,17.67,30.91,51.42,"lunch,main course,main dish,dinner","anchovies,capers,dijon mustard,fresh parsley,heirloom tomatoes,lemon juice,mayonnaise,pasta,salt,tuna",,560.27,19.16,3.07,71.74,5.03,31.74,618.73,24.65,8.24,100.09,283.14,2.66,0.14,48.34,0.14,36.04,516.31,0.36,1.93,0.95,74.58,1.49,0.63,0.38,1.5,4.06,790.36,0.73,68.3,15.67,0.0,0.0
60,Grilled Broccoli with Anchovy Dressing,0.8208,261,False,False,True,True,False,True,False,no,False,False,True,30,https://spoonacular.com/grilled-broccoli-with-anchovy-dressing-60,https://spoonacular.com/recipeImages/60-556x370.jpg,0,91.0,90.0,10.67,65.03,24.3,side dish,"broccoli,lemon juice,oil packed tuna,olive oil,rosemary,salt and pepper",,243.23,19.04,2.61,16.01,4.2,0.36,276.22,7.03,1.71,7.2,157.0,1.8,0.27,108.18,0.17,145.74,735.16,0.12,0.96,0.48,49.1,0.0,1.32,0.41,4.39,5.94,1415.81,0.0,242.14,207.56,0.0,0.0
61,"Balsamic, Caper, And Anchovy Marinade",3.6652,268,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/balsamic-caper-and-anchovy-marinade-61,https://spoonacular.com/recipeImages/61-556x370.jpg,0,48.0,13.0,2.02,87.36,10.62,side dish,"anchovies,balsamic vinegar,black peppercorns,capers,coarse salt,fresh flat-leaf parsley,lemon juice,lemon zest,olive oil,red onion",,731.78,72.94,10.2,19.94,9.09,4.8,2593.18,3.8,1.57,3.64,58.06,2.63,0.08,90.54,0.07,49.68,365.43,0.18,0.55,0.72,35.1,0.0,0.34,0.14,10.73,3.64,1311.3,0.0,298.89,55.74,0.0,0.0
62,Egg-Free Avocado Caesar Salad,1.0331000000000001,237,False,False,True,True,False,True,False,no,False,False,True,45,https://spoonacular.com/egg-free-avocado-caesar-salad-62,https://spoonacular.com/recipeImages/62-556x370.jpg,2,95.0,100.0,11.33,45.35,43.32,salad,"anchovy paste,avocado,bell pepper,croutons,dijon mustard,garlic cloves,lemon juice,lime wedge,romaine lettuce,sea salt,water,unrefined",American,102.95,5.64,0.81,12.13,4.74,0.85,256.75,3.17,1.9,1.9,73.5,1.63,0.18,49.01,0.15,205.85,592.59,0.14,0.69,0.31,35.09,0.0,0.88,0.39,2.05,6.11,11470.35,0.0,117.77,104.98,0.0,0.0
63,Broccoli & Burrata,2.5624000000000002,486,False,False,True,False,False,True,False,no,False,False,False,45,https://spoonacular.com/broccoli-burrata-63,https://spoonacular.com/recipeImages/63-556x370.jpg,0,87.0,76.0,7.1,72.85,20.05,side dish,"anchovy,broccoli,burrata,capers,chili,garlic,lemon,olive oil,olive oil,onion,pepper,rosemary,salt,thyme",,597.94,51.89,7.23,32.14,9.26,2.76,636.54,11.37,3.0,9.93,241.87,3.86,0.43,193.97,0.28,213.52,1199.37,0.28,1.56,0.83,86.3,0.0,1.98,0.77,9.92,11.09,2240.03,0.0,345.4,338.93,0.0,0.0
64,"Sautéed Shrimp with Green Olives, Scallions and Anchovies",3.3338,191,False,False,True,False,False,False,False,no,False,False,False,25,https://spoonacular.com/sauted-shrimp-with-green-olives-scallions-and-anchovies-64,https://spoonacular.com/recipeImages/64-556x370.jpg,0,38.0,8.0,44.2,51.73,4.07,"lunch,main course,main dish,dinner","anchovy fillets,dry white wine,garlic cloves,greek olives,lemon juice,olive oil,salt and pepper,scallions,shrimp,unsalted butter",,267.55,14.77,2.99,2.61,0.63,340.81,1416.51,28.39,1.44,64.76,276.44,3.36,0.05,220.49,0.03,24.01,188.58,0.39,2.76,0.59,51.53,1.01,0.25,0.06,3.38,0.87,273.92,0.0,40.32,9.99,1.03,0.0
65,Pasta Puttanesca,1.9781,373,False,False,False,False,False,True,False,no,False,False,False,45,https://spoonacular.com/pasta-puttanesca-65,https://spoonacular.com/recipeImages/65-556x370.jpg,6,92.0,60.0,14.34,18.55,67.11,"lunch,main course,main dish,dinner","anchovy fillets,canned tomatoes,capers,fresh basil leaves,garlic,kalamata olive,olive oil,parmigiano reggiano cheese,pepper,red pepper flakes,short pasta,tomato paste","Mediterranean,Italian,Eastern European,European,Greek",608.31,12.75,1.96,103.82,12.92,8.67,781.15,22.18,6.74,79.61,323.43,5.2,0.24,146.46,0.28,52.61,1015.91,0.83,2.56,1.61,116.75,0.09,1.2,0.58,4.77,8.72,799.73,0.0,30.43,22.68,0.0,0.0
66,Egg and Anchovy Crostini,1.5375,196,False,False,False,True,False,False,False,no,False,False,False,35,https://spoonacular.com/egg-and-anchovy-crostini-66,https://spoonacular.com/recipeImages/66-556x370.jpg,0,56.0,18.0,17.12,29.95,52.93,side dish,"anchovy,baguette,chive,eggs,flat-leaf parsley,lemon,olive oil,bell pepper,sea salt","Mediterranean,Italian,Eastern European,European,Greek",284.01,9.39,2.15,37.33,4.13,123.47,634.44,12.07,4.64,29.85,164.0,3.15,0.42,89.32,0.36,173.15,327.07,0.18,1.3,0.4,34.82,0.33,1.05,0.33,2.27,3.68,2628.71,0.64,24.61,104.06,0.0,0.0
67,Greek Salad Skewers with Anchovy Aioli,0.3544,38,False,False,True,False,False,False,False,no,False,False,False,30,https://spoonacular.com/greek-salad-skewers-with-anchovy-aioli-67,https://spoonacular.com/recipeImages/67-556x370.jpg,0,6.0,0.0,9.35,81.08,9.57,salad,"cherry tomatoes,cucumber,feta cheese,garlic clove,mayonnaise,oil packed tuna,olive oil,red wine vinegar","Mediterranean,Eastern European,European,Greek",49.25,4.49,1.42,1.19,0.87,6.92,92.41,1.16,0.0,1.17,29.0,0.19,0.06,34.72,0.02,5.71,55.22,0.02,0.23,0.03,0.0,0.11,0.11,0.05,0.32,0.0,118.59,0.0,6.84,4.21,0.0,0.0
68,Spaghetti with Anchovies and Breadcrumbs,0.5881000000000001,114,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/spaghetti-with-anchovies-and-breadcrumbs-68,https://spoonacular.com/recipeImages/68-556x370.jpg,0,36.0,7.0,15.35,19.05,65.6,side dish,"black pepper,canned anchovy,crushed red pepper,extravirgin olive oil,fat-free less-sodium chicken broth,fresh parsley,garlic,italian bread,parmesan cheese,salt,spaghetti",,368.35,7.7,3.01,59.67,3.61,6.85,466.25,13.96,1.76,50.81,215.72,1.31,0.09,133.02,0.08,18.6,207.05,0.23,1.38,0.73,46.48,0.16,0.41,0.13,0.53,2.7,180.1,0.0,12.96,1.12,0.0,0.0
69,Salad with Parmigiano-Reggiano and anchovy dressing,6.7578,445,False,False,True,False,False,False,False,no,False,False,False,35,https://spoonacular.com/salad-with-parmigiano-reggiano-and-anchovy-dressing-69,https://spoonacular.com/recipeImages/69-556x370.jpg,20,88.0,36.0,7.94,79.9,12.16,salad,"anchovy,anchovy,arugula,black pepper,butter lettuce,cooking oil,food dye,frisee,garlic clove,green grams,kosher salt,kosher salt,lemon juice,olive oil,parmigiano reggiano,parmigiano reggiano,red belgian endive,red wine vinegar,salad mix,salad mix,salad mix,salad mix,salad mix,salad mix,sourdough starter,copyright,don bartletti / los angeles times,education,entertainment,loading,local,most popular,nancy silverton leads a master class in salads,opinion,place an ad,privacy policy,sports,state primary,total time: minutes,© 2016,°",,475.56,43.81,6.1,15.01,1.28,9.99,702.78,9.79,3.1,6.33,217.51,3.24,0.27,247.12,0.16,210.41,936.49,0.38,1.36,0.81,72.77,0.14,1.32,0.33,7.94,4.45,7115.41,0.0,246.27,78.09,0.0,0.0
70,Anchovy and olive bruschetta,4.2974,459,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/anchovy-and-olive-bruschetta-70,https://spoonacular.com/recipeImages/70-556x370.jpg,1,66.0,25.0,22.83,46.47,30.7,"lunch,main course,main dish,dinner","anchovies in olive oil,black olives,dried herbs,extra virgin olive oil,garlic clove,herbs,italian bread,lamb rack,london broil,mozzarella cheese,olive,ready-to-serve Asian fried rice,salt and pepper,toast bread,tomato sauce,in,season,the same side of each,these salty canapés are ideal","Mediterranean,Italian,Eastern European,European,Greek",1075.04,55.14,20.64,81.95,21.73,139.41,2332.48,60.95,19.45,71.41,554.94,6.82,0.54,270.05,0.39,83.67,1074.02,0.3,9.21,0.14,77.08,3.09,1.4,1.23,4.26,5.43,1970.08,0.37,28.11,2.64,0.0,0.0
71,Fried Green Tomatoes with Anchovy and Lemon,1.0086,242,False,False,False,True,False,False,False,no,False,False,False,30,https://spoonacular.com/fried-green-tomatoes-with-anchovy-and-lemon-71,https://spoonacular.com/recipeImages/71-556x370.jpg,0,52.0,15.0,11.14,46.72,42.14,side dish,"anchovy fillets,bread crumbs,cayenne pepper,eggs,flour,green tomatoes,kosher salt,lemon wedges,olive oil,water",Southern,319.55,16.9,2.75,34.3,8.58,55.13,390.04,9.07,3.68,15.95,135.98,3.0,0.29,87.2,0.43,65.69,445.96,0.25,0.82,0.48,33.9,0.25,1.28,0.21,2.8,3.34,1196.79,0.28,27.21,40.38,0.0,0.0
72,Chicken Caesar Salad,1.0216,108,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/chicken-caesar-salad-72,https://spoonacular.com/recipeImages/72-556x370.jpg,20,28.0,2.0,3.21,94.61,2.18,salad,"dijon mustard,egg,garlic clove,lemon juice,oil packed tuna,olive oil,worcestershire sauce",American,533.4,57.04,8.41,2.96,0.84,110.14,105.03,4.36,0.21,11.11,71.88,1.09,0.15,28.21,0.03,17.45,98.33,0.04,0.45,0.07,7.12,0.29,0.5,0.1,8.1,0.0,165.71,0.66,33.16,7.17,0.0,0.0
73,Tomatoes With Anchovy Dressing,0.45530000000000004,23,False,False,True,True,False,False,False,no,False,False,True,7,https://spoonacular.com/tomatoes-with-anchovy-dressing-73,https://spoonacular.com/recipeImages/73-556x370.jpg,0,31.0,4.0,3.37,95.42,1.21,side dish,"anchovy,extra virgin olive oil,flat-leaf parsley,garlic,olive oil,salt and pepper,yellow tomatoes",,132.3,14.26,2.0,0.4,0.02,3.0,200.75,1.13,0.74,1.94,11.37,0.38,0.0,11.84,0.0,0.0,36.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,2.05,0.0,171.05,0.0,41.25,2.98,0.0,0.0
74,Salsa Verde,1.4882,90,False,False,True,True,False,False,False,no,False,False,True,31,https://spoonacular.com/salsa-verde-74,https://spoonacular.com/recipeImages/74-556x370.jpg,1,52.0,13.0,1.8,96.26,1.94,side dish,"anchovies,capers,extra virgin olive oil,fresh parsley,garlic,red pepper flakes,white wine vinegar",Mexican,503.16,54.75,7.63,2.48,0.22,4.8,156.91,2.31,1.45,3.81,28.43,1.34,0.05,32.35,0.02,8.37,111.82,0.07,0.32,0.11,10.93,0.0,0.1,0.09,8.63,1.02,939.75,0.0,101.27,6.52,0.0,0.0
75,Spaghetti with Fried Capers and Anchovies,2.2323,195,False,False,False,True,False,False,False,no,False,False,False,45,https://spoonacular.com/spaghetti-with-fried-capers-and-anchovies-75,https://spoonacular.com/recipeImages/75-556x370.jpg,0,75.0,40.0,8.86,45.27,45.87,"lunch,main course,main dish,dinner","anchovy,capers,crushed red pepper,flat-leaf parsley,garlic clove,lemon juice,lemon zest,olive oil,olive oil,spaghetti",,758.72,38.31,5.43,87.35,3.46,3.6,628.08,16.88,3.06,74.3,233.98,2.78,0.13,56.74,0.12,39.17,344.53,0.44,1.88,1.09,74.76,0.0,0.58,0.2,5.68,4.86,740.38,0.0,150.45,15.99,0.0,0.0
76,White Anchovy and Crisp Pita Bread Salad,1.225,113,False,False,False,False,False,False,False,no,False,False,False,25,https://spoonacular.com/white-anchovy-and-crisp-pita-bread-salad-76,https://spoonacular.com/recipeImages/76-556x370.jpg,0,10.0,1.0,6.32,85.87,7.81,side dish,"anchovies,belgian endives,garlic clove,olive oil,pita breads,salt and pepper,shallot,sour cream,unsalted butter,white balsamic vinegar",,247.05,23.99,12.8,4.91,2.65,59.73,247.85,3.97,1.81,5.88,87.25,0.69,0.12,79.35,0.05,16.59,197.32,0.06,0.47,0.08,14.52,0.22,0.3,0.08,1.09,1.05,632.53,0.38,3.94,1.86,0.0,0.0
77,Burrata Salad,1.0643,135,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/burrata-salad-77,https://spoonacular.com/recipeImages/77-556x370.jpg,0,76.0,39.0,10.08,53.9,36.02,salad,"anchovies,bay leaves,buffalo mozzarella,cauliflower,chilies,fresh ginger,garlic,lemon juice,olive oil,red bell pepper,red onion,thyme,tomato,white balsamic vinegar,whole black pepper",,100.8,6.44,1.23,9.68,4.49,2.76,35.15,2.71,0.78,0.96,47.3,0.87,0.07,98.81,0.06,47.42,322.86,0.08,0.31,0.3,20.59,0.0,0.51,0.26,1.12,2.28,559.78,0.0,16.77,71.88,0.0,0.0
78,"Pickled Pepper, Anchovy & Egg Sandwich On Rye",0.9647,131,False,False,False,True,False,False,False,no,False,False,False,45,https://spoonacular.com/pickled-pepper-anchovy-egg-sandwich-on-rye-78,https://spoonacular.com/recipeImages/78-556x370.jpg,11,68.0,16.0,19.75,26.75,53.5,side dish,"anchovy fillets,fresh parsley,hard-boiled eggs,pepper,rye bread,shallot",,256.86,7.56,2.07,34.02,4.03,187.7,452.72,12.56,2.8,36.08,178.93,2.79,0.48,84.26,0.32,99.96,236.38,0.15,1.37,0.65,35.9,0.57,1.04,0.16,0.76,4.3,437.2,1.1,34.64,3.92,0.0,0.0
79,Cook the Book: Artichokes Basted with Anchovy Butter,1.5461,197,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/cook-the-book-artichokes-basted-with-anchovy-butter-79,https://spoonacular.com/recipeImages/79-556x370.jpg,0,35.0,6.0,8.1,64.53,27.37,side dish,"anchovy,artichokes,flat-leaf parsley,fleur de sel,garlic cloves,ground pepper,kosher salt,lemon juice,lemons,unsalted butter,vegetable oil",,237.71,18.75,12.93,17.89,2.36,31.68,513.6,5.29,1.7,1.41,131.34,2.11,0.11,78.6,0.11,95.39,559.28,0.33,0.73,0.39,82.82,0.0,0.56,0.2,0.92,8.19,540.27,0.21,52.79,39.89,0.0,0.0
80,Sautéed Radicchio,2.3399,171,True,True,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/sauted-radicchio-80,https://spoonacular.com/recipeImages/80-556x370.jpg,0,74.0,39.0,4.63,77.46,17.91,side dish,"black pepper,garlic,kosher salt,olive oil,oregano,radicchio,red wine vinegar",,200.36,18.03,2.56,9.38,1.01,0.0,323.59,2.43,0.55,1.55,63.87,2.43,0.06,93.2,0.03,93.52,481.03,0.51,0.99,0.43,29.71,0.0,0.42,0.13,6.41,3.01,106.59,0.0,392.9,11.56,0.0,0.0
