Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age
Singapore Airlines,SilkAir,Fokker F70 / F100,,,2,2,,$20,$0,
Singapore Airlines,Singapore Airlines,McDonnell Douglas DC-10,,,8,8,,$145,$0,
Skymark Airlines,Skymark Airlines,Airbus A330,,,5,5,,$240,$0,
Skymark Airlines,Skymark Airlines,Boeing 737,26,,7,33,,$74,"$1,923",5.7
Skymark Airlines,Skymark Airlines,Boeing 767,,,7,7,,$187,$0,
Skywest,Skywest,Canadair CRJ-700,94,,8,102,,$41,"$3,854",11
Skywest,Skywest,Canadair CRJ-900,36,,,36,,$46,"$1,656",9.7
Skywest,Skywest,Embraer E175-E2,,,,,100,$39,$0,
Skywest,Skywest,Embraer EMB-120 Brasilia,,,62,62,,$11,$0,
Skywest,Skywest,Embraer ERJ-170,79,4,,83,25,$39,"$3,057",1.3
Skywest,Skywest,Mitsubishi MRJ90,,,,,100,$47,$0,
Skywest Airlines,Skywest Airlines,Canadair CRJ-100 Series,166,,33,199,,$32,"$5,287",14.5
South African Airways,South African Airways,Airbus A300,,,9,9,,$75,$0,
South African Airways,South African Airways,Airbus A319,8,,3,11,,$90,$717,11.9
South African Airways,South African Airways,Airbus A320,12,,7,19,,$98,"$1,176",3
South African Airways,South African Airways,Airbus A330,8,2,5,15,3,$240,"$1,920",4.2
South African Airways,South African Airways,Airbus A340,17,,6,23,,$216,"$3,664",13.4
South African Airways,South African Airways,Boeing 737,9,,43,52,,$74,$666,17.3
South African Airways,Mango,Boeing 737,10,,3,13,,$74,$740,16.2
South African Airways,South African Airways,Boeing 747,,,28,28,,$316,$0,
South African Airways,South African Airways,Boeing 767,,,3,3,,$187,$0,
South African Airways,South African Airways,McDonnell Douglas MD-80,,,2,2,,$45,$0,
Southwest Airlines,Southwest Airlines,Boeing 737,718,38,195,952,284,$74,"$53,118",11.7
SpiceJet,SpiceJet,Airbus A319,,,1,1,,$90,$0,
SpiceJet,SpiceJet,Airbus A320,,,1,1,,$98,$0,
SpiceJet,SpiceJet,Boeing 737,28,,37,65,42,$74,"$2,071",6.8
SpiceJet,SpiceJet,De Havilland Canada DHC-8 Dash 8,18,,1,19,,$31,$563,5.3
Spirit Airlines,Spirit Airlines,Airbus A319,29,,4,33,,$90,"$2,598",10.5
Spirit Airlines,Spirit Airlines,Airbus A320,49,1,,50,60,$98,"$4,802",3.1
Spirit Airlines,Spirit Airlines,Airbus A321,16,3,4,23,14,$115,"$1,838",2.1
Spirit Airlines,Spirit Airlines,McDonnell Douglas DC-9,,,18,18,,$45,$0,
Spirit Airlines,Spirit Airlines,McDonnell Douglas MD-80,,,37,37,,$45,$0,
Spring Airlines,Spring Airlines,Airbus A320,65,4,8,77,63,$98,"$6,370",3.7
SunExpress,SunExpress,Airbus A320,,,3,3,,$98,$0,
SunExpress,SunExpress Deutschland,Airbus A330,6,,,,1,$240,"$1,440",
SunExpress,SunExpress,Boeing 737,51,,37,88,40,$74,"$3,773",8.5
SunExpress,SunExpress Deutschland,Boeing 737,16,,4,20,,$74,"$1,184",13.6
SunExpress,SunExpress,Boeing 757,,,4,4,,$73,$0,
TAP Portugal,TAP Portugal,Airbus A310,,,7,7,,$75,$0,
TAP Portugal,TAP Portugal,Airbus A319,21,,,21,,$90,"$1,882",17.5
TAP Portugal,TAP Portugal,Airbus A320,19,,6,25,17,$98,"$1,862",12.8
TAP Portugal,TAP Portugal,Airbus A321,3,,,3,24,$115,$345,15.7
TAP Portugal,TAP Portugal,Airbus A330,16,,,16,20,$240,"$3,840",14.4
TAP Portugal,TAP Portugal,Airbus A340,4,,,4,,$216,$862,21.9
TAP Portugal,TAP Express,ATR 42/72,8,,,8,,$22,$177,1.2
TAP Portugal,TAP Portugal,Boeing 727,,,1,1,,$4,$0,
TAP Portugal,TAP Portugal,Boeing 737,,,25,25,,$74,$0,
TAP Portugal,TAP Portugal,Boeing 747,,,4,4,,$316,$0,
TAP Portugal,TAP Express,Embraer ERJ-190,9,,,9,4,$46,$416,5.2
TAP Portugal,TAP Portugal,Lockheed L-1011 TriStar,,,2,2,,$190,$0,
Thai Airways,Thai Airways,Airbus A300,,,35,35,,$75,$0,
Thai Airways,Thai Airways,Airbus A310,,,4,4,,$75,$0,
Thai Airways,Thai Smile,Airbus A320,20,,,20,,$98,"$1,960",3
Thai Airways,Thai Airways,Airbus A320,,,5,5,,$98,$0,
Thai Airways,Thai Airways,Airbus A330,17,,10,27,,$240,"$4,080",7.5
Thai Airways,Thai Airways,Airbus A340,,,10,10,,$216,$0,
Thai Airways,Thai Airways,Airbus A350 XWB,2,1,,3,10,$312,$624,0.3
Thai Airways,Thai Airways,Airbus A380,6,,,6,,$433,"$2,596",4.2
Thai Airways,Nok Air,ATR 42/72,2,,2,4,,$22,$44,9.5
Thai Airways,Thai Airways,ATR 42/72,,,4,4,,$22,$0,
Thai Airways,Thai Airways,Boeing 737,2,,12,14,,$74,$148,24
Thai Airways,Nok Air,Boeing 737,23,,16,39,11,$74,"$1,702",7.7
Thai Airways,Thai Airways,Boeing 747,10,,16,26,,$316,"$3,158",17.8
Thai Airways,Thai Airways,Boeing 777,32,,9,41,,$295,"$9,426",10.1
Thai Airways,Thai Airways,Boeing 787 Dreamliner,6,,,6,2,$265,"$1,591",2
Thai Airways,Thai Airways,British Aerospace BAe 146/Avro RJ,,,11,11,,$14,$0,
Thai Airways,Nok Air,De Havilland Canada DHC-8 Dash 8,8,,,8,,$31,$250,1.6
Thai Airways,Thai Airways,McDonnell Douglas DC-10,,,9,9,,$145,$0,
Thai Airways,Thai Airways,McDonnell Douglas DC-8,,,15,15,,$6,$0,
Thai Airways,Thai Airways,McDonnell Douglas DC-9,,,2,2,,$45,$0,
Thai Airways,Thai Airways,McDonnell Douglas MD-11,,,4,4,,$175,$0,
Thomas Cook Airlines,Condor,Airbus A300,,,9,9,,$75,$0,
Thomas Cook Airlines,Condor,Airbus A310,,,5,5,,$75,$0,
Thomas Cook Airlines,Condor,Airbus A319,,,1,1,,$90,$0,
Thomas Cook Airlines,Condor,Airbus A320,9,,5,14,,$98,$882,17.8
Thomas Cook Airlines,Condor,Airbus A321,7,,1,8,,$115,$804,4
Thomas Cook Airlines,Condor,Boeing 727,,,1,1,,$4,$0,
Thomas Cook Airlines,Condor,Boeing 737,,,17,17,,$74,$0,
Thomas Cook Airlines,Condor,Boeing 747,,,4,4,,$316,$0,
Thomas Cook Airlines,Condor,Boeing 757,13,,20,33,,$73,$943,17.5
Thomas Cook Airlines,Condor,Boeing 767,16,,5,21,,$187,"$2,990",21.3
Thomas Cook Airlines,Condor,McDonnell Douglas DC-10,,,5,5,,$145,$0,
Thomas Cook Airlines,Condor,McDonnell Douglas DC-8,,,1,1,,$6,$0,
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A319,,,1,1,,$90,$0,
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A320,5,,15,20,,$98,$490,14.7
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A320,,,30,30,,$98,$0,
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A320,,,2,2,,$98,$0,
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A321,21,,2,23,,$115,"$2,413",6.9
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A321,8,,4,12,,$115,$919,5
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A330,7,1,4,12,,$240,"$1,680",12.5
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A330,4,,,4,,$240,$960,16.6
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 757,2,3,21,26,3,$73,$145,15.7
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Boeing 757,,,1,1,,$73,$0,
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 767,3,,,3,,$187,$561,21.8
Tianjin Airlines,Tianjin Airlines,Airbus A320,23,4,,27,,$98,"$2,254",3.7
Tianjin Airlines,GX Airlines,Airbus A320,3,,,3,,$98,$294,2.5
Tianjin Airlines,Tianjin Airlines,Airbus A330,1,3,,4,4,$240,$240,8.8
Tianjin Airlines,Tianjin Airlines,Dornier Do-328,,,26,26,,$8,$0,
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-145,19,,6,25,,$20,$372,8.7
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-190,48,,10,58,20,$46,"$2,218",5.6
Tianjin Airlines,GX Airlines,Embraer ERJ-190,10,,,10,,$46,$462,6.1
Trans States Airlines,Trans States Airlines,ATR 42/72,,,12,12,,$22,$0,
Trans States Airlines,Trans States Airlines,British Aerospace Jetstream 41,,,11,11,,$7,$0,
Trans States Airlines,Compass Airlines,Canadair CRJ-100 Series,,,1,1,,$32,$0,
Trans States Airlines,GoJet Airlines,Canadair CRJ-700,46,,1,47,,$41,"$1,886",11.4
Trans States Airlines,GoJet Airlines,Canadair CRJ-900,7,,,7,,$46,$322,8.5
Trans States Airlines,Trans States Airlines,Embraer EMB-120 Brasilia,,,1,1,,$11,$0,
Trans States Airlines,Trans States Airlines,Embraer ERJ-145,55,,43,98,,$20,"$1,078",15.2
Trans States Airlines,Compass Airlines,Embraer ERJ-170,62,,,62,,$39,"$2,399",6.4
Trans States Airlines,Trans States Airlines,Mitsubishi MRJ90,,,,,20,$47,$0,
TUI Group,Thomson Airways,Airbus A320,,,5,5,,$98,$0,
TUI Group,Thomson Airways,Airbus A321,,,2,2,,$115,$0,
TUI Group,Thomson Airways,Boeing 737,33,,13,46,,$74,"$2,441",5.8
TUI Group,TUI Airlines Netherlands,Boeing 737,5,,5,10,,$74,$370,7.9
TUI Group,TUI Airlines Belgium,Boeing 737,20,,,20,1,$74,"$1,480",7.3
TUI Group,TUIfly,Boeing 737,30,,53,83,,$74,"$2,219",8.2
TUI Group,TUIfly Nordic,Boeing 737,6,,2,8,,$74,$444,7.2
TUI Group,Thomson Airways,Boeing 757,14,,17,31,,$73,"$1,015",16.4
TUI Group,TUIfly Nordic,Boeing 757,,,4,4,,$73,$0,
TUI Group,Thomson Airways,Boeing 767,3,,10,13,,$187,$561,18.2
TUI Group,TUI Airlines Netherlands,Boeing 767,1,,,1,,$187,$187,16.9
TUI Group,TUI Airlines Belgium,Boeing 767,1,,,1,,$187,$187,16.9
TUI Group,TUIfly,Boeing 767,1,,2,3,,$187,$187,18.6
TUI Group,TUIfly Nordic,Boeing 767,1,,1,2,,$187,$187,17.8
TUI Group,Thomson Airways,Boeing 787 Dreamliner,10,1,,11,3,$265,"$2,651",2.5
TUI Group,TUI Airlines Netherlands,Boeing 787 Dreamliner,3,,,3,,$265,$795,2.1
TUI Group,TUI Airlines Belgium,Boeing 787 Dreamliner,1,,,1,,$265,$265,3.1
TUI Group,TUI Airlines Belgium,Embraer ERJ-190,3,,,3,1,$46,$139,3.1
Tunisair,Tunisair,Airbus A300,,,7,7,,$75,$0,
Tunisair,Tunisair,Airbus A310,,,2,2,,$75,$0,
Tunisair,Tunisair,Airbus A319,4,,,4,,$90,$358,15.5
Tunisair,Tunisair,Airbus A320,17,,3,20,4,$98,"$1,666",15.7
Tunisair,Tunisair,Airbus A330,2,,,2,,$240,$480,1.7
Tunisair,Tunisair Express,ATR 42/72,3,,1,4,,$22,$66,14.2
Tunisair,Tunisair,Boeing 727,,,1,1,,$4,$0,
Tunisair,Tunisair,Boeing 737,7,,25,32,,$74,$518,16.9
Tunisair,Tunisair,Boeing 747,,,1,1,,$316,$0,
Tunisair,Tunisair Express,Canadair CRJ-900,1,,,1,,$46,$46,10.2
Tunisair,Tunisair,McDonnell Douglas DC-10,,,2,2,,$145,$0,
Tunisair,Tunisair,McDonnell Douglas DC-8,,,2,2,,$6,$0,
Tunisair,Tunisair,McDonnell Douglas MD-90,,,1,1,,$45,$0,
Turkish Airlines,Turkish Airlines,Airbus A300,,,2,2,,$75,$0,
Turkish Airlines,Turkish Airlines,Airbus A310,,,19,19,,$75,$0,
Turkish Airlines,Turkish Airlines,Airbus A319,14,,,14,,$90,"$1,254",8.7
Turkish Airlines,Turkish Airlines,Airbus A320,29,,17,46,,$98,"$2,842",9.7
Turkish Airlines,Anadolujet (100%),Airbus A320,,,10,10,,$98,$0,
Turkish Airlines,Turkish Airlines,Airbus A321,66,2,7,75,94,$115,"$7,583",4.6
Turkish Airlines,Turkish Airlines,Airbus A330,58,8,6,72,8,$240,"$13,920",5.3
Turkish Airlines,Turkish Airlines,Airbus A340,4,,5,9,,$216,$862,18.6
Turkish Airlines,Anadolujet (100%),ATR 42/72,,,2,2,,$22,$0,
Turkish Airlines,Turkish Airlines,Boeing 737,92,,50,142,75,$74,"$6,806",6.4
Turkish Airlines,Anadolujet (100%),Boeing 737,34,,36,70,,$74,"$2,515",13
Turkish Airlines,Turkish Airlines,Boeing 777,32,1,6,39,2,$295,"$9,426",3.2
Turkish Airlines,Turkish Airlines,British Aerospace BAe 146/Avro RJ,,,14,14,,$14,$0,
Turkish Airlines,Anadolujet (100%),Embraer ERJ-190,,,6,6,,$46,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-10,,,4,4,,$145,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-9,,,11,11,,$45,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-80,,,3,3,,$45,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-90,,,2,2,,$45,$0,
United Airlines,United Airlines,Airbus A319,59,20,,80,3,$90,"$5,286",16.5
United Airlines,United Airlines,Airbus A320,97,,1,98,,$98,"$9,506",18.6
United Airlines,United Airlines,Airbus A350,,,,35,,$312,$0,
United Airlines,United Airlines,Boeing 727,,,3,3,,$4,$0,
United Airlines,United Airlines,Boeing 737,321,2,295,620,103,$74,"$23,748",10.1
United Airlines,United Airlines,Boeing 747,21,,67,88,,$316,"$6,632",21.2
United Airlines,United Airlines,Boeing 757,77,,83,160,,$73,"$5,583",18.9
United Airlines,United Airlines,Boeing 767,51,,31,82,,$187,"$9,532",19.5
United Airlines,United Airlines,Boeing 777,74,14,8,96,14,$295,"$21,797",17.5
United Airlines,United Airlines,Boeing 787 Dreamliner,30,2,,32,29,$265,"$7,953",2.2
United Airlines,United Airlines,Embraer E175,,,,,24,$39,$0,
United Airlines,United Airlines,McDonnell Douglas DC-10,,,59,59,,$145,$0,
United Airlines,United Airlines,McDonnell Douglas DC-8,,,117,117,,$6,$0,
UPS Airlines,UPS,Airbus A300,52,,1,53,,$75,"$3,900",13.9
UPS Airlines,UPS,Boeing 747,13,,27,40,14,$316,"$4,105",15
UPS Airlines,UPS,Boeing 757,75,,,75,,$73,"$5,438",23.3
UPS Airlines,UPS,Boeing 767,59,,,59,,$187,"$11,027",12.8
UPS Airlines,UPS,McDonnell Douglas DC-8,,,53,53,,$6,$0,
UPS Airlines,UPS,McDonnell Douglas MD-11,37,,1,38,,$175,"$6,475",23.2
Utair,Utair,Airbus A321,,,12,12,,$115,$0,
Utair,UTair-Cargo,Antonov An-2,11,,,,,$2,$17,
Utair,Vostok Aviation Company,Antonov An-28,5,,,,,$3,$15,
Utair,Vostok Aviation Company,Antonov An-38,3,,,,,$2,$5,
Utair,UTair-Cargo,Antonov An-74-200,6,,,,,$19,$111,
Utair,Utair,ATR 42/72,15,,15,30,,$22,$332,5.3
Utair,Utair,Boeing 737,47,,8,55,,$74,"$3,477",18.1
Utair,Utair,Boeing 757,,,9,9,,$73,$0,
Utair,Utair,Boeing 767,3,,6,9,,$187,$561,15.5
Utair,Utair,Canadair CRJ-100 Series,,,15,15,,$32,$0,
Utair,Vostok Aviation Company,Mil Mi-8MTV-1,9,,,,,,$0,
Utair,Vostok Aviation Company,Mil Mi-8T,6,,,,,,$0,
Utair,Utair,Tupolev Tu-134,,,1,1,,$16,$0,
Utair,Utair,Tupolev Tu-154,,,2,2,,$16,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A300,,,2,2,,$75,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A310,,,2,2,,$75,$0,
Vietnam Airlines,Cambodia Angkor Air,Airbus A320,1,1,,2,1,$98,$98,0.1
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A320,13,1,4,18,10,$98,"$1,274",7
Vietnam Airlines,Vietnam Airlines,Airbus A320,,,19,19,,$98,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A321,56,,5,61,12,$115,"$6,434",5.8
Vietnam Airlines,Cambodia Angkor Air,Airbus A321,2,,4,6,,$115,$230,7.9
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A321,,,2,2,,$115,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A330,8,,5,13,,$240,"$1,920",9.6
Vietnam Airlines,Vietnam Airlines,Airbus A350 XWB,5,2,,7,19,$312,"$1,560",1.1
Vietnam Airlines,Cambodia Angkor Air,ATR 42/72,3,,2,5,,$22,$66,7
Vietnam Airlines,Vietnam Air Service Company,ATR 42/72,4,,1,5,,$22,$88,11
Vietnam Airlines,Vietnam Airlines,ATR 42/72,,,24,24,,$22,$0,
Vietnam Airlines,Vietnam Airlines,Boeing 737,,,5,5,,$74,$0,
Vietnam Airlines,Jetstar Pacific Airlines,Boeing 737,,,5,5,,$74,$0,
Vietnam Airlines,Vietnam Airlines,Boeing 767,,,17,17,,$187,$0,
Vietnam Airlines,Vietnam Airlines,Boeing 777,4,,6,10,,$295,"$1,178",12.8
Vietnam Airlines,Vietnam Airlines,Boeing 787 Dreamliner,10,1,,11,9,$265,"$2,651",0.9
Vietnam Airlines,Vietnam Airlines,Fokker F70 / F100,,,2,2,,$20,$0,
Virgin America,Virgin America,Airbus A319,10,,,10,,$90,$896,9.2
Virgin America,Virgin America,Airbus A320,53,,,53,30,$98,"$5,194",6.3
Virgin America,Virgin America,Airbus A321,,,,,10,$115,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A320,,,6,6,,$98,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A321,,,1,1,,$115,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A330,10,,,10,,$240,"$2,400",5.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A340,8,,21,29,,$216,"$1,724",10.5
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 747,8,,22,30,,$316,"$2,526",17.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 767,,,1,1,,$187,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 787 Dreamliner,13,4,,17,,$265,"$3,446",1.3
Virgin Australia,Virgin Australia Regional,Airbus A320,2,,,2,,$98,$196,18.8
Virgin Australia,Tigerair Australia,Airbus A320,14,,,14,,$98,"$1,372",7.2
Virgin Australia,Virgin Australia,Airbus A330,6,,2,8,,$240,"$1,440",3.9
Virgin Australia,Virgin Australia,ATR 42/72,14,,,14,,$22,$309,4.4
Virgin Australia,Virgin Australia Regional,ATR 42/72,,,14,14,,$22,$0,
Virgin Australia,Virgin Australia,Boeing 737,75,,26,101,40,$74,"$5,549",6.7
Virgin Australia,Virgin Samoa,Boeing 737,1,,1,2,,$74,$74,5.1
Virgin Australia,Tigerair Australia,Boeing 737,3,1,,4,,$74,$222,12.5
Virgin Australia,Virgin Australia,Boeing 777,5,,,5,,$295,"$1,473",7.4
Virgin Australia,Virgin Australia,Embraer ERJ-170,,,4,4,,$39,$0,
Virgin Australia,Virgin Australia,Embraer ERJ-190,13,,5,18,,$46,$601,7.6
Virgin Australia,Virgin Australia Regional,Fokker F50 / F60,,,8,8,,$18,$0,
Virgin Australia,Virgin Australia Regional,Fokker F70 / F100,14,,,14,,$20,$280,24.6
Volaris,Volaris,Airbus A319,15,,9,24,,$90,"$1,344",9.7
Volaris,Volaris,Airbus A320,44,3,1,48,42,$98,"$4,312",3.3
Volaris,Volaris,Airbus A321,9,1,,10,,$115,"$1,034",0.6
WestJet,WestJet,Boeing 737,114,1,40,155,,$74,"$8,434",8.3
WestJet,WestJet,Boeing 757,,,1,1,,$73,$0,
WestJet,WestJet,Boeing 767,4,,,4,,$187,$748,24.5
WestJet,WestJet Encore,De Havilland Canada DHC-8 Dash 8,33,,,33,9,$31,"$1,033",2
Wizz Air,Wizz Air,Airbus A320,63,,9,72,8,$98,"$6,174",5.1
Wizz Air,Wizz Air,Airbus A321,11,4,,15,129,$115,"$1,264",0.6
