id,keywords,cast,director
10428,"['female nudity', 'hacker', 'nudity', 'computer virus', 'virtual reality', 'computer', 'sexual fantasy', 'prank', 'internet', 'cyberpunk', 'teenager', 'new york city', 'secret service', 'computer hacker', 'dream sequence']","['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford']",Iain Softley
17447,"['gay', 'aids', 'based on play or musical', 'hiv positive']","['Steven Weber', 'Patrick Stewart', 'Michael T. Weiss']",Christopher Ashley
9886,"['brain', 'childhood memory', 'dystopia', 'pharmaceutical industry', 'computer chip', 'courier', 'cyber', 'cyberpunk']","['Keanu Reeves', 'Dina Meyer', 'Takeshi Kitano']",Robert Longo
9482,"['judge', 'post-apocalyptic', 'dystopia', 'based on comic', 'police officer', 'based on graphic novel', 'frame up', 'dystopic future', 'framed for murder', 'gene', 'prosthetic limb', 'post holocaust', 'dna testing', 'dredd', '2000 ad']","['Sylvester Stallone', 'Diane Lane', 'Armand Assante']",Danny Cannon
19326,"['stripper', 'jury', 'jurist', 'independent film', 'jury duty', 'verdict']","['Pauly Shore', 'Tia Carrere', 'Stanley Tucci']",John Fortenberry
9344,"['puberty', 'first time']","['Leo Fitzpatrick', 'Rosario Dawson', 'Chloë Sevigny']",Larry Clark
9071,"['cinema', 'independent film', 'filmmaker']","['Steve Buscemi', 'Catherine Keener', 'Dermot Mulroney']",Tom DiCillo
8973,"['fanatic', 'supernatural', 'wizardry', 'resurrection', 'sect', 'occultism']","['Scott Bakula', ""Kevin J. O'Connor"", 'Famke Janssen']",Clive Barker
15730,[],"['Thomas Gibson', 'Ruth Marshall', 'Cameron Bancroft']",Denys Arcand
47608,"['suicide attempt', 'college', 'teen angst', 'mental illness', 'woman director']","[""Chris O'Donnell"", 'Drew Barrymore', 'Matthew Lillard']",Antonia Bird
2293,"['sex', 'game show', 'slacker', 'shopping', 'mall', 'ex-boyfriend ex-girlfriend relationship', 'jay and silent bob', 'silent man', 'coke', 'bandleader', 'aftercreditsstinger']","['Jason Lee', 'Jeremy London', 'Shannen Doherty']",Kevin Smith
9070,"['based on tv series', 'tokusatsu', 'superhero team', 'ethnic diversity', 'super sentai', 'power rangers', 'mighty morphin power rangers', 'mmpr']","['Amy Jo Johnson', 'Jason David Frank', 'David Yost']",Bryan Spicer
48787,"['chase', 'police', 'murder', 'mute', 'disk']","['Marina Zudina', 'Fay Ripley', 'Evan Richards']",Anthony Waller
34574,"['new york', 'vampire', 'dracula']","['Elina Löwensohn', 'Peter Fonda', 'David Lynch']",Michael Almereyda
1642,"['cheating', 'new identity', 'computer virus', 'chase', 'computer', 'stalking']","['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller']",Irwin Winkler
11472,"['parent child relationship', 'baby', 'marriage', 'pregnancy', 'child wish']","['Hugh Grant', 'Julianne Moore', 'Tom Arnold']",Chris Columbus
36196,"['library', 'party', 'independent film', 'free spirit', 'woman director', 'librarian']","['Parker Posey', 'Liev Schreiber', 'Anthony DeSando']",Daisy von Scherler Mayer
11980,"['angel', 'archangel gabriel', 'menschheit']","['Christopher Walken', 'Elias Koteas', 'Virginia Madsen']",Gregory Widen
58372,"['trauma', 'game show', 'female protagonist', 'christmas']","['Mia Farrow', 'Tony Goldwyn', 'Scott Glenn']",Norman René
32646,"['sex', 'chemical', 'medicine', 'housewife', 'pollution', 'quarantine', 'independent film', 'allergy', 'psychiatrist', 'illness', 'disorder', 'retreat', 'multiple chemical sensitivity (mcs)', 'environmental illness']","['Julianne Moore', 'Xander Berkeley', 'Dean Norris']",Todd Haynes
10533,"['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama', 'extramarital affair']","['Demi Moore', 'Gary Oldman', 'Robert Duvall']",Roland Joffé
10802,"['dancing', 'female nudity', 'go-go dancer', 'spanner', 'seduction', 'striptease', 'sexappeal']","['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon']",Paul Verhoeven
10149,"['smoking', 'robber', 'cigarette', 'cigar', 'laden', 'independent film', 'writer']","['Harvey Keitel', 'William Hurt', 'Giancarlo Esposito']",Wayne Wang
18402,"['horse', 'savannah', 'based on true story', 'family']","['Julia Roberts', 'Dennis Quaid', 'Robert Duvall']",Lasse Hallström
9348,"['telepathy', 'dna', 'paranoia', 'genetics', 'instinct', 'femme fatale', 'alien', 'on the run', 'decapitation', 'sexual attraction', 'los angeles', 'cocoon', 'genetic engineering', 'scientists', 'alien dna']","['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen']",Roger Donaldson
281,"['pornography', 'prostitute', 'rape', 'police brutality', 'dream', 'ex-girlfriend', 'future', 'bodyguard', 'rapper', 'virtual reality', 'dystopia', 'minidisc', 'police', 'ex-cop', 'murder', 'cyberpunk', 'los angeles', 'violence', 'criminal', 'private detective', 'revolt', 'woman director']","['Ralph Fiennes', 'Angela Bassett', 'Tom Sizemore']",Kathryn Bigelow
5967,"['car mechanic', 'letter', 'musical', 'war', 'single']","['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon']",Jacques Demy
79593,[],"['Daryl Hannah', 'Keith Carradine', 'Moira Kelly']",Wesley Strick
47939,"['baseball', 'drifter', 'dog', 'korean war', 'woman director']","['Patrick Swayze', 'Mary Elizabeth Mastrantonio', 'Joseph Mazzello']",Martha Coolidge
36834,"['mentor', 'poet', 'woman director']","['Leonardo DiCaprio', 'David Thewlis', 'Romane Bohringer']",Agnieszka Holland
9090,"['transvestism', 'gay', 'new york', 'drag queen', 'homophobia', 'travel', 'road movie', 'woman director']","['Patrick Swayze', 'Wesley Snipes', 'John Leguizamo']",Beeban Kidron
3512,"['terrorist', 'pentagon', 'satellite', 'navy seal', 'train']","['Steven Seagal', 'Eric Bogosian', 'Everett McGill']",Geoff Murphy
52856,['woman director'],"['Andie MacDowell', 'John Turturro', 'Michael Richards']",Diane Keaton
77350,['fashion'],"['Sandra Bernhard', 'Isaac Mizrahi', 'Naomi Campbell']",Douglas Keeve
9560,"['world war ii', 'vineyard', 'love', 'remake', 'pregnancy', 'harvest', 'grape', 'abandoned woman']","['Keanu Reeves', 'Aitana Sánchez-Gijón', 'Anthony Quinn']",Alfonso Aráu
9804,"['ocean', 'tattoo', 'mutant', 'water', 'dystopia', 'doomsday']","['Kevin Costner', 'Chaim Girafi', 'Rick Aviles']",Kevin Reynolds
31611,"['dystopia', 'black white relations', 'alternative universe']","['John Travolta', 'Harry Belafonte', 'Kelly Lynch']",Desmond Nakano
49805,[],"['Albert Finney', 'Greta Scacchi', 'Matthew Modine']",Mike Figgis
50797,"['wife husband relationship', 'colonel']","['Nikita Mikhalkov', 'Oleg Menshikov', 'Ingeborga Dapkunaite']",Nikita Mikhalkov
19155,"['monk', 'mountain', 'restaurant', 'war photographer', 'christian', 'fashion photographer', 'girl', 'violence', 'albanian', 'macedonia']","['Katrin Cartlidge', 'Rade Serbedzija', 'Grégoire Colin']",Milčo Mančevski
76,"['dialogue', 'sunrise', 'talking', 'soulmates', 'walking', 'austria', 'traveller', 'danube', 'bittersweet', 'romantic', 'vienna']","['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert']",Richard Linklater
11017,['woman director'],"['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson']",Tamra Davis
37141,"['alcohol', 'obsession', 'babysitter', 'party', 'teenager', 'parents']","['Alicia Silverstone', 'Jeremy London', 'J.T. Walsh']",Guy Ferland
9382,"['aids', 'roommate', 'homicide', 'car journey', 'friendship', 'friends', 'homosexuality', 'escape', 'road movie']","['Whoopi Goldberg', 'Mary-Louise Parker', 'Drew Barrymore']",Herbert Ross
6715,['mississippi'],"['Brad Renfro', 'Joseph Mazzello', 'Annabella Sciorra']",Peter Horton
18256,"['castle', 'voyeurism']","['Jeffrey Combs', 'Barbara Crampton', 'Jonathan Fuller']",Stuart Gordon
22625,"['forbidden love', 'moral conflict', 'independent film']","[""Chris O'Donnell"", 'Minnie Driver', ""Geraldine O'Rawe""]",Pat O'Connor
2292,"['salesclerk', 'loser', 'aftercreditsstinger']","[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes']",Kevin Smith
1909,"['sex addiction', 'love', 'mental institution', 'patient', 'psychiatrist', 'don juan']","['Johnny Depp', 'Marlon Brando', 'Faye Dunaway']",Jeremy Leven
8984,"['employee', 'workplace', 'sexual harassment', 'intrigue']","['Michael Douglas', 'Demi Moore', 'Donald Sutherland']",Barry Levinson
4954,"['terrorist', 'transport of prisoners', 'airplane', 'parachuting', 'suspense']","['Wesley Snipes', 'Gary Busey', 'Yancy Butler']",John Badham
62488,"['heist', 'expectant father']","['Dylan McDermott', 'Nancy Travis', 'James Le Gros']",Jack Baran
10531,"['married couple', 'chile', 'pinochet-regime', 'revenge', 'doctor', 'torture', 'humiliation']","['Sigourney Weaver', 'Ben Kingsley', 'Stuart Wilson']",Roman Polanski
11929,"['child abuse', 'detective', 'based on novel', 'bar', 'island', 'suspicion of murder', 'murder', 'suspense', 'dysfunctional family', 'domestic violence', 'reporter', 'maid', 'anger', 'alcoholic', 'accident', 'abusive father', 'abusive husband', 'anti-depressant', 'bangor-maine', 'bank account']","['Kathy Bates', 'Jennifer Jason Leigh', 'Judy Parfitt']",Taylor Hackford
8467,"['gas station', 'motel', 'utah', 'stupidity', 'pill', 'prank', 'cigar smoking', 'violence', 'criminal', 'fired from the job', 'clumsiness', 'stepmother stepdaughter relationship', 'sitting on a toilet', 'aspen colorado', 'parakeet', 'defecation', 'scooter', 'hotel suite', 'endangered species', 'foolish', 'laxative']","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']",Peter Farrelly
10451,"['cooking', 'sense of life', 'daughter', 'dating', 'family']","['Sihung Lung', 'Yu-Wen Wang', 'Jacklyn Wu ']",Ang Lee
20156,"['secret', 'nightclub', 'pet shop', 'independent film', 'unhappiness']","['Bruce Greenwood', 'Mia Kirshner', 'Elias Koteas']",Atom Egoyan
18395,"['female nudity', 'sexuality', 'island', 'love', 'mistress', 'kinky', 'smuggler', 'bdsm']","['Dana Delany', 'Paul Mercurio', ""Rosie O'Donnell""]",Garry Marshall
522,"['individual', 'taxi', 'transsexuality', 'fortune teller', 'film business', 'film making', 'film producer', 'vororte', 'film maker', 'boxer', 'film director', 'oddball', 'celebrity', 'morphine', 'movie studio', 'los angeles', 'drug addict', 'cult director', 'theremin', 'handgun', 'trick or treating', 'actor', 'transvestite']","['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker']",Tim Burton
397,"['paris', 'airport', 'in love with enemy', 'canadian', 'necklace', 'fear of flying', 'deal', 'vineyard', 'smuggling']","['Meg Ryan', 'Kevin Kline', 'Timothy Hutton']",Lawrence Kasdan
10525,"['paris', 'dallas', 'basketball', 'crisis', 'falling in love', 'referee']","['Billy Crystal', 'Debra Winger', 'Joe Mantegna']",Billy Crystal
27985,"['wilderness', 'boy and dog']","['Mimi Rogers', 'Jesse Bradford', 'Bruce Davison']",Phillip Borsos
15789,"['father son relationship', 'pop singer', 'musical', 'celebrity', 'road trip', 'dead mother', 'first love', 'goofy']","['Bill Farmer', 'Jason Marsden', 'Rob Paulsen']",Kevin Lima
27303,['suspense'],"['Jeff Goldblum', 'Christine Lahti', 'Alicia Silverstone']",Brett Leonard
21183,"['father son relationship', 'based on novel', 'reincarnation', 'talking dog', 'car accident', 'dog', 'flashback', 'dog movie']","['Samuel L. Jackson', 'Matthew Modine', 'Nancy Travis']",Carlo Carlei
10954,"['brother brother relationship', 'opera', 'eunuch', 'biography', 'dresden', 'opera singer']","['Stefano Dionisi', 'Enrico Lo Verso', 'Elsa Zylberstein']",Gérard Corbiau
47867,['country music'],"['Ted Manson', 'Afemo Omilami']",Mark Lewis
43475,[],[],Art Clokey
72031,[],"['Ice Cube', 'Lori Petty', 'Erich Anderson']",Charles Burnett
14275,"['chicago', 'sports team', 'ghetto', 'narration', 'college', 'sport', 'basketball', 'high school sports', 'independent film', 'inner city', 'high school student']","['William Gates', 'Arthur Agee', 'Steve James']",Steve James
1024,"['mother', 'sex', 'secret', 'obsession', 'literature', 'nudity', 'fantasy', 'passion', 'love', 'friends', 'murder', 'independent film', 'lesbian', 'true', 'relationship']","['Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse']",Peter Jackson
17207,[],"['Sinbad', 'Phil Hartman', 'Jeffrey Jones']",Randall Miller
13701,"['deafness', 'sister-in-law', 'character study', 'uncle nephew relationship', 'für elise']","['Gary Oldman', 'Jeroen Krabbé', 'Isabella Rossellini']",Bernard Rose
14819,"['overweight', 'summer camp']","['Ben Stiller', 'Aaron Schwartz', 'Kenan Thompson']",Steven Brill
32631,[],"['Christopher Lambert', 'John Lone', 'Joan Chen']",J. F. Lawton
11777,"['wedding vows', 'mathematician', 'car mechanic', 'comet', 'albert einstein', ""halley's comet""]","['Tim Robbins', 'Meg Ryan', 'Walter Matthau']",Fred Schepisi
628,"['paris', 'san francisco', 'vampire', 'plantation', 'pity', 'bite', 'fang vamp']","['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst']",Neil Jordan
87729,"['france', 'revolution', 'biography', 'president', 'history']","['Nick Nolte', 'Greta Scacchi', 'Thandie Newton']",James Ivory
18713,"['new york', 'telephone joke', 'gangster']","['John G. Brennan', 'Kamal Ahmed', 'Alan Arkin']",James Melkonian
6280,"['baby', 'medicine', 'media', 'pregnancy', 'scientist', 'science', 'male pregnancy', 'fertility', 'gynaecology', 'ceasarean birth']","['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson']",Ivan Reitman
9061,"['rape', 'black people', 'florida', 'professor', 'harvard university', 'innocence', 'revenge', 'suspense']","['Sean Connery', 'Laurence Fishburne', 'Blair Underwood']",Arne Glimcher
37108,"['time travel', 'kids', 'medieval times']","['Thomas Ian Nicholas', 'Joss Ackland', 'Art Malik']",Michael Gottlieb
6071,['hoodlum'],"['David Caruso', 'Samuel L. Jackson', 'Nicolas Cage']",Barbet Schroeder
11,"['android', 'galaxy', 'hermit', 'death star', 'lightsaber', 'jedi', 'rescue mission', 'empire', 'rebellion', 'planet', 'smuggler', 'the force', 'space opera', 'galactic war', 'stormtrooper', 'totalitarianism']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",George Lucas
9587,"['depression', 'mother daughter relationship', 'pregnant', 'desire', 'chalkboard', '\xa0nightgown', 'louisa may alcott', 'birth of twins', 'woman director']","['Winona Ryder', 'Gabriel Byrne', 'Trini Alvarado']",Gillian Armstrong
19101,"['based on novel', 'servant', 'private school', 'female friendship', 'boarding school', 'british', 'school', 'little girl', 'orphan', 'india', 'rich poor', 'father daughter relationship', 'schoolgirl', 'presumed dead', 'attic', 'imagination', 'african american servant', 'fantasy life']","['Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham']",Alfonso Cuarón
49980,"['love', 'children', 'family', 'social services']","['Crissy Rock', 'Vladimir Vega', 'Sandie Lavelle']",Ken Loach
17961,[],"['Emmanuelle Béart', 'François Cluzet', 'Nathalie Cardone']",Claude Chabrol
18183,"['chocolate', 'jealousy', 'sister sister relationship', 'cooking', 'mexican revolution', 'marriage', 'wedding', 'single mother', 'recipe', 'magic realism', 'new mexican cinema', 'new latin american cinema']","['Marco Leonardi', 'Lumi Cavazos', 'Regina Torné']",Alfonso Aráu
4476,"['brother brother relationship', 'montana', 'based on novel', 'world war i', 'journey round the world']","['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']",Edward Zwick
11008,"['headquarter', 'military base', 'military service', 'base', 'major', 'military spoof', 'instructor']","['Damon Wayans', 'Orlando Brown', 'Michael Ironside']",Nick Castle
47504,"['russian mafia', 'dysfunctional family', 'brothers']","['Edward Furlong', 'Tim Roth', 'Moira Kelly']",James Gray
32325,"['east los angeles', 'gang', 'los angeles', 'poverty', 'gang member', 'hispanic', 'mexican american', 'girl gang', 'woman director', 'cholo', 'chola']","['Angel Aviles', 'Seidy López', 'Jacob Vargas']",Allison Anders
43742,"['cruise', 'disabled', 'empire state building', 'accident', 'accident victim']","['Warren Beatty', 'Annette Bening', 'Katharine Hepburn']",Glenn Gordon Caron
28313,"['mother', 'child abuse', 'single parent', 'based on novel', 'smoking', 'baby', 'social work', 'drug addiction', 'adoption', 'liberation', 'social worker', 'self-abandonment', 'court case', 'custody battle', 'son', 'looking for  birth parents', 'surrogate mother', 'racist', 'interracial relationship', 'extramarital affair']","['Jessica Lange', 'Halle Berry', 'David Strathairn']",Stephen Gyllenhaal
11318,"['queen', 'kingdom', 'biography', 'victorian england', 'psychopathy']","['Nigel Hawthorne', 'Helen Mirren', 'Ian Holm']",Nicholas Hytner
3036,"['human experimentation', 'frankenstein', 'remake']","['Robert De Niro', 'Kenneth Branagh', 'Tom Hulce']",Kenneth Branagh
40490,[],"['Farrah Fawcett', 'Chevy Chase', 'Jonathan Taylor Thomas']",James Orr
24070,"['holiday', 'rollerblades', 'cross dresser', 'woman director', 'suicide hotline', 'christmas']","['Steve Martin', 'Madeline Kahn', 'Robert Klein']",Nora Ephron
8986,"['prostitute', 'tree house', 'red-light disctrict', 'young people', 'stripper', 'make a match', 'mob boss']","['Melanie Griffith', 'Ed Harris', 'Michael Patrick Carter']",Richard Benjamin
10510,"['holiday', 'competition', 'new love', 'santa claus', 'department store', 'miracle', 'wish', 'christmas']","['Richard Attenborough', 'Elizabeth Perkins', 'Dylan McDermott']",Les Mayfield
17402,[],"['Sarah Jessica Parker', 'Antonio Banderas', 'Mia Farrow']",David Frankel
38722,"['immigrant', 'marriage', 'independent film', 'family relationships', 'los angeles', 'family', 'death of wife']","['Edward James Olmos', 'Jimmy Smits', 'Esai Morales']",Gregory Nava
8438,"['prison', 'prisoner', 'death row', 'alcatraz', 'lawyer', 'courtroom', 'murder trial', '1940s', 'mistreatment', 'public defender', 'prisoner abuse']","['Christian Slater', 'Kevin Bacon', 'Gary Oldman']",Marc Rocco
