Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
# 100,Barleywine - American,Nøgne Ø - Det Kompromissløse Bryggeri A/S,Nøgne Ø - Det Kompromissløse Bryggeri A/S # 100,"Notes:23,5° P, 80 IBU.First brewed to celebrate the 100th batch. Ingredients: Maris Otter, wheat, and chocolate malt; Columbus, Chinook, and Centennial hops; English ale yeast, and our local Grimstad water.\t",10,60,100,18,70,43,85,92,26,1,53,95,15,113,4.013761,4.15367,4.084862,4.094037,3.961009,218
Old Numbskull - Bourbon Barrel-Aged,Barleywine - American,AleSmith Brewing Company,AleSmith Brewing Company AleSmith Old Numbskull - Barrel Aged,"Notes:A West Coast style barleywine. A huge malt profile and a very aggressive dose of premium domestic hops give Old Numbskull a tantalizing complexity, from the aroma to the aftertaste. A year spent in bourbon barrels adds amazing depth and complexity.\t",11,60,100,9,57,67,26,113,20,0,36,23,25,132,4.34127,4.071429,4.301587,4.349206,4.198413,63
Devil's Milk,Barleywine - American,DuClaw Brewing Company,DuClaw Brewing Company Devil's Milk,"Notes:Our award winning barleywine will seduce you with its assertive hop bill (that changes each year to make each vintage unique), citrus flavors, and warming 10% ABV. Devil’s Milk is best served in a snifter to accommodate its ABV and allow complex flavors to emerge as it warms in your hands.\t",10,60,100,15,73,45,78,125,80,2,122,117,9,103,3.844156,3.948052,3.896104,3.896104,3.785714,77
Big Worse,Barleywine - American,Mikkeller ApS,Mikkeller ApS Big Worse,"Notes:Brewed at De Proefbrouwerij.Ingredients: Water, malt (pils and caramunich), candy sugar, hops (nugget, cascade and centennial) and ale yeast.\t",12,60,100,14,50,58,67,137,71,0,110,79,12,114,3.894737,3.62201,3.688995,3.825359,3.600478,209
Chicken Killer Barley Wine,Barleywine - American,Santa Fe Brewing Company,Santa Fe Brewing Company Chicken Killer Barley Wine,"Notes:Chicken Killer Barley Wine is the revolutionary beer that will someday define America's unique Barley Wine style. It is brewed with twice the ingredients of the Santa Fe Brewing Company's other beers, and only half the usual amount of liquid is extracted from these ingredients. This makes one substantial beer. At over ten percent alcohol, Chicken Killer is actually as substantial as wine, but this is not to say that it is difficult to drink. On the contrary; be careful with this one. The flavors of the beer are at first as overwhelming as the intense Santa Fe sun. But in the same way our sun gives us the unrivaled brilliant colors of Santa Fe, the potency of Chicken Killer gives us the remarkable spectrum of flavors that can be found in no other beer, in no other city. If you did not have the opportunity to try last year's vintage, come try this year's!\t",10,60,100,13,41,40,61,85,38,0,47,61,4,104,3.566667,3.925926,3.7,3.607407,3.544444,135
Olde Bluehair Barley Wine,Barleywine - American,Big Sky Brewing Company,Big Sky Brewing Company Olde Bluehair - Barrel Aged,Notes:75 IBU\t,12,60,100,10,53,63,53,71,22,1,32,56,23,114,3.979452,3.986301,3.876712,4.068493,3.917808,73
Old Blarney Barleywine,Barleywine - American,Moylan's Brewery,Moylan's Brewery Old Blarney Barleywine,Notes:,10,60,100,14,66,38,61,107,39,0,64,69,6,119,3.884783,4.026087,3.936957,3.884783,3.821739,230
Druid Fluid,Barleywine - American,"Middle Ages Brewing Co., Ltd.","Middle Ages Brewing Co., Ltd. Druid Fluid",Notes:,9.5,60,100,25,55,39,90,116,56,3,88,105,4,102,3.945607,4.012552,3.958159,3.943515,3.834728,239
Holidale,Barleywine - American,Berkshire Brewing Company Inc.,Berkshire Brewing Company Inc. Holidale,Notes:,9.5,60,100,15,72,50,79,103,42,0,53,69,27,107,3.831325,3.987952,3.906627,3.990964,3.891566,166
Old Howling Bastard,Barleywine - American,Blue Point Brewing Company,Blue Point Brewing Company Blue Point Old Howling Bastard,"Notes:Our special barley wine is made with English 2-row barley and Vienna malt. Its robust, malty, caramel flavor is balanced by lots and lots of hops, giving it a great depth of character.\t",10,60,100,9,59,37,45,100,34,0,44,60,11,115,3.826733,3.955446,3.841584,3.80198,3.717822,101
Old Backus Barleywine,Barleywine - American,Free State Brewing Co.,Free State Brewing Co. Old Backus Barleywine,"Notes:Bronze Medal Winner, 1997 World Beer Championships - Barleywines.Old Backus contains just over 2,000 pounds of malt and 55 pounds of hops. The original gravity is 25.6 P/1092 which contributes to an alcohol content of 10.5% by volume. This is a tremendously complex beer that should be savoured slowly and in moderation. It will continue to change with age as it is served unfiltered.This barleywine is named after Richard Backus, an old friend to the Brewery.\t",10.5,60,100,7,62,45,56,127,39,1,49,62,4,108,4.446429,4.116071,4.410714,4.491071,4.375,56
§ucaba,Barleywine - English,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. §ucaba (Abacus),"Notes:Also known as Abacus2011 Reserve Series Bottle Notes:O.G. 27 PlatoF.G. 4.7 PlatoI.B.U. 42 unitsYeast: British Ale (House)Cases: 1500 producedColor: 36SRM (Dark Ruby)2014 Bottle NotesO.G. 27 PlatoF.G. 4.7 PlatoI.B.U. 42 unitsYeast: British Ale (House)Cases: 3500 producedColor: 36SRM (Dark Ruby)Matured for 1 year in a blend of Heaven Hill, 4 Roses, and Old Fitzgerald barrels.\t",12.5,40,60,5,51,74,24,105,23,0,50,19,18,112,4.376302,4.057292,4.292969,4.505208,4.375,384
Insanity,Barleywine - English,Weyerbacher Brewing Co.,Weyerbacher Brewing Co. Insanity,"Notes:Insanity, 13.3% ABV, is made by aging our Blithering Idiot Barleywine Ale in whiskey barrels. The barrel aging imparts an additional level of complexity to an already intense malt profile by adding a combination of vanilla, oak and whiskey notes.\t",13.3,40,60,7,56,55,19,103,27,0,68,19,27,88,4.17916,4.03973,4.104948,4.238381,3.976012,667
Blithering Idiot,Barleywine - English,Weyerbacher Brewing Co.,Weyerbacher Brewing Co. Blithering Idiot,Notes:,11.1,40,60,2,44,47,29,138,26,0,62,31,15,97,3.71981,3.777476,3.774084,3.74152,3.607191,737
Mother Of All Storms,Barleywine - English,Pelican Pub & Brewery,Pelican Pub & Brewery Mother Of All Storms,"Notes:First Release - November 2008 'The Perfect Storm'2007 Stormwatcher's Winterfest Barleywine, aged in 1998 Evan Williams Bourbon Barrels.Second Release - October 2009 'The Perfect Storm'2008 Stormwatcher's Winterfest Barleywine, aged in 1998 Evan Williams Bourbon Barrels.***NOTE - Third Release - November 2010 The name was changed to 'Mother of All Storms' for trademark reasons.***Fourth Release - November 201131.7 degrees PlatoAlcohol: 13.5% by volumeBitterness: 40 IBU\t",14,40,60,10,66,86,37,156,34,1,77,12,27,168,4.519305,4.206564,4.397683,4.523166,4.281853,259
Old Foghorn,Barleywine - English,Anchor Brewing Company,Anchor Brewing Company Anchor Old Foghorn,"Notes:Old Foghorn® is brewed based on historic English barleywine methods. It is highly hopped, fermented with a true top-fermenting ale yeast, carbonated by a natural process called ""bunging"" to produce champagne-like bubbles, and dry-hopped with additional Cascade hops while it ages in our cellars. Made only from “first wort,” the rich first runnings of an all-malt mash, three mashes are required to produce just one barleywine brew.ABV varies slightly over the years.\t",10,40,60,10,62,37,56,116,36,0,82,64,15,110,3.935225,3.882762,3.862955,3.96788,3.853854,934
Double Double Barrel Ale,Barleywine - English,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Double Double Barrel Ale,Notes:,12,40,60,10,45,49,16,67,13,0,35,9,32,101,3.911765,4.117647,4.058824,4.264706,4.117647,17
Mirror Mirror,Barleywine - English,Deschutes Brewery,Deschutes Brewery Mirror Mirror,"Notes:Bottled/kegged vintages:2005 - Released February 20062009 - Released April 20092014 - Released April 2014The Reserve Series romance all began with our first release of this limited-edition brew. Mirror Mirror, born of a double batch of Mirror Pond Pale Ale, is an inspired barley wine ale layered with intriguing nuances. Explore this latest incarnation and enjoy its delicious complexity in every sip.30 IBU\t",11,40,60,18,56,19,32,119,28,0,77,29,18,104,4.122807,4.117794,4.154135,4.246867,4.096491,399
Arctic Devil Barley Wine,Barleywine - English,Midnight Sun Brewing Co.,Midnight Sun Brewing Co. Arctic Devil Barley Wine,"Notes:Arctic Devil Barley Wine, aptly named after the ferocious wolverine of the north, is an English-style (meaning malt-inclined) barley wine. Though the recipe and process for Arctic Devil have evolved over the years, it is brewed once a year then aged in oak barrels for several months before the entire batch is blended, bottled and released.In its youth, Arctic Devil gnarls and snarls its way across the palate. Containing this beast of a beer for long periods in oak barrels--some having previously aged port, wine or whiskey--tames the unleashed malt and fierce hop flavors, melding and mellowing this powerful liquid into an incredible elixir worthy of a brewer's table.Each annual batch of Arctic Devil Barley Wine represents the brewers' resolve to create an intriguing and sought-after barley wine by precisely brewing to well-designed specifications, carefully selecting the type and combination of barrels to use for aging, and meticulously checking the beer as it ages. Distinct nuance and complexity are contributed by the wood's previous tenants, resulting in unique flavor profiles in each batch that continue to change over time. We invite you to savor Arctic Devil Barley Wine upon its release then cellar some for future enjoyment.20 IBU\t",13.2,40,60,10,72,69,28,123,23,0,49,23,24,141,4.38756,4.119617,4.334928,4.437799,4.19378,209
Horn Dog,Barleywine - English,Flying Dog Brewery,Flying Dog Brewery Horn Dog Barley Wine Style Ale,Notes:,10.2,40,60,8,43,50,22,100,25,0,63,21,9,65,3.839923,3.845026,3.870536,3.885204,3.71301,784
Bourbon Barrel-Aged Barley Wine,Barleywine - English,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Bourbon Barrel Barley Wine,Notes:,14.5,40,60,7,47,94,24,99,14,1,44,8,25,123,4.419492,3.936441,4.169492,4.34322,4.152542,118
J.W. Lees Harvest Ale (Lagavulin Whisky Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Lagavulin Whisky Cask),Notes:,11.5,40,60,9,54,59,11,126,22,1,64,6,54,74,4.135922,3.808252,3.985437,4.024272,3.742718,206
Bligh's Barleywine Ale,Barleywine - English,Dry Dock Brewing Co.,Dry Dock Brewing Co. Bligh's Barleywine Ale,"Notes:Malty and complex, this big beer has a strong caramel backbone supporting oak and whiskey flavors with hints of dark fruits. The nose wafts of coconut, toffee, and a smooth hint of alcohol. The flavor and aroma meld, becoming one after just a single sip. This beer is ready to drink, but also ages with the best of them.\t",10,40,60,4,62,64,13,123,31,0,46,7,18,96,4.44,4.07,4.23,4.5,4.45,50
J.W. Lees Harvest Ale (Calvados Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Calvados Cask),Notes:,11.5,40,60,9,38,48,23,188,74,0,93,22,30,93,4.149171,3.80663,4.069061,4.151934,3.922652,181
J.W. Lees Harvest Ale (Port Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Port Cask),Notes:This fully fermented ale can be enjoyed now or laid down like a fine wine for enjoyment to come.\t,11.5,40,60,7,48,38,23,148,36,0,89,9,14,76,4.266272,3.914201,4.192308,4.289941,4.044379,169
Ridge Runner,Barleywine - English,Rock Art Brewery,Rock Art Brewery Ridge Runner,"Notes:""Robust, Dark and Smooth, hold on to your hat cause you’ll lose your feet on this one!"" Brewed with pale, dark crystal, Munich, flaked barley, black and chocolate malts. Hops include Cascade, Crystal, Challenger and Perle.\t",7.2,40,60,9,53,20,27,80,22,2,45,29,5,114,3.505556,3.769444,3.325,3.458333,3.591667,180
J.W. Lees Harvest Ale (Sherry Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,J.W. Lees & Co (Brewers) Ltd J.W. Lees Harvest Ale (Sherry Cask),Notes:,11.5,40,60,5,58,22,24,134,40,0,85,30,31,101,4.144828,3.868966,4.131034,4.134483,3.868966,145
Irish Walker,Barleywine - English,Olde Hickory Brewery,Olde Hickory Brewery Irish Walker,"Notes:A long slow fermentation and cold aging makes Irish Walker a well rounded, complex Barley Wine Ale. Released only once a year, it exhibits malty sweetness, fruity esters, and hoppy balance. This ale will age well for years to come.\t",10.14,40,60,7,83,62,58,186,52,0,105,40,17,170,3.932692,3.980769,3.903846,3.971154,3.855769,52
Criminally Bad Elf Barleywine-Style Ale,Barleywine - English,Ridgeway Brewing,Ridgeway Brewing Criminally Bad Elf,Notes:,10.5,40,60,13,63,52,34,125,44,0,82,52,14,92,3.457143,3.62,3.465714,3.445714,3.388571,175
Commander,Barleywine - English,Lift Bridge Brewery,Lift Bridge Brewery Commander,"Notes:The Commander™ is our English-Style Barleywine ale brewed with heavy fists of malts and subtle, sweet Cardamom. Aged in bourbon barrels, its bold, complex flavor reaches heights measured only by the building of its namesake. This 12.5% ABV treat is best enjoyed in smaller portions when you have some time to savor it, between now and 2020.\t",12.5,40,60,4,51,71,10,96,17,0,34,11,66,95,3.964286,3.821429,4.071429,4.035714,4.035714,14
Pugsley's Signature Series: Barley Wine,Barleywine - English,Shipyard Brewing Co.,Shipyard Brewing Co. Shipyard Barley Wine Style Ale (Pugsley's Signature Series),"Notes:This addition to the Pugsley's Signature Series collection is a big beer made with six different malts and balanced with a very full hop charge. It is a deep reddish brown in color with a complex fruity nose, a very full body, and an interesting balance between grains and hops which ends with a pleasing dry taste.\t",8.5,40,60,23,99,30,65,124,42,0,63,54,20,130,3.666667,3.949612,3.631783,3.604651,3.635659,129
Bommen & Granaten,Barleywine - English,Brouwerij De Molen,Brouwerij De Molen Bommen & Granaten,Notes:750ml: 53.9 IBU 330ml: 57 IBU\t,15.2,40,60,11,55,39,36,144,45,0,88,30,6,70,3.892857,3.440476,3.714286,3.845238,3.702381,42
Double Old Thumper Ale,Barleywine - English,Shipyard Brewing Co.,Shipyard Brewing Co. Double Old Thumper Ale,Notes:,11.2,40,60,2,62,63,57,145,54,0,80,68,17,125,3.515873,3.928571,3.531746,3.452381,3.357143,63
Wooden Hell,Barleywine - English,Flossmoor Station Restaurant & Brewery,Flossmoor Station Restaurant & Brewery Wooden Hell,"Notes:GABF 2006 Strong Barrel Aged Bronze, Woodford Reserve Barrel Aged Barleywine\t",9.5,40,60,11,77,90,35,134,28,0,78,44,51,143,4.605263,4.177632,4.460526,4.605263,4.546053,76
Golden Pride,Barleywine - English,Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Golden Pride,Notes:,8.5,40,60,9,48,54,37,101,35,0,59,39,4,111,4,4.083333,4.006944,4.145833,3.958333,72
Stormwatcher's Winterfest,Barleywine - English,Pelican Pub & Brewery,Pelican Pub & Brewery Stormwatcher's Winterfest,Notes:32.1 degrees PlatoAlcohol: 13.0% by volumeBitterness: 31 IBUColor: 54 SRM\t,13,40,60,7,57,46,29,122,26,2,74,30,16,130,4.188679,4.037736,4.169811,4.283019,4.113208,53
Old Abominable,Barleywine - English,Stoudts Brewing Co.,Stoudts Brewing Co. Old Abominable,Notes:,9,40,60,11,51,23,29,114,33,6,53,36,4,91,3.761905,3.936508,3.738095,3.68254,3.801587,63
Fuller's ESB,Bitter - English Extra Special / Strong Bitter (ESB),Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Fuller's ESB,"Notes:Twice named World Champion Beer, Fuller’s ESB is one of the most decorated ales of its time. A winner born and brewed, it’s a strong, full-bodied ale that has delighted drinkers for decades with its smooth, mellow bitterness and superbly satisfying finish.\t",5.9,20,40,15,59,16,41,63,23,0,37,57,10,67,3.912885,4.001216,4.036062,4.130065,4.194895,1234
