Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Wallpaper,Flooring,Furniture List,Furniture Name List,Filename,Unique Entry ID
Bitty,https://acnhcdn.com/latest/NpcIcon/hip05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHip05.png,https://acnhcdn.com/drivesync/render/houses/hip05_204_Bitty.png,Hippo,Female,Snooty,A,Education,10/6,my dear,K.K. Disco,Necessity is the mother of all invention.,Cute,Elegant,Pink,Orange,4403.0,gray molded-panel wall,lobby flooring,2554;1127;1816;7531;3560;1128;4338;3195;3948,double sofa;old sewing machine;changing room;ironing board;iron worktable;sewing machine;portable record player;ironwood cart;accessories stand,hip05,JGyY83aN4ocBGZs8s
Blaire,https://acnhcdn.com/latest/NpcIcon/squ01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu01.png,https://acnhcdn.com/drivesync/render/houses/squ01_353_Blaire.png,Squirrel,Female,Snooty,B,Fashion,7/3,nutlet,K.K. Bossa,Practice makes perfect.,Gorgeous,Elegant,Orange,Brown,2704.0,arched-window wall,gold iron-parquet flooring,3943;3971;4027;7235;7538;7236;7232;4027;4027;7337;4054;3949;10244;4046;7234;7527,ironwood DIY workbench;imperial partition;floral swag;rose bed;simple medium purple mat;lily record player;mum cushion;floral swag;floral swag;iron entrance mat;rattan low table;anthurium plant;fragrance sticks;rattan end table;hyacinth lamp;flower stand,squ01,SjArzqyvbHAbgRz8D
Blanche,https://acnhcdn.com/latest/NpcIcon/ost08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst08.png,https://acnhcdn.com/drivesync/render/houses/ost08_275_Blanche.png,Ostrich,Female,Snooty,A,Nature,12/21,quite so,K.K. Jongara,Nothing beats personal experience.,Elegant,Gorgeous,Black,Brown,6025.0,standard tearoom wall,tatami flooring,3230;1029;725;7047;7865;3551;3974;4033;3970,futon;low screen;paper lantern;zen cushion;elaborate kimono stand;bamboo shelf;imperial low table;traditional tea set;imperial decorative shelves,ost08,2B4NDzz69JKjjqF9o
Bluebear,https://acnhcdn.com/latest/NpcIcon/cbr00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr00.png,https://acnhcdn.com/drivesync/render/houses/cbr00_74_Bluebear.png,Cub,Female,Peppy,B,Fashion,6/24,peach,Only Me,Candy makes the world go 'round.,Cute,Simple,White,Blue,7672.0,blue simple-cloth wall,blue dot flooring,3995;3998;3997;3999;3624;4000;3996;4003;4002;4001,cute DIY table;cute sofa;cute wardrobe;cute chair;cute bed;cute tea table;cute wall-mounted clock;cute music player;cute floor lamp;cute vanity,cbr00,ytYM52sRa4vhWW9cF
Bob,https://acnhcdn.com/latest/NpcIcon/cat00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat00.png,https://acnhcdn.com/drivesync/render/houses/cat00_52_Bob.png,Cat,Male,Lazy,B,Play,1/1,pthhpth,Neapolitan,You only live once...or nine times.,Simple,Cute,Colorful,Red,8205.0,blue playroom wall,colorful puzzle flooring,3205;1557;2558;1565;1558;1559;1561;3206;3623;3208,wooden-block stereo;wooden-block bed;wooden-block chair;wooden-block table;wooden-block bookshelf;wooden-block bench;wooden-block chest;wooden-block toy;toy box;wooden-block wall clock,cat00,KijzbrvT4obqCnBTw
Bonbon,https://acnhcdn.com/latest/NpcIcon/rbt17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt17.png,https://acnhcdn.com/drivesync/render/houses/rbt17_331_Bonbon.png,Rabbit,Female,Peppy,A,Play,3/3,deelish,Bubblegum K.K.,Hindsight is always 20/20.,Cute,Elegant,Light blue,Yellow,8360.0,cute yellow wall,white-paint flooring,3995;3997;3999;4001;4002;4000;7578;4003;3998;3624;3996,cute DIY table;cute wardrobe;cute chair;cute vanity;cute floor lamp;cute tea table;white heart rug;cute music player;cute sofa;cute bed;cute wall-mounted clock,rbt17,yEQijXt6x8kQxdTrD
Bones,https://acnhcdn.com/latest/NpcIcon/dog04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog04.png,https://acnhcdn.com/drivesync/render/houses/dog04_122_Bones.png,Dog,Male,Lazy,B,Play,8/4,yip yip,K.K. Étude,A snack a day keeps the vacuum away.,Simple,Cute,Beige,Brown,7851.0,classic-library wall,light wood-pattern flooring,4125;1308;1308;3672;787;4125;4125;4125;832;2014;3968;7339;2014;1759;3672;1759,wooden bookshelf;school chair;school chair;cardboard box;tape deck;wooden bookshelf;wooden bookshelf;wooden bookshelf;modern office chair;lecture-hall desk;homework set;rubber mud mat;lecture-hall desk;stack of books;cardboard box;stack of books,dog04,Y3F5fcfjvypECTqSm
Boomer,https://acnhcdn.com/latest/NpcIcon/pgn10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn10.png,https://acnhcdn.com/drivesync/render/houses/pgn10_295_Boomer.png,Penguin,Male,Lazy,B,Fitness,2/7,human,Farewell,Flying is believing.,Simple,Cool,Brown,Beige,4207.0,iceberg wall,iceberg flooring,3500;3500;3500;3500;343;343;7281;5337;7142,frozen pillar;frozen pillar;frozen pillar;frozen pillar;tiki torch;tiki torch;sleigh;three-tiered snowperson;simple DIY workbench,pgn10,jqR8knKhx3kGYTSSd
Boone,https://acnhcdn.com/latest/NpcIcon/gor02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor02.png,https://acnhcdn.com/drivesync/render/houses/gor02_186_Boone.png,Gorilla,Male,Jock,B,Fitness,9/12,baboom,Mountain Song,Never settle for second best.,Elegant,Cool,Colorful,Red,3258.0,cabin wall,wooden-knot flooring,4117;704;4043;4119;4044;4041;3943;4036;8417;7370;4037,wood-burning stove;tapestry;log round table;macrame tapestry;log extra-long sofa;log bed;ironwood DIY workbench;log decorative shelves;wall-mounted tool board;oval entrance mat;log wall-mounted clock,gor02,ZgTh9dkb3k36EPZ4o
Boots,https://acnhcdn.com/latest/NpcIcon/crd02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCrd02.png,https://acnhcdn.com/drivesync/render/houses/crd02_104_Boots.png,Alligator,Male,Jock,A,Play,8/7,munchie,Wandering,Strength lies in muscles.,Gorgeous,Active,Colorful,Purple,3450.0,rice-paddy wall,dirt flooring,3675;7142;7393;2754;1120;4038;4309;710;7229;3697;5978,hay bed;simple DIY workbench;pond stone;simple well;scarecrow;log stool;destinations signpost;bamboo bench;handcart;portable radio;bamboo lunch box,crd02,xEt4yY9KCa4KoERfM
Boris,https://acnhcdn.com/latest/NpcIcon/pig09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig09.png,https://acnhcdn.com/drivesync/render/houses/pig09_306_Boris.png,Pig,Male,Cranky,A,Nature,11/6,schnort,K.K. Oasis,Life's short. Eat chocolate.,Cool,Gorgeous,Purple,Black,3606.0,ancient wall,rocky-mountain flooring,5956;7348;7348;5959;794;8825;3473;8702;8702;5959;5959;3772;3772;5963;5958,Aquarius urn;red carpet;red carpet;Cancer table;phonograph;golden casket;golden seat;sphinx;sphinx;Cancer table;Cancer table;golden candlestick;golden candlestick;Pisces lamp;Sagittarius arrow,pig09,KRpDTZHnRjL2jn4H6
Boyd,https://acnhcdn.com/latest/NpcIcon/gor05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor05.png,https://acnhcdn.com/drivesync/render/houses/gor05_188_Boyd.png,Gorilla,Male,Cranky,A,Fitness,10/1,uh-oh,K.K. Groove,There's always time to take a second look.,Simple,Cool,Red,Black,2498.0,tree-lined wall,sidewalk flooring,146;146;1567;3943;1567;9568;8575;7229;9619;9619;3560;3697;724;2553;2553,cone;cone;oil barrel;ironwood DIY workbench;oil barrel;construction sign;outdoorsy shovel;handcart;utility pole;utility pole;iron worktable;portable radio;kettle;iron frame;iron frame,gor05,qmod2zJ2CrQtqzrxw
Bree,https://acnhcdn.com/latest/NpcIcon/mus03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus03.png,https://acnhcdn.com/drivesync/render/houses/mus03_253_Bree.png,Mouse,Female,Snooty,B,Fashion,7/7,cheeseball,K.K. Bossa,The gift says more about the giver.,Elegant,Gorgeous,Black,Blue,3696.0,white botanical-tile wall,blue desert-tile flooring,4052;4051;4049;2776;3775;4098;1840;4054;4003;1227;4048,rattan bed;rattan vanity;rattan wardrobe;tankless toilet;hanging terrarium;bidet;whirlpool bath;rattan low table;cute music player;deluxe washer;rattan towel basket,mus03,6khpEinhKwWjzZh9S
Broccolo,https://acnhcdn.com/latest/NpcIcon/mus12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus12.png,https://acnhcdn.com/drivesync/render/houses/mus12_259_Broccolo.png,Mouse,Male,Lazy,B,Play,6/30,eat it,I Love You,One nap leads to another.,Simple,Cute,Colorful,Yellow,2674.0,blue playroom wall,pastel puzzle flooring,2605;7134;7467;3965;1559;3623;5543;3208;7147;1561;86;7144;4003,wooden simple bed;wooden low table;blue dotted rug;painting set;wooden-block bench;toy box;wooden-blockstool;wooden-block wall clock;Mom's plushie;wooden-block chest;elephant slide;Mom's cushion;cute music player,mus12,yH5PZX3bdHRRxhCCX
Broffina,https://acnhcdn.com/latest/NpcIcon/chn12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlChn12.png,https://acnhcdn.com/drivesync/render/houses/chn12_96_Broffina.png,Chicken,Female,Snooty,A,Music,10/24,cluckadoo,K.K. Flamenco,Don't peck the hand that feeds you.,Gorgeous,Elegant,Black,Red,5645.0,purple desert-tile wall,rosewood flooring,1840;3951;1081;8465;4117;1288;3958;4017;794;3428;7235;3954;4027,whirlpool bath;antique console table;upright piano;velvet stool;wood-burning stove;fan palm;antique mini table;shower set;phonograph;wall-mounted TV (50 in.);rose bed;antique clock;floral swag,chn12,XSjgXrChHy9Trd5Pa
Bruce,https://acnhcdn.com/latest/NpcIcon/der03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDer03.png,https://acnhcdn.com/drivesync/render/houses/der03_111_Bruce.png,Deer,Male,Cranky,A,Nature,5/26,gruff,K.K. Blues,Nobody's perfect.,Cool,Simple,Black,Red,4366.0,street-art wall,paintball flooring,1708;7654;2614;1567;146;4226;144;7159;3816;1185;2555;2553,cassette player;electric kick scooter;mountain bike;oil barrel;cone;basketball hoop;manhole cover;cardboard sofa;streetlamp;phone box;garbage can;iron frame,der03,dzo5NgALeJ73j3sNd
Bubbles,https://acnhcdn.com/latest/NpcIcon/hip02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHip02.png,https://acnhcdn.com/drivesync/render/houses/hip02_201_Bubbles.png,Hippo,Female,Peppy,B,Fashion,9/18,hipster,K.K. Stroll,It's best to keep your lips and purse sealed.,Active,Cute,Purple,Pink,3290.0,perforated-board wall,pine-board flooring,7535;4226;3946;3960;4003;7529;7535;2012;2010;1744;3992;7264;955,kettlebell;basketball hoop;outdoor table;handy water cooler;cute music player;folding chair;kettlebell;chalkboard;ball;wall clock;key holder;champion's pennant;exit sign,hip02,K4k5ieRWQieA6Fqm8
Buck,https://acnhcdn.com/latest/NpcIcon/hrs00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs00.png,https://acnhcdn.com/drivesync/render/houses/hrs00_206_Buck.png,Horse,Male,Jock,B,Fitness,4/4,pardner,My Place,Keep your eyes on the prize.,Active,Simple,Gray,Brown,3671.0,pastel dotted wall,green vinyl flooring,3205;3672;1792;4756;85;7134;4125;4762;3252;1870;2736,wooden-block stereo;cardboard box;cushion;throwback wall clock;train set;wooden low table;wooden bookshelf;throwback container;LCD TV (50 in.);mug;retro fan,hrs00,Xi74RYjLgeBB8vopx
Bud,https://acnhcdn.com/latest/NpcIcon/lon00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon00.png,https://acnhcdn.com/drivesync/render/houses/lon00_236_Bud.png,Lion,Male,Jock,B,Fitness,8/8,shredded,Aloha K.K.,You're not living unless you're sweating!,Active,Simple,Green,Yellow,6821.0,tropical vista,sandy-beach flooring,3468;1117;3977;664;664;3468;9584;3946;1708;669,beach towel;sand castle;shell arch;beach chair;beach chair;beach towel;beach ball;outdoor table;cassette player;ukulele,lon00,WhJYGJgSfLF4ySXhh
Bunnie,https://acnhcdn.com/latest/NpcIcon/rbt00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt00.png,https://acnhcdn.com/drivesync/render/houses/rbt00_314_Bunnie.png,Rabbit,Female,Peppy,B,Fashion,5/9,tee-hee,Forest Life,"Hare today, gone tomorrow.",Cute,Cute,Green,Pink,9504.0,purple dotted wall,white-paint flooring,2596;3251;7137;9502;7327;2560;7144;1032;2605;9766;4003;4111;1783;3400;3995;9542;7134;3467,juicy-apple TV;gas range;wooden full-length mirror;clothes closet;apple rug;wooden chest;Mom's cushion;magazine rack;wooden simple bed;mini fridge;cute music player;old-fashioned alarm clock;corkboard;dish-drying rack;cute DIY table;Mom's playful kitchen mat;wooden low table;tea set,rbt00,XNBZBNmNXxC5bxz4t
Butch,https://acnhcdn.com/latest/NpcIcon/dog01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog01.png,https://acnhcdn.com/drivesync/render/houses/dog01_119_Butch.png,Dog,Male,Cranky,B,Music,11/1,ROOOOOWF,K.K. Western,A house without either a cat or a dog is a sad house indeed.,Cool,Simple,Blue,Gray,3262.0,western vista,highway flooring,4759;1567;146;1185;3692;9568;1708;4759;4140;1881,throwback race-car bed;oil barrel;cone;phone box;plain wooden shop sign;construction sign;cassette player;throwback race-car bed;retro gas pump;plastic canister,dog01,NPbD69TfvJAorLZ9a
Buzz,https://acnhcdn.com/latest/NpcIcon/pbr03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPbr03.png,https://acnhcdn.com/drivesync/render/houses/pbr03_281_Buzz.png,Eagle,Male,Cranky,A,Nature,12/7,captain,Drivin',Pride'll put you in a pickle.,Simple,Active,Yellow,Red,3326.0,summit wall,parking flooring,3946;2556;1802;971;1802;9767;4759;3947;1708,outdoor table;garbage pail;drink machine;snack machine;drink machine;garbage bin;throwback race-car bed;outdoor bench;cassette player,pbr03,LWLRkHDisDgGdJ5ju
Cally,https://acnhcdn.com/latest/NpcIcon/squ11.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu11.png,https://acnhcdn.com/drivesync/render/houses/squ11_363_Cally.png,Squirrel,Female,Normal,B,Nature,9/4,WHEE,K.K. Stroll,It's always teatime somewhere.,Cute,Elegant,Red,Green,3137.0,backyard-fence wall,daisy meadow,7236;1628;2319;1170;1620;6080;1624;333;3396;1082,lily record player;garden lantern;drinking fountain;swinging bench;hammock;tree's bounty big tree;garden gnome;birdhouse;natural garden table;picnic basket,squ11,DvkaYEh9vM2SXJLCc
Camofrog,https://acnhcdn.com/latest/NpcIcon/flg03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg03.png,https://acnhcdn.com/drivesync/render/houses/flg03_161_Camofrog.png,Frog,Male,Cranky,B,Music,6/5,ten-hut,K.K. Safari,What you can't see can't hurt you.,Cool,Active,Blue,White,6835.0,jungle wall,camo flooring,7142;3822;4081;533;1143;865;4038;331;4043;889;1432,simple DIY workbench;pro tape recorder;camping cot;tree standee;smoker;birdcage;log stool;birdbath;log round table;camp stove;lantern,flg03,5akmmJeoXXhcpdf8e
Canberra,https://acnhcdn.com/latest/NpcIcon/kal08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal08.png,https://acnhcdn.com/drivesync/render/houses/kal08_225_Canberra.png,Koala,Female,Big Sister,A,Play,5/14,nuh uh,K.K. Island,It's never too late to start over.,Active,Cool,Green,Light blue,3383.0,tropical vista,starry-sands flooring,3684;5150;3345;665;7148;1117;664;3468;7259;7259,coconut juice;shell speaker;lifeguard chair;wave breaker;life ring;sand castle;beach chair;beach towel;palm-tree lamp;palm-tree lamp,kal08,ugiHobiK9QnmA22ym
Candi,https://acnhcdn.com/latest/NpcIcon/mus08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus08.png,https://acnhcdn.com/drivesync/render/houses/mus08_256_Candi.png,Mouse,Female,Peppy,A,Play,4/13,sweetie,Neapolitan,"The players may change, but the music stays the same.",Simple,Cute,Light blue,Yellow,8593.0,white painted-wood wall,mint dot flooring,2560;3438;7132;3998;3995;7137;7232;4003;4027;3490;7134,wooden chest;wooden end table;wooden double bed;cute sofa;cute DIY table;wooden full-length mirror;mum cushion;cute music player;floral swag;wooden waste bin;wooden low table,mus08,4CimNs6T9nDNQuiYH
Carmen,https://acnhcdn.com/latest/NpcIcon/rbt16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt16.png,https://acnhcdn.com/drivesync/render/houses/rbt16_330_Carmen.png,Rabbit,Female,Peppy,B,Fashion,1/6,nougat,K.K. Stroll,Absence makes the heart grow fonder.,Elegant,Cute,Green,Beige,9421.0,cute white wall,mint dot flooring,4053;1557;3995;4129;4045;7531;908;4027;3445;5543;1227;5543;4054;4338;4048;4030;4069;3252,rattan armchair;wooden-block bed;cute DIY table;monstera;rattan waste bin;ironing board;upright vacuum;floral swag;standard umbrella stand;wooden-blockstool;deluxe washer;wooden-blockstool;rattan low table;portable record player;rattan towel basket;bathroom towel rack;table lamp;LCD TV (50 in.),rbt16,pAFu4JyZ333Ysoezk
Caroline,https://acnhcdn.com/latest/NpcIcon/squ06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu06.png,https://acnhcdn.com/drivesync/render/houses/squ06_358_Caroline.png,Squirrel,Female,Normal,B,Music,7/15,hulaaaa,Pondering,New brooms sweep clean.,Cute,Gorgeous,Colorful,White,4729.0,manga-library wall,wooden-knot flooring,3683;1598;9766;3697;3784;832;3195;4101;840;840;840;4122;4122;4122;7527;1899,plain sink;exercise ball;mini fridge;portable radio;den chair;modern office chair;ironwood cart;fax machine;office desk;office desk;office desk;cartoonist's set;cartoonist's set;cartoonist's set;flower stand;autograph cards,squ06,Th3uHvMcYaf9eT2Df
Carrie,https://acnhcdn.com/latest/NpcIcon/kgr02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr02.png,https://acnhcdn.com/drivesync/render/houses/kgr02_230_Carrie.png,Kangaroo,Female,Normal,A,Nature,12/5,little one,I Love You,A mother's work is never done.,Cute,Cute,Red,Colorful,8188.0,yellow playroom wall,cork flooring,928;3965;929;1757;3305;9766;3400;4030;3251;1229;3271;2560;7465;1845;1043;1888;7258;7132;3438;9502;4111;4017,pot rack;painting set;air conditioner;claw-foot tub;baby chair;mini fridge;dish-drying rack;bathroom towel rack;gas range;bathroom sink;ironwood cupboard;wooden chest;red dotted rug;simple kettle;microwave;rice cooker;modeling clay;wooden double bed;wooden end table;clothes closet;old-fashioned alarm clock;shower set,kgr02,igeZhX3Fqa8LdKEra
Cashmere,https://acnhcdn.com/latest/NpcIcon/shp04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp04.png,https://acnhcdn.com/drivesync/render/houses/shp04_343_Cashmere.png,Sheep,Female,Snooty,A,Fashion,4/2,baaaby,Farewell,100% Wool.,Gorgeous,Elegant,Purple,Beige,4599.0,rustic-stone wall,slate flooring,5970;4117;2605;1153;3943;3449;7133;4338;7538;3438;4230;7681;4119,firewood;wood-burning stove;wooden simple bed;spinning wheel;ironwood DIY workbench;wooden stool;wooden mini table;portable record player;simple medium purple mat;wooden end table;glass holder with candle;loom;macrame tapestry,shp04,dnRDXd86NcXDNHyf4
Celia,https://acnhcdn.com/latest/NpcIcon/pbr09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPbr09.png,https://acnhcdn.com/drivesync/render/houses/pbr09_286_Celia.png,Eagle,Female,Normal,A,Nature,3/25,feathers,K.K. Soul,It's the thought that counts.,Elegant,Cute,Pink,Green,3168.0,white botanical-tile wall,light herringbone flooring,4052;4051;4047;4049;1288;7236;2713;4054;3467;4046;4130;4111;3270,rattan bed;rattan vanity;rattan stool;rattan wardrobe;fan palm;lily record player;refrigerator;rattan low table;tea set;rattan end table;coconut wall planter;old-fashioned alarm clock;ironwood kitchenette,pbr09,L8cCZBvY4JW4KsDGy
Cesar,https://acnhcdn.com/latest/NpcIcon/gor00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor00.png,https://acnhcdn.com/drivesync/render/houses/gor00_184_Cesar.png,Gorilla,Male,Cranky,B,Fitness,9/6,highness,K.K. Cruisin',"As soon as you can grow a mustache, do it.",Cool,Elegant,Blue,Light blue,8532.0,cityscape wall,simple blue flooring,4129;3681;4138;4046;4138;794;4138;1081;4138;4109;4109;3615;1845;9766;1798;4139;10244;4139;1870;4118;928,monstera;piano bench;diner counter chair;rattan end table;diner counter chair;phonograph;diner counter chair;upright piano;diner counter chair;double-door refrigerator;double-door refrigerator;open-frame kitchen;simple kettle;mini fridge;dinnerware;diner counter table;fragrance sticks;diner counter table;mug;magnetic knife rack;pot rack,gor00,pDKMq8PfxWLXWrsvT
