Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Catalog,Version Added,Version Unlocked,Filename,Internal ID,Unique Entry ID
Peanut's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu00.png,1000.0,250.0,251.0,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu00,10325.0,MnZfv6fnwEvz3sZ99
Pecan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu03.png,1000.0,250.0,251.0,Brown,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu03,10409.0,RhbivX9ib8qNhm8c2
Peck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd17.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd17,10372.0,EaufFcRYaYiRuXW2T
Peewee's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor01.png,1000.0,250.0,251.0,Black,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGor01,10552.0,4FNjRX8d3sJHbZNtH
Peggy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig11.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig11,10571.0,7mnXGKHRhZ3tERd83
Pekoe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr14.png,1000.0,250.0,251.0,Beige,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr14,10390.0,hy3xDEftPwdwtewzn
Pelly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlk.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpPlk,10429.0,rx7vSdNA8cptMnTKt
Penelope's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus17.png,1000.0,250.0,251.0,Pink,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus17,10533.0,doWPazS5bS3wBFgGY
Pete's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlo.png,1000.0,250.0,251.0,Green,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpPlo,10780.0,iqAmPpqw5nTuuxBA2
Phil's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst07.png,1000.0,250.0,251.0,Purple,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst07,10673.0,2tD5bDewsDvAr8paW
Phineas's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpFsl.png,1000.0,250.0,251.0,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpFsl,10796.0,dFmiXS9mNaiWGtraj
Phoebe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst10.png,1000.0,250.0,251.0,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst10,10365.0,b5BRkBoBabQWQfDFB
Phyllis's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPlm.png,1000.0,250.0,251.0,Purple,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpPlm,10431.0,EDke5sFz22n6piqGc
Pierce's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr02.png,1000.0,250.0,251.0,Light blue,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPbr02,10542.0,q57YsxdMrBCg9dqih
Pietro's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp13.png,1000.0,250.0,251.0,Colorful,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlShp13,10562.0,usRJPn5nKEnttEiEA
Pinky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea01.png,1000.0,250.0,251.0,Pink,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea01,10798.0,mF7EBZdy7jHJEuxdy
Piper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd05.png,1000.0,250.0,251.0,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd05,10810.0,tJZikjCbpYe3qudyM
Pippy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt06.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt06,10484.0,r3nnNRwtnx4Ph3JRg
Plucky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn10.png,1000.0,250.0,251.0,Brown,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlChn10,10626.0,DXzghL3rjAHowzXv5
Pompom's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk05.png,1000.0,250.0,251.0,White,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk05,10577.0,CjL8Pai95uENFwfvE
Pompompurin poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr18.png,1000.0,250.0,251.0,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr18,11122.0,4mfRv2QWJ4fdX5ffm
Poncho's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr02.png,1000.0,250.0,251.0,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr02,10347.0,axATkjYgRYfJayEco
Poppy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu15.png,1000.0,250.0,251.0,Red,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu15,10668.0,FNNpWdBszy5ehyWkh
Porter's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpMnk.png,1000.0,250.0,251.0,Beige,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpMnk,10339.0,gqADp6MHop7Y5re8B
Portia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog05.png,1000.0,250.0,251.0,White,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog05,10550.0,hYpzBnyy6CvMP2YYn
Prince's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg12.png,1000.0,250.0,251.0,Green,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg12,10360.0,68H5r3uMwggsc2kmJ
Puck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn06.png,1000.0,250.0,251.0,Blue,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn06,10660.0,6Se2MqCNcHdGWqeC5
Puddles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg06.png,1000.0,250.0,251.0,Pink,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg06,10556.0,tunDgBMtwSifLLdN3
Pudge's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr03.png,1000.0,250.0,251.0,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr03,10676.0,dDSKfTya3QTyh8Gjy
Punchy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat06.png,1000.0,250.0,251.0,Black,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat06,10819.0,3r4vhGwkYtLyEqwJA
Purrl's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat07.png,1000.0,250.0,251.0,Beige,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat07,10802.0,BjNrvZWnP5PC6iNLH
Queenie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst00.png,1000.0,250.0,251.0,Purple,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst00,10543.0,n3Gdn5yw4h82w5op8
Quillson's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk17.png,1000.0,250.0,251.0,Green,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk17,10658.0,6YBcYo6SHaAauLbig
Raddle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg15.png,1000.0,250.0,251.0,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg15,10629.0,MeqY2RNGciids5NpS
Rasher's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig02.png,1000.0,250.0,251.0,Red,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig02,10625.0,nrLJn9e3mYfWpDBEJ
Raymond's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat23.png,1000.0,250.0,251.0,Gray,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat23,10861.0,dgpJWYgReKo6wz4ze
Redd's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpFox.png,1000.0,250.0,251.0,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpFox,10471.0,Qcucx9kPNCvZi3rgn
Reese's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpAlw.png,1000.0,250.0,251.0,Pink,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpAlw,10772.0,MHeBTtcqpeMayYKRP
Renée's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn08.png,1000.0,250.0,251.0,Pink,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRhn08,10599.0,99uKcRHczGSMYQyKR
Reneigh's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs16.png,1000.0,250.0,251.0,Black,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs16,10857.0,j2Wy2BRT84wYdjwRq
Resetti's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpMol.png,1000.0,250.0,251.0,Brown,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpMol,10313.0,7Jx8EuSDuPkB7dGRe
Rex's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon02.png,1000.0,250.0,251.0,Brown,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlLon02,10618.0,pbnFnNJW6Skb7ApeN
Rhonda's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn01.png,1000.0,250.0,251.0,White,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRhn01,10383.0,rDPrwQyncvtAkXSaW
Ribbot's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg01.png,1000.0,250.0,251.0,Gray,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg01,10572.0,4Zx8Z4oBos9JWo2Nk
Ricky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu10.png,1000.0,250.0,251.0,Orange,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu10,10458.0,8g74W8PLgPxTjHQfC
Rizzo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus09.png,1000.0,250.0,251.0,Purple,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus09,10581.0,2Wfu27tu8sW7yhtXh
Roald's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn01.png,1000.0,250.0,251.0,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn01,10328.0,2JqzTaAK3zFcYXsmd
Robin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd01.png,1000.0,250.0,251.0,Blue,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd01,10809.0,fkMnRaekK68Dkb82F
Rocco's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip00.png,1000.0,250.0,251.0,Green,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHip00,10527.0,GFFmrGWEBDXG9J828
Rocket's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor09.png,1000.0,250.0,251.0,Pink,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGor09,10427.0,oK3iva4CM3NjutKsv
Rod's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus05.png,1000.0,250.0,251.0,Purple,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus05,10566.0,vj7Kd8rRxkczdCxd8
Rodeo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBul01.png,1000.0,250.0,251.0,Gray,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBul01,10446.0,GoRjEdZ8NAYvJgLCx
Rodney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam03.png,1000.0,250.0,251.0,Light blue,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHam03,10375.0,8eytJgiTY3dfE3fET
Rolf's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig00.png,1000.0,250.0,251.0,White,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlTig00,10509.0,LSD8WgchGo9wgNK3J
Rooney's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr09.png,1000.0,250.0,251.0,Light blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKgr09,10487.0,dhMJ7rW6LBEJSjMLL
Rory's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon07.png,1000.0,250.0,251.0,Orange,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlLon07,10557.0,hGEuTdFLSTDctRfQP
Roscoe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs04.png,1000.0,250.0,251.0,Black,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs04,10690.0,YgRqmquNZSJoSD77K
Rosie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat02.png,1000.0,250.0,251.0,Blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat02,10805.0,p4q894fdXqasrD3F6
Rover's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpXct.png,1000.0,250.0,251.0,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpXct,10428.0,RciiC2AtWQhwFrmj2
Rowan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig01.png,1000.0,250.0,251.0,Orange,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlTig01,10592.0,zAH4Wk9Sjoc5ne3mE
Ruby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt09.png,1000.0,250.0,251.0,White,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt09,10399.0,EhTjGy9tKqa7BRcNH
Rudy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat20.png,1000.0,250.0,251.0,Brown,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat20,10549.0,GjGb4j72Sk8TopGDX
Sable's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgs.png,1000.0,250.0,251.0,Brown,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpHgs,10777.0,NepqxHJBZ64HNhvvk
Saharah's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpCml.png,1000.0,250.0,251.0,Beige,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpCml,10481.0,DZXW3BBTPajvAKHuM
Sally's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu07.png,1000.0,250.0,251.0,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu07,10575.0,LZoFLnj6X9CieDhBu
Samson's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus04.png,1000.0,250.0,251.0,Gray,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus04,10674.0,pn9B8vsw4LemWmLJX
Sandy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst02.png,1000.0,250.0,251.0,Orange,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst02,10627.0,4ZWauJWaoKwmnoLf4
Savannah's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs02.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs02,10363.0,6X7oQFBzeo7eduLSt
Scoot's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk10.png,1000.0,250.0,251.0,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk10,10376.0,SPvZRZRT9rvK6WxWD
Shari's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk07.png,1000.0,250.0,251.0,Gray,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMnk07,10661.0,XiPaZJCqNPyayrvjD
Sheldon's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu16.png,1000.0,250.0,251.0,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu16,10645.0,H9QQe5uwwacHR2af8
Shep's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog18.png,1000.0,250.0,251.0,Brown,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog18,10538.0,X2eFhNeeTmrgiBAYm
Sherb's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa09.png,1000.0,250.0,251.0,Light blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGoa09,10863.0,MtpEJs8aWA7FjyMdR
Shrunk's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpUpa.png,1000.0,250.0,251.0,Red,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpUpa,10341.0,b59v7Q9atMaXQHQ2m
Simon's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk02.png,1000.0,250.0,251.0,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMnk02,10601.0,KBpcAwebS8hqjKt55
Skye's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol09.png,1000.0,250.0,251.0,Light blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlWol09,10489.0,Bndg4QmkodaMZK3Xy
Sly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCrd06.png,1000.0,250.0,251.0,Orange,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCrd06,10368.0,WjYc2DZzXggCBJAhP
Snake's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt03.png,1000.0,250.0,251.0,Pink,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt03,10671.0,hspZqPbmbMm6sBz4u
