Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Surface,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
Baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_5_1.png,Tweed,NA,Heart,Shirt,No,No,Yes,1.0,1800.0,450.0,Colorful,Red,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBearS_Remake_5_1,5_1,1501.0,mgSKedtr9Lk4NTaWL
Baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_5_2.png,Tweed,NA,Fish,Shirt,No,No,Yes,1.0,1800.0,450.0,Colorful,Blue,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBearS_Remake_5_2,5_2,1501.0,goji34uBiXDRhjkSv
Baby bear,https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_5_3.png,Tweed,NA,Star,Shirt,No,No,Yes,1.0,1800.0,450.0,Colorful,Yellow,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fancy,child's room,None,bear,Doll,No,Animal,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBearS_Remake_5_3,5_3,1501.0,qjt78GA8vEf5xDW5W
Baby panda,https://acnhcdn.com/latest/FtrIcon/FtrPandaS.png,NA,NA,NA,NA,No,No,No,NA,1800.0,450.0,Green,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fancy,child's room,None,panda,Doll,No,Animal,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrPandaS,NA,9698.0,TrjKcMrQXJf7NCbta
bagworm model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMinomushiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1800.0,Brown,Brown,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectMinomushiToy,NA,7082.0,xPShFD4zcZx389xxz
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_0_0.png,Basketball,NA,NA,NA,No,No,No,NA,520.0,130.0,Orange,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fitness,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBall_Remake_0_0,0_0,2010.0,kWNLESb9BwdejFzCw
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_1_0.png,Soccer ball,NA,NA,NA,No,No,No,NA,520.0,130.0,White,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fitness,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBall_Remake_1_0,1_0,2010.0,Tps4AsF9ZaDrhn2CN
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_2_0.png,Volleyball,NA,NA,NA,No,No,No,NA,520.0,130.0,White,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fitness,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBall_Remake_2_0,2_0,2010.0,6Jr79mcuZsGGPJjK8
ball,https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_3_0.png,Dodgeball,NA,NA,NA,No,No,No,NA,520.0,130.0,Yellow,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,fitness,school,None,None,None,Yes,Sports,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBall_Remake_3_0,3_0,2010.0,7FFD7gshDsb7mmB2X
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2.0,NFS,880.0,Green,Beige,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBambooCandle_Remake_0_0,0_0,3554.0,WzyJkmGQKPRk7xyv9
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2.0,NFS,880.0,Yellow,Beige,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBambooCandle_Remake_1_0,1_0,3554.0,yNHBsocxFskBwynvR
bamboo candleholder,https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2.0,NFS,880.0,Brown,Beige,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBambooCandle_Remake_2_0,2_0,3554.0,7xMibNQTXMWZvPWGR
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,720.0,Green,Pink,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBamboodrum_Remake_0_0,0_0,4093.0,gg3aBipuGNFEeuyQb
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,720.0,Yellow,Orange,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBamboodrum_Remake_1_0,1_0,4093.0,Pexz4E7q8zEQMgyK6
bamboo drum,https://acnhcdn.com/latest/FtrIcon/FtrBamboodrum_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,720.0,Brown,Light blue,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBamboodrum_Remake_2_0,2_0,4093.0,XAEk7jqLzW3yD58sp
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,640.0,Green,Colorful,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBambooLunch_Remake_0_0,0_0,5978.0,XTFhsR3P4ybuZhc3d
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,640.0,Yellow,Colorful,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBambooLunch_Remake_1_0,1_0,5978.0,6AMme4wZdRJtrLuTj
bamboo lunch box,https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,640.0,Brown,Colorful,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBambooLunch_Remake_2_0,2_0,5978.0,sS2JrzYMRLDbsNAxB
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_0_0.png,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,480.0,Green,Blue,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBambooBall_Remake_0_0,0_0,5976.0,MyMNc3DYkCywyNQfd
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_1_0.png,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,480.0,Yellow,Purple,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBambooBall_Remake_1_0,1_0,5976.0,ZPTZa8nL2qZzec7Mn
bamboo sphere,https://acnhcdn.com/latest/FtrIcon/FtrBambooBall_Remake_2_0.png,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1.0,NFS,480.0,Brown,White,1x1,No,Crafting,,103.0,zen-style,None,bamboo,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBambooBall_Remake_2_0,2_0,5976.0,5uyxDdyRak9EPGhur
bamboo-shoot lamp,https://acnhcdn.com/latest/FtrIcon/FtrBambooshootLamp.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4900.0,Brown,Beige,1x1,No,Crafting,,201.0,zen-style,None,bamboo,None,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrBambooshootLamp,NA,5977.0,9j4wh3muQeG6F8Kz2
barred knifejaw model,https://acnhcdn.com/latest/FtrIcon/FtrFishIshidaiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,15000.0,White,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishIshidaiToy,NA,6959.0,T9JBnkxBRJenY33Bg
barreleye model,https://acnhcdn.com/latest/FtrIcon/FtrFishDemenigisuToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,45000.0,Black,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishDemenigisuToy,NA,6943.0,3Gucpfk3GP7mTsQtJ
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_0_0.png,Colorful,NA,NA,NA,No,No,No,NA,430.0,107.0,Colorful,Colorful,1x1,No,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,ocean,None,None,None,None,Yes,Seaside,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBeachball_Remake_0_0,0_0,9584.0,hduZB4RhQNp75i9W9
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,430.0,107.0,Blue,White,1x1,No,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,ocean,None,None,None,None,Yes,Seaside,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBeachball_Remake_1_0,1_0,9584.0,S76AqteAK5wCK3EaK
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,430.0,107.0,Red,White,1x1,No,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,ocean,None,None,None,None,Yes,Seaside,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBeachball_Remake_2_0,2_0,9584.0,AAmKMRwJtXLZ7Q5gY
beach ball,https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_3_0.png,Watermelon,NA,NA,NA,No,No,No,NA,430.0,107.0,Green,Black,1x1,No,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,ocean,None,None,None,None,Yes,Seaside,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBeachball_Remake_3_0,3_0,9584.0,9Fr5G7gEkpJuvAfxp
bell cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectSuzumushiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1290.0,Black,Black,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectSuzumushiToy,NA,7096.0,apSjqHeXMQqunDq68
betta model,https://acnhcdn.com/latest/FtrIcon/FtrFishBetaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,7500.0,Light blue,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishBetaToy,NA,6937.0,6QbtWer62rhvhMTE5
bingo wheel,https://acnhcdn.com/latest/FtrIcon/FtrBingo.png,NA,NA,NA,NA,No,No,No,NA,1000.0,250.0,Yellow,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,party,None,None,None,SmallGoods,Yes,Toy,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBingo,NA,864.0,atdJftYHmjRyrZctD
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_0_0.png,Whipped-cream topping,Variation,NA,NA,No,Yes,No,1.0,NFS,100.0,White,Colorful,1x1,No,Birthday,,573.0,party,fancy,None,birthday,None,Yes,Seasonal Decor,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCake_Remake_0_0,0_0,3592.0,QGv7TucCMZbT9GAgb
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_1_0.png,Chocolate buttercream,Variation,NA,NA,No,Yes,No,1.0,NFS,100.0,Brown,Colorful,1x1,No,Birthday,,573.0,party,fancy,None,birthday,None,Yes,Seasonal Decor,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCake_Remake_1_0,1_0,3592.0,a5kQSAhzKMNd49to5
birthday cake,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCake_Remake_2_0.png,Strawberry buttercream,Variation,NA,NA,No,Yes,No,1.0,NFS,100.0,Pink,Colorful,1x1,No,Birthday,,573.0,party,fancy,None,birthday,None,Yes,Seasonal Decor,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCake_Remake_2_0,2_0,3592.0,Du5mKiJzoveS4wgwm
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_0_0.png,Colorful,Variation,NA,NA,No,Yes,No,1.0,NFS,300.0,Colorful,Colorful,1x1,No,Birthday,,573.0,party,fancy,None,birthday,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCandle_Remake_0_0,0_0,3591.0,8pMxBykz4fEvwHhmu
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_1_0.png,Pink,Variation,NA,NA,No,Yes,No,1.0,NFS,300.0,Colorful,Pink,1x1,No,Birthday,,573.0,party,fancy,None,birthday,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCandle_Remake_1_0,1_0,3591.0,9wmjv2pwBf4hK6EsK
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_2_0.png,Blue,Variation,NA,NA,No,Yes,No,1.0,NFS,300.0,Colorful,Blue,1x1,No,Birthday,,573.0,party,fancy,None,birthday,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCandle_Remake_2_0,2_0,3591.0,MDFyHoCvmAegjhDYS
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_3_0.png,Green,Variation,NA,NA,No,Yes,No,1.0,NFS,300.0,Colorful,Green,1x1,No,Birthday,,573.0,party,fancy,None,birthday,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCandle_Remake_3_0,3_0,3591.0,Z2prrYjqsQZJeNKeM
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_4_0.png,Orange,Variation,NA,NA,No,Yes,No,1.0,NFS,300.0,Colorful,Orange,1x1,No,Birthday,,573.0,party,fancy,None,birthday,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCandle_Remake_4_0,4_0,3591.0,ZBfb7tSgjSYvhbL2g
birthday candles,https://acnhcdn.com/latest/FtrIcon/FtrBirthdayCandle_Remake_5_0.png,Gorgeous,Variation,NA,NA,No,Yes,No,1.0,NFS,300.0,Colorful,Black,1x1,No,Birthday,,573.0,party,fancy,None,birthday,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrBirthdayCandle_Remake_5_0,5_0,3591.0,dgxjSdNfTJaixZT92
bitterling model,https://acnhcdn.com/latest/FtrIcon/FtrFishTanagoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2700.0,Light blue,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishTanagoToy,NA,6931.0,wuQsW98QWyCPrKT2M
black bass model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlackbassToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1200.0,Green,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishBlackbassToy,NA,6938.0,Gso4EevDL7KsjgPx2
blowfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishFuguToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,15000.0,Beige,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishFuguToy,NA,6951.0,oTX5PGr3f57ch9B8a
blue marlin model,https://acnhcdn.com/latest/FtrIcon/FtrFishKajikiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,30000.0,Blue,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishKajikiToy,NA,6963.0,2eFAcmTSuPsQhKnka
blue weevil beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHousekizoumushiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2400.0,Green,Black,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectHousekizoumushiToy,NA,7118.0,XTn7faXJPnav4qMti
bluegill model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlueguillToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,540.0,Blue,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishBlueguillToy,NA,6939.0,jvNKXHzJPBLggXCbF
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_0_0.png,Simple path game,NA,NA,NA,No,No,No,NA,1300.0,325.0,Green,Colorful,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,living room,None,None,SmallGoods,Yes,Toy,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBoardgame_Remake_0_0,0_0,7599.0,ftczygdJQ4xWzN2fP
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_1_0.png,Territory game,NA,NA,NA,No,No,No,NA,1300.0,325.0,Orange,Colorful,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,living room,None,None,SmallGoods,Yes,Toy,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBoardgame_Remake_1_0,1_0,7599.0,WuskmRMXubtrfBquq
board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_2_0.png,Kids' game,NA,NA,NA,No,No,No,NA,1300.0,325.0,White,Colorful,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,living room,None,None,SmallGoods,Yes,Toy,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBoardgame_Remake_2_0,2_0,7599.0,twTqZXghtkuCxmNu4
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_0_0.png,Western literature,NA,NA,NA,No,No,No,NA,290.0,72.0,White,Red,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,school,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookOpened_Remake_0_0,0_0,3582.0,NjTf5TNrF5By3PyBN
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_1_0.png,Japanese literature,NA,NA,NA,No,No,No,NA,290.0,72.0,White,Blue,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,school,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookOpened_Remake_1_0,1_0,3582.0,ioqMDRcZznW9Xe856
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_2_0.png,Encyclopedia,NA,NA,NA,No,No,No,NA,290.0,72.0,White,Yellow,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,school,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookOpened_Remake_2_0,2_0,3582.0,i7xJZokE4LJ5HZxf4
book,https://acnhcdn.com/latest/FtrIcon/FtrBookOpened_Remake_3_0.png,Textbook,NA,NA,NA,No,No,No,NA,290.0,72.0,White,Green,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,school,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookOpened_Remake_3_0,3_0,3582.0,ZDNwaSDDfoCPtQbsA
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_0_0.png,Colorful,NA,NA,NA,No,No,No,NA,1100.0,275.0,White,Colorful,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,child's room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookstand_Remake_0_0,0_0,870.0,cP2tnipAuTBsNWgGR
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_1_0.png,Brown,NA,NA,NA,No,No,No,NA,1100.0,275.0,Blue,Colorful,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,child's room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookstand_Remake_1_0,1_0,870.0,mHCeLAyB66qW2ydud
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,1100.0,275.0,Black,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,child's room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookstand_Remake_2_0,2_0,870.0,FjCkGrMFMX4fNKamq
book stands,https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_3_0.png,Pastel,NA,NA,NA,No,No,No,NA,1100.0,275.0,Pink,Colorful,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,den,child's room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBookstand_Remake_3_0,3_0,870.0,24P3zZHJEDv36mF2a
bottled ship,https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_0_0.png,Trading ship,NA,NA,NA,No,No,No,NA,1800.0,450.0,Light blue,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,ocean,folk art,None,None,SmallGoods,No,Seaside,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBottleship_Remake_0_0,0_0,683.0,aXnyQZbwg76SzBQHa
bottled ship,https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_1_0.png,Leisure boat,NA,NA,NA,No,No,No,NA,1800.0,450.0,Light blue,Green,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,ocean,folk art,None,None,SmallGoods,No,Seaside,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBottleship_Remake_1_0,1_0,683.0,j2ApyozojYzK7Khri
bottled ship,https://acnhcdn.com/latest/FtrIcon/FtrBottleship_Remake_2_0.png,Pirate ship,NA,NA,NA,No,No,No,NA,1800.0,450.0,Light blue,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,ocean,folk art,None,None,SmallGoods,No,Seaside,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrBottleship_Remake_2_0,2_0,683.0,9QojZZtJs3kCNXSXM
brine-shrimp aquarium,https://acnhcdn.com/latest/FtrIcon/FtrArtemiaAquarium.png,NA,NA,NA,NA,No,No,No,NA,1400.0,350.0,Purple,Purple,1x1,No,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,child's room,None,None,SmallGoods,Yes,Special Fish,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrArtemiaAquarium,NA,11283.0,WNBo7KaagynoiWHmT
bronze bug trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyInsectBronz.png,NA,NA,NA,NA,No,No,No,NA,NFS,400.0,Red,Brown,1x1,No,Bug-Off,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyInsectBronz,NA,1205.0,Lcw28JjoCnK455tB6
bronze fish trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyFishBronz.png,NA,NA,NA,NA,No,No,No,NA,NFS,400.0,Red,Brown,1x1,No,Fishing Tourney,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyFishBronz,NA,1202.0,QjFjDoKfGabSFRGx9
bronze HHA trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyHhaBronze.png,NA,NA,NA,NA,No,No,No,NA,NFS,400.0,Red,Brown,1x1,No,HHA,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyHhaBronze,NA,7098.0,F87oKJpdoQRAkaFaW
brown cicada model,https://acnhcdn.com/latest/FtrIcon/FtrInsectAburazemiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,750.0,Brown,Brown,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectAburazemiToy,NA,7046.0,wjYSHsmJgrehZZWDw
