Name,Image,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Version Added,Version Unlocked,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,Serial ID,Internal ID,Unique Entry ID
mush lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomLamp.png,1.0,skinny mushroom,5.0,clay,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Housewares,805.0,orange,3006.0,51.0,vTR3yJt55jtNGdprm
mush log,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomPulpwood.png,2.0,skinny mushroom,1.0,log stool,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Housewares,3808.0,orange,3001.0,136.0,FMN3xak2uqjTCo47s
mush low stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomChairS.png,2.0,round mushroom,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Housewares,4708.0,orange,3000.0,220.0,RZwmANPWaM7jntL5R
mush parasol,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomParasol.png,3.0,flat mushroom,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Housewares,3805.0,orange,3007.0,139.0,WwaYiBvDKvBJzD3Bg
mush partition,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomScreen.png,3.0,skinny mushroom,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Housewares,3806.0,orange,3008.0,138.0,J89MsT5JKW43XJ4r8
mush table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomTableL.png,2.0,flat mushroom,6.0,wood,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Housewares,808.0,orange,3003.0,32.0,cECL9PSx9yNfPWNvW
mush umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaMushroom0.png,3.0,flat mushroom,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Equipment,7174.0,orange,3080.0,648.0,PT3wRG87hdFbt8kgG
mush wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallMush00.png,1.0,elegant mushroom,1.0,round mushroom,1.0,skinny mushroom,1.0,flat mushroom,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Wallpaper,5164.0,orange,3051.0,308.0,6HKBjFrzRdfY5PArn
mushroom wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickMushroom.png,3.0,skinny mushroom,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Tools,7588.0,orange,3090.0,536.0,N9He3qRD3RjrqQeGG
mushroom wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathMushroom.png,10.0,tree branch,1.0,round mushroom,1.0,skinny mushroom,1.0,flat mushroom,,,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Wall-mounted,4726.0,orange,3040.0,221.0,5XfaKLorByDHGp9pi
music stand,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMusicstand.png,8.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Housewares,1058.0,brown,405.0,215.0,ZxTX2kZjDvZA3aT95
natural garden chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenChairNatural.png,6.0,hardwood,2.0,iron nugget,,,,,,,,,NFS,200.0,NA,Tom Nook; Peppy villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,2586.0,brown,373.0,80.0,jaDD9msGTLXHRu2cB
natural garden table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenTableNatural.png,9.0,hardwood,3.0,iron nugget,,,,,,,,,NFS,200.0,NA,Tom Nook; Normal villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,3396.0,brown,375.0,224.0,gRf7qMpExewtthEWH
natural mum wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathMumRare.png,10.0,green mums,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Wall-mounted,5768.0,green,3545.0,442.0,p7kG7qim9jPGSwxtz
natural square table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenTableSNatural.png,4.0,hardwood,2.0,iron nugget,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Housewares,12332.0,brown,374.0,670.0,4nASdZyjax8qv3B8T
net,https://acnhcdn.com/latest/DIYRecipeIcon/ToolNetNormal.png,1.0,flimsy net,1.0,iron nugget,,,,,,,,,NFS,200.0,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,1.0.0,1.0.0,0.0,Tools,5784.0,beige,108.0,283.0,FZBFrFQRtepzzWPFp
nova light,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStarLamp.png,5.0,star fragment,,,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Miscellaneous,6826.0,silver,2200.0,429.0,5RHPeNZ2mgin65Ny5
ocarina,https://acnhcdn.com/latest/DIYRecipeIcon/ToolOcarina.png,5.0,clay,,,,,,,,,,,NFS,200.0,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,1.0.0,1.0.0,0.0,Other,5320.0,brick,133.0,218.0,QzhL3j8Tgv2cNDZQe
oil-barrel bathtub,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDrumcanbath.png,1.0,oil barrel,1.0,campfire,2.0,stone,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,100.0,Housewares,3819.0,yellow,2150.0,394.0,kvTajEX5oeZ2DDyjt
old-fashioned washtub,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWashtub.png,3.0,softwood,,,,,,,,,,,NFS,200.0,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,1.0.0,1.0.0,0.0,Miscellaneous,4393.0,brown,464.0,195.0,ebzFXSHFr3vGLoDSb
orange dress,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceAlineNOrange.png,8.0,orange,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Equipment,3288.0,orange,1382.0,626.0,kdDWtuakgMkxF8ohK
orange end table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsTableS.png,10.0,orange,4.0,wood,,,,,,,,,NFS,200.0,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,1.0.0,1.0.0,100.0,Housewares,3975.0,orange,1300.0,185.0,XsnyjhPAFhghBQj7r
orange hat,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatOrange.png,5.0,orange,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Equipment,5275.0,orange,1381.0,624.0,yqpHcrzwzywbANi6S
orange rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherOrangeM00.png,6.0,orange,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Rugs,7330.0,orange,1370.0,544.0,ACfErxWo9j2zKTe47
orange umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaOrange0.png,7.0,orange,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Equipment,6912.0,orange,1380.0,625.0,ZFxY5TXjBeThpDkjy
orange wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallOrange00.png,20.0,orange,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Wallpaper,4915.0,orange,1350.0,303.0,8rnfwGyLMaw5FTMQb
orange wall-mounted clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsClockW.png,10.0,orange,2.0,wood,,,,,,,,,NFS,200.0,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,1.0.0,1.0.0,100.0,Wall-mounted,3976.0,orange,1330.0,184.0,rJaAL5N8CQQ5dPd9y
ornament mobile,https://acnhcdn.com/latest/DIYRecipeIcon/FtrOrnamentMobile.png,1.0,red ornament,1.0,blue ornament,1.0,gold ornament,4.0,tree branch,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Wall-mounted,6818.0,white,3430.0,433.0,RaotMSgnPsgG6PKLu
ornament wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathOrnament.png,6.0,blue ornament,2.0,gold ornament,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Wall-mounted,4377.0,white,3440.0,226.0,rLcgugWkG2sntC7Lh
outdoor bath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrOpenairbath.png,20.0,stone,1.0,shovel,,,,,,,,,NFS,200.0,3000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,1111.0,light gray,812.0,410.0,9odpMYcPqYJvqQ9qs
outdoor picnic set,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSakuraPicnicset.png,10.0,cherry-blossom petal,,,,,,,,,,,NFS,200.0,NA,Balloons; Isabelle,Only available during Cherry-Blossom Season,1.0.0,1.0.0,0.0,Housewares,6033.0,pink,2603.0,422.0,uG5LkajvrX63DoMwC
palm-tree lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPalmtreelamp.png,4.0,coconut,4.0,wood,4.0,clay,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Housewares,7259.0,green,1801.0,575.0,FcvtqX5qPrfTkDm7Z
pan flute,https://acnhcdn.com/latest/DIYRecipeIcon/ToolPanpipe.png,7.0,young spring bamboo,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Spring,1.0.0,1.0.0,0.0,Other,5517.0,green,134.0,398.0,oEeGqoaMP9XdQE3NF
pansy crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentPansy1.png,2.0,red pansies,2.0,yellow pansies,2.0,white pansies,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,0.0,Equipment,5105.0,green,3617.0,246.0,X8taQdT4nzX6wvY3S
pansy table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFlowerTableS.png,5.0,yellow pansies,3.0,hardwood,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,50.0,Housewares,7237.0,green,3505.0,516.0,7iYZ6YuJGjETcGF8A
pansy wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickPansy.png,1.0,yellow pansies,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,5091.0,green,3675.0,527.0,5NPaTGzE9ZCAryFmE
pansy wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathPansy.png,3.0,yellow pansies,3.0,white pansies,3.0,red pansies,,,,,,,NFS,200.0,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is pansies,1.0.0,1.0.0,50.0,Wall-mounted,5466.0,green,3557.0,230.0,qPZnLEKoAZbQxXQiG
paw-print doorplate,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentPaw.png,3.0,wood,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,50.0,Wall-mounted,5716.0,brown,501.0,466.0,S3f74cedig2pCxFHu
peach chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsChairPeach.png,10.0,peach,5.0,wood,,,,,,,,,NFS,200.0,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,1.0.0,1.0.0,100.0,Housewares,4127.0,pink,1500.0,187.0,nCJGnLxvqbshrxxxD
peach dress,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceAlineNPeach0.png,8.0,peach,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Equipment,9839.0,pink,1582.0,618.0,zmPZEvBG6yYGmeFBx
peach hat,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatPeach0.png,5.0,peach,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Equipment,9874.0,pink,1581.0,619.0,iSQTJwDAeiFowjbt5
peach rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherPeachM00.png,6.0,peach,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Rugs,7331.0,pink,1570.0,545.0,qYQTQktpoWBckW63d
peach surprise box,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsBox.png,10.0,peach,4.0,softwood,,,,,,,,,NFS,200.0,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,1.0.0,1.0.0,100.0,Miscellaneous,4128.0,pink,1501.0,188.0,47GdZP9FTse2XqXCv
peach umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaPeach0.png,7.0,peach,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Equipment,9947.0,pink,1580.0,620.0,bpoAgczMK3d6dmtte
peach wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallPeach00.png,20.0,peach,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Wallpaper,4918.0,pink,1550.0,306.0,EtpBMH46crTvLrLrn
pear bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsBedS.png,10.0,pear,6.0,softwood,,,,,,,,,NFS,200.0,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,1.0.0,1.0.0,100.0,Housewares,4546.0,green,1601.0,186.0,cGN8QeEJjgtfZJnqv
pear dress,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceAlineNPear0.png,8.0,pear,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,100.0,Dress-Up,9837.0,green,1682.0,615.0,Gc8pnkWgCZcMbeJnk
pear hat,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatPear0.png,5.0,pear,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,100.0,Equipment,9872.0,green,1681.0,616.0,u6hqbCNXEpdwk5TyW
pear rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherPearM00.png,6.0,pear,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,100.0,Rugs,7332.0,green,1670.0,546.0,eEcepcMqPiijQzjta
pear umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaPear0.png,7.0,pear,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,100.0,Equipment,9950.0,green,1680.0,617.0,Z4yN2HWQNGM9HYBZo
pear wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallPear00.png,20.0,pear,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,100.0,Wallpaper,4917.0,green,1650.0,305.0,es6hFYQ5DneXyj8od
pear wardrobe,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsClosetLR.png,10.0,pear,5.0,wood,,,,,,,,,NFS,200.0,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,1.0.0,1.0.0,100.0,Housewares,1263.0,green,1600.0,9.0,ruECmxoLmFHpjeKau
pile of leaves,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFallenleaves.png,3.0,pine cone,5.0,clump of weeds,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Fall,1.0.0,1.0.0,0.0,Housewares,1023.0,brown,2902.0,586.0,4DfamX3gvgQKPaGYi
pile of zen cushions,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCushionJapanPile.png,3.0,zen cushion,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,100.0,Housewares,7048.0,yellow,2140.0,521.0,2CGSv5apJjzb9AZS5
pine bonsai tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBonsaiPine.png,8.0,pine cone,5.0,clay,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Fall,1.0.0,1.0.0,0.0,Miscellaneous,3802.0,brown,2910.0,592.0,ifZ8RQ4kxXgJawABR
Pisces lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacPisces.png,3.0,star fragment,2.0,Pisces fragment,2.0,gold nugget,4.0,stone,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,5963.0,silver,2311.0,399.0,WkqrKtCEaK8GTwQ6L
pitfall seed,https://acnhcdn.com/latest/DIYRecipeIcon/PitfallSeed.png,4.0,clump of weeds,6.0,tree branch,,,,,,,,,NFS,200.0,NA,Jock villagers,Also obtained from digging up an existing pitfall,1.0.0,1.0.0,100.0,Other,2578.0,green,135.0,264.0,QB33ur4L2mq5CvL4X
plain sink,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWashstandBowl.png,6.0,wood,4.0,clay,1.0,iron nugget,,,,,,,NFS,200.0,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,1.0.0,1.0.0,0.0,Housewares,3683.0,brown,371.0,174.0,2ep7S8GmDoqMHTzTo
plain wooden shop sign,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSignWood.png,6.0,wood,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Housewares,3692.0,brown,372.0,166.0,q5Gq6yTqh25mfP83A
pond stone,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStonewaterbowl.png,10.0,stone,,,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Housewares,7393.0,light gray,819.0,513.0,LqSfpSHJgQyAJDHkJ
pot,https://acnhcdn.com/latest/DIYRecipeIcon/FtrKame.png,5.0,clay,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Cranky villagers,Obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Miscellaneous,2559.0,brick,703.0,37.0,4kNto6azXBJEzDZvA
potted ivy,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLeafWall.png,5.0,clump of weeds,5.0,clay,,,,,,,,,NFS,200.0,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,1.0.0,1.0.0,0.0,Wall-mounted,3785.0,green,1231.0,214.0,PRZpskqoyoPoT6g3c
pretty cosmos wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathCosmosMix.png,3.0,orange cosmos,3.0,pink cosmos,3.0,red cosmos,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,100.0,Wall-mounted,5745.0,green,3547.0,445.0,sSXrhgXnaQfP53KFk
pretty tulip wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathTulipMix.png,3.0,orange tulips,3.0,pink tulips,3.0,purple tulips,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,100.0,Wall-mounted,5751.0,green,3550.0,361.0,z4k9YXZrLp9x6TXXF
purple hyacinth crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentHyacinth3.png,6.0,purple hyacinths,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Equipment,5098.0,green,3622.0,239.0,aHwaJQnuBTPrrjRtM
purple hyacinth wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathHyacinthRare.png,10.0,purple hyacinths,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Wall-mounted,5769.0,green,3562.0,452.0,QXWyxbAncQeicP3xY
purple pansy crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentPansy3.png,6.0,purple pansies,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Equipment,5107.0,green,3619.0,248.0,NJ8nZjXNYWmYkzzGA
purple windflower crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentAnemone3.png,6.0,purple windflowers,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Equipment,5101.0,green,3602.0,242.0,kz9eW99mbZKy5QZSA
raccoon figurine,https://acnhcdn.com/latest/DIYRecipeIcon/FtrOrnamentTanuki.png,6.0,clay,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,7452.0,brick,705.0,520.0,c3iADXgcRcQv3cTF3
recycled boots,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesKneeRecyclingboots0.png,2.0,boot,,,,,,,,,,,NFS,200.0,NA,Fishing,Fish up 1 boot,1.0.0,1.0.0,0.0,Equipment,12326.0,dark gray,690.0,664.0,yqYz3fPAdv4nDcv9X
recycled-can thumb piano,https://acnhcdn.com/latest/DIYRecipeIcon/FtrKalimbaCan.png,1.0,empty can,1.0,wood,1.0,iron nugget,,,,,,,NFS,200.0,NA,Fishing,Fish up 3 empty cans,1.0.0,1.0.0,0.0,Miscellaneous,7045.0,dark gray,600.0,504.0,Wg8fZ2B2HqkvzvHDP
red-leaf pile,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFallenleavesRed.png,3.0,maple leaf,4.0,clump of weeds,,,,,,,,,NFS,200.0,NA,Balloons; Isabelle,Only available during Maple Leaf Season,1.0.0,1.0.0,0.0,Housewares,4271.0,brown,2901.0,589.0,mLrdRGTNsXKuekHhN
ringtoss,https://acnhcdn.com/latest/DIYRecipeIcon/FtrQuoits.png,2.0,wood,2.0,softwood,,,,,,,,,NFS,200.0,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,1.0.0,1.0.0,0.0,Miscellaneous,88.0,brown,460.0,43.0,oADtSa2zmTwZ9NMQz
robot hero,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHerorobot.png,1.0,rocket,1.0,gold armor,30.0,rusted part,90.0,iron nugget,10.0,gold nugget,,,NFS,200.0,5000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,1509.0,silver,2228.0,594.0,4AjeuiarF5T2AAKSG
rocket,https://acnhcdn.com/latest/DIYRecipeIcon/FtrRocket.png,10.0,star fragment,20.0,iron nugget,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,1441.0,silver,2221.0,409.0,xMbimsjjXPKdPSXxF
rocking chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrRockingchair.png,3.0,wood,5.0,softwood,,,,,,,,,NFS,200.0,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,1.0.0,1.0.0,0.0,Housewares,1103.0,brown,376.0,57.0,8iX4opSXHjcJBorzj
rocking horse,https://acnhcdn.com/latest/DIYRecipeIcon/FtrRockinghorse.png,5.0,softwood,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Housewares,83.0,brown,403.0,102.0,mYp7N7KfrH4GprNif
rope fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFencePegRope.png,4.0,iron nugget,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,4352.0,dark gray,990.0,549.0,376NtDBZyAE9mDtSo
rose bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFlowerBedW.png,10.0,red roses,5.0,wood,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,50.0,Housewares,7235.0,green,3504.0,507.0,7JwEWxhn5RhmvkgpS
rose crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentRose1.png,2.0,red roses,2.0,yellow roses,2.0,white roses,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,0.0,Equipment,5111.0,green,3612.0,252.0,nn5Ax694CmD7dzkDZ
rose wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickRose.png,1.0,red roses,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,5093.0,green,3674.0,529.0,hH9qJNGJpxbY2TYTt
rose wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathRose.png,3.0,red roses,3.0,white roses,3.0,yellow roses,,,,,,,NFS,200.0,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is roses,1.0.0,1.0.0,50.0,Wall-mounted,5437.0,green,3552.0,229.0,Swx6c6NHk94Htn86t
rustic-stone wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallStone00.png,5.0,stone,5.0,clay,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Wallpaper,4813.0,light gray,851.0,324.0,MmjudYWMYWwucKrMG
Sagittarius arrow,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacSagittarius.png,3.0,star fragment,2.0,Sagittarius fragment,2.0,gold nugget,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Wall-mounted,5958.0,silver,2308.0,376.0,E3TJjo97BMNgHWPAH
sakura-wood flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorSolidWood00.png,5.0,cherry-blossom petal,10.0,wood,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Cherry-Blossom Season,1.0.0,1.0.0,0.0,Floors,5056.0,pink,2661.0,649.0,fPZCc3qyHmip4YE4o
sakura-wood wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallSolidWood00.png,5.0,cherry-blossom petal,10.0,wood,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Cherry-Blossom Season,1.0.0,1.0.0,0.0,Wallpaper,4947.0,pink,2651.0,321.0,qweZmh7LNTLp9FDiY
sandy-beach flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorSand00.png,1.0,sea snail,1.0,venus comb,1.0,sand dollar,1.0,coral,1.0,giant clam,1.0,cowrie,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Floors,4970.0,white,2760.0,669.0,39nh7pMHJthnDFjYE
satellite,https://acnhcdn.com/latest/DIYRecipeIcon/FtrSatellite.png,10.0,star fragment,15.0,iron nugget,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,1443.0,silver,2222.0,379.0,LZgRMaLeBJvSmGPGu
sauna heater,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStoveSauna.png,6.0,stone,3.0,iron nugget,3.0,wood,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Housewares,3689.0,light gray,810.0,374.0,LmA3DipMGKZb35bBf
scarecrow,https://acnhcdn.com/latest/DIYRecipeIcon/FtrScarecrow.png,3.0,tree branch,5.0,clump of weeds,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,1120.0,brown,204.0,655.0,MWhpvNPWowwPKTPb3
