Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats3.png,Green,No,1320.0,330.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxBoxpleats3,842.0,11788.0,LrqFHr8zsLgjDoBtZ
box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats0.png,Light blue,No,1320.0,330.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxBoxpleats0,842.0,5703.0,Rwte5DmWEbaQdQgqu
box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats1.png,Beige,No,1320.0,330.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxBoxpleats1,842.0,11786.0,MXmzA39FLKtQzzCpv
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace1.png,White,No,1200.0,300.0,51.0,White,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Simple,everyday; fairy tale; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongLace1,736.0,8727.0,hYFNGFXqrvmujTJJm
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace2.png,Pink,No,1200.0,300.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; comfy; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongLace2,736.0,8728.0,sJnpKrkWcAxGxoaix
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace0.png,Yellow,No,1200.0,300.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; comfy; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongLace0,736.0,5421.0,n4JbiQzu22rdtdy9a
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace3.png,Green,No,1200.0,300.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; comfy; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongLace3,736.0,8729.0,MYzQEa7dvMqmrWLN7
buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace4.png,Purple,No,1200.0,300.0,51.0,Purple,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; comfy; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongLace4,736.0,8730.0,tkit3npe9HwdDufJQ
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor0.png,Gray,No,1820.0,455.0,51.0,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,everyday; formal,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongWrapbicolor0,890.0,5816.0,MeqvzbNAieKTjMAgF
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor3.png,Pink,No,1820.0,455.0,51.0,Pink,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; formal,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongWrapbicolor3,890.0,8733.0,rEFFT7saJTdTb6kG8
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor2.png,Orange,No,1820.0,455.0,51.0,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; formal,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongWrapbicolor2,890.0,8732.0,ypymB5aMKxZStb8ch
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor4.png,Green,No,1820.0,455.0,51.0,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; formal,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongWrapbicolor4,890.0,8734.0,JCkkAtMCEr6kaRwaH
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor1.png,Blue,No,1820.0,455.0,51.0,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; formal,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongWrapbicolor1,890.0,8731.0,YYgfpmdbXNoCFzBmw
buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor5.png,Purple,No,1820.0,455.0,51.0,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; formal,6.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongWrapbicolor5,890.0,8735.0,BEqJbSTipj8WRGE55
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage0.png,Brown,No,1300.0,325.0,51.0,Brown,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalCamouflage0,145.0,3342.0,aNFpYieN49dxPKyYy
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage4.png,Gray,No,1300.0,325.0,51.0,Gray,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cool,everyday; outdoorsy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalCamouflage4,145.0,10188.0,EAtqzquCLivjkZhWr
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage6.png,Red,No,1300.0,325.0,51.0,Red,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalCamouflage6,145.0,10190.0,5dYWfib2BWXgC3Rc4
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage2.png,Pink,No,1300.0,325.0,51.0,Pink,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalCamouflage2,145.0,10186.0,nXT2XiJEx3CHegAip
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage1.png,Avocado,No,1300.0,325.0,51.0,Green,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalCamouflage1,145.0,10185.0,qtsT4H3FaWL6rb8Pp
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage3.png,Blue,No,1300.0,325.0,51.0,Blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalCamouflage3,145.0,10187.0,26N6fryHPqE2DNxTR
camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage5.png,Purple,No,1300.0,325.0,51.0,Purple,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalCamouflage5,145.0,10189.0,H86rkRrvcpRorAzTf
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo0.png,Brown,No,1300.0,325.0,51.0,Brown,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCamo0,365.0,4434.0,q5c559aFcRKoBNr4w
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo4.png,Gray,No,1300.0,325.0,51.0,Gray,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCamo4,365.0,11325.0,tZTrTGhi5YdxdNi8f
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo6.png,Red,No,1300.0,325.0,51.0,Red,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCamo6,365.0,11327.0,5vPqqjmwqkMBLpm8y
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo2.png,Pink,No,1300.0,325.0,51.0,Pink,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCamo2,365.0,11323.0,oz3YufzmPiL39q4CM
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo1.png,Avocado,No,1300.0,325.0,51.0,Green,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCamo1,365.0,11322.0,GvqcgrFieJhgy5Jpw
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo3.png,Blue,No,1300.0,325.0,51.0,Blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,6.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCamo3,365.0,11324.0,HpyMqkJ4oWAietZmq
camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo5.png,Purple,No,1300.0,325.0,51.0,Purple,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,everyday; outdoorsy,7.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCamo5,365.0,11326.0,BNhmc7m6TBukQNosf
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer0.png,Gray,No,1560.0,390.0,51.0,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer0,411.0,4504.0,nPFtncH3euNHGz2dj
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer7.png,Red,No,1560.0,390.0,51.0,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer7,411.0,11353.0,jcZP8k8ETAgyyiuh5
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer2.png,Peach,No,1560.0,390.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer2,411.0,11348.0,adRgkTRKLohGw8obF
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer4.png,Pink,No,1560.0,390.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer4,411.0,11350.0,tWpAfzeAvq8FBxtTW
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer5.png,Green,No,1560.0,390.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer5,411.0,11351.0,LgL59ZfDAre6HTfSx
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer3.png,Light blue,No,1560.0,390.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,6.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer3,411.0,11349.0,xNYdSrxuyczCSKPGi
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer6.png,Blue,No,1560.0,390.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,7.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer6,411.0,11352.0,86ca36YiBEuZeEvRS
career skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCareer1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCareer1.png,Beige,No,1560.0,390.0,51.0,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,8.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxCareer1,411.0,11347.0,vGt7atvSCh9Qy7Mm7
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCargo3.png,Mustard,No,770.0,192.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideCargo3,148.0,9705.0,eG7sZuGE2wp7or2Rq
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCargo0.png,Avocado,No,770.0,192.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; outdoorsy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideCargo0,148.0,3351.0,DDAHZHuS496kgxWwH
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCargo2.png,Navy blue,No,770.0,192.0,51.0,Blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideCargo2,148.0,9704.0,E9cHhMTiduzizSpsM
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCargo4.png,Brown,No,770.0,192.0,51.0,Brown,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideCargo4,148.0,9706.0,oJGyRjQePhaFecQsd
cargo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideCargo1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideCargo1.png,Beige,No,770.0,192.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideCargo1,148.0,9703.0,Fp3ffEayi79Wh6bQ7
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfCargo3.png,Camel,No,1080.0,270.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfCargo3,245.0,8837.0,XfSgGJoDQJY77dQhg
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfCargo2.png,Avocado,No,1080.0,270.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy; comfy; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfCargo2,245.0,8836.0,kNKe7u4ZsvCie9ENh
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfCargo1.png,Navy blue,No,1080.0,270.0,51.0,Blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy; comfy; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfCargo1,245.0,8835.0,vEnqBX2onCbeNqtit
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfCargo4.png,Brown,No,1080.0,270.0,51.0,Brown,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; outdoorsy; comfy; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfCargo4,245.0,8838.0,7yRKReQZ3PzPXPYy3
cargo shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfCargo0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfCargo0.png,Beige,No,1080.0,270.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy; comfy; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfCargo0,245.0,4150.0,YcGuBwEQnJECddEic
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideEasy1.png,Gray,No,1100.0,275.0,51.0,Gray,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideEasy1,361.0,9714.0,Za9fHScKzquRFg3aJ
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideEasy4.png,Black,No,1100.0,275.0,51.0,Black,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; comfy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideEasy4,361.0,9717.0,drkTQr6MAuptTbKBJ
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideEasy2.png,Green,No,1100.0,275.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideEasy2,361.0,9715.0,fycsBvwX3NiuWvksP
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideEasy0.png,Navy blue,No,1100.0,275.0,51.0,Blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideEasy0,361.0,4430.0,bpJ3hEuxXj9AKNHif
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideEasy5.png,Brown,No,1100.0,275.0,51.0,Brown,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideEasy5,361.0,9718.0,LSuTt2QkyYrdL5DmZ
casual pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideEasy3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideEasy3.png,Beige,No,1100.0,275.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideEasy3,361.0,9716.0,i4JcDRnsLP5JZWuC8
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChain2.png,White,No,1300.0,325.0,51.0,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday; theatrical,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalChain2,273.0,9243.0,aN2dkxJ7b7nCP8XaX
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChain3.png,Black,No,1300.0,325.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday; theatrical,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalChain3,273.0,9244.0,H595qDsKwRawC5sz2
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChain0.png,Red,No,1300.0,325.0,51.0,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,everyday; theatrical,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalChain0,273.0,4255.0,S5Ra4nkP7ouR66Ruf
chain pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChain1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChain1.png,Blue,No,1300.0,325.0,51.0,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday; theatrical,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalChain1,273.0,9242.0,RQazrWjLj5YkG9XEq
chino pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalChino4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalChino4.png,Gray,No,700.0,175.0,51.0,Gray,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; work,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalChino4,14.0,4178.0,D6KCYWuZqY88CAATu
