Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler2.png,Green,No,1100.0,275.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,fairy tale; formal; party,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBowler2,659.0,10883.0,X7h5XGKTRyvZYhKvz
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler0.png,Blue,No,1100.0,275.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,fairy tale; formal; party,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBowler0,659.0,5296.0,WERjZwsMPdiWTSW75
bowler hat with ribbon,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBowler1.png,Beige,No,1100.0,275.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,fairy tale; formal; party,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBowler1,659.0,10882.0,Zw2YFExjKxhPLh8m9
bridal veil,https://acnhcdn.com/latest/ClosetIcon/CapWigWedding.png,https://acnhcdn.com/latest/FtrIcon/CapWigWedding.png,NA,No,NFS,1150.0,437.0,White,Colorful,1x1,NA,Cyrus,Only available during Wedding Season,All Year,No,Elegant,fairy tale; formal; party; theatrical,1.0,Headgear_HasEar,No,Not for sale,1.2.0,1.2.1c,CapWigWedding,830.0,5692.0,8bavS95pnPk55RWhq
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun3.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun3.png,White,No,1440.0,360.0,51.0,White,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,theatrical,1.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigDoublebun3,831.0,11890.0,iHzbGt8cd8noNaNhK
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun0.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun0.png,Pink,No,1440.0,360.0,51.0,Pink,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,theatrical,2.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigDoublebun0,831.0,5693.0,3dY6G9juEFXKBWDjL
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun6.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun6.png,Orange,No,1440.0,360.0,51.0,Orange,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,theatrical,3.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigDoublebun6,831.0,11893.0,Xi5zbpjv8DuMCGhSg
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun2.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun2.png,Mustard,No,1440.0,360.0,51.0,Yellow,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,theatrical,4.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigDoublebun2,831.0,11889.0,cLo5L7JBf2GSajf58
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun5.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun5.png,Green,No,1440.0,360.0,51.0,Green,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,theatrical,5.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigDoublebun5,831.0,11892.0,MaH5ns6crjCLnh4Xv
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun1.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun1.png,Blue,No,1440.0,360.0,51.0,Blue,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,theatrical,6.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigDoublebun1,831.0,11888.0,SyzZ7uDqxmmvT5oWR
bun wig,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun4.png,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun4.png,Purple,No,1440.0,360.0,51.0,Purple,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,theatrical,7.0,Headgear_HasEar,No,For sale,1.0.0,1.0.0,CapWigDoublebun4,831.0,11891.0,EB9fqNu8wNpRwg8j7
Bunny Day crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCEgg0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCEgg0.png,NA,Yes,NFS,2400.0,351.0,Colorful,Colorful,1x1,NA,Crafting,,All Year,No,Elegant,fairy tale; party; theatrical,1.0,HeadHairOrnament_Top,Yes,Not for sale,1.1.0,1.1.0a,CapOrnamentCEgg0,1201.0,12445.0,22fHRtAozAf9F7KAP
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny0.png,Black,No,1120.0,280.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadHairOrnament_Front,Yes,For sale,1.0.0,1.0.0,CapOrnamentFBunny0,952.0,7209.0,guAKXMvkQjACjCeko
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny2.png,Red,No,1120.0,280.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,2.0,HeadHairOrnament_Front,Yes,For sale,1.0.0,1.0.0,CapOrnamentFBunny2,952.0,11903.0,Cp6KkLFeWf2ZjrxGG
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny1.png,Pink,No,1120.0,280.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,3.0,HeadHairOrnament_Front,Yes,For sale,1.0.0,1.0.0,CapOrnamentFBunny1,952.0,11902.0,ejbHqhzuDWKeRTJHB
bunny ears,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny3.png,Light blue,No,1120.0,280.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,4.0,HeadHairOrnament_Front,Yes,For sale,1.0.0,1.0.0,CapOrnamentFBunny3,952.0,11904.0,vEGFBZeC8cs8uSHYX
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit2.png,White,No,1120.0,280.0,51.0,White,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party,1.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsRabbit2,677.0,11701.0,yspHESBTkZq8CtqQ2
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit0.png,Pink,No,1120.0,280.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party,2.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsRabbit0,677.0,5325.0,kAc5WJ4RdbdwRZviu
bunny hood,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit1.png,Yellow,No,1120.0,280.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party,3.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsRabbit1,677.0,11700.0,56pSbKmverxwgoWyA
captain's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainWhite.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainWhite.png,NA,No,1680.0,420.0,51.0,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,formal; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCaptainWhite,684.0,5332.0,hKr3Y4nRnRQQji93W
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat2.png,https://acnhcdn.com/latest/FtrIcon/CapBangsCat2.png,White,No,980.0,245.0,51.0,White,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,1.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsCat2,678.0,11703.0,vHB8gJoaSPoCJGkLz
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat0.png,https://acnhcdn.com/latest/FtrIcon/CapBangsCat0.png,Navy blue,No,980.0,245.0,51.0,Blue,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,2.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsCat0,678.0,5326.0,CJzRXGT2fjMnB3Rgh
cat cap,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat1.png,https://acnhcdn.com/latest/FtrIcon/CapBangsCat1.png,Brown,No,980.0,245.0,51.0,Brown,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,3.0,Headgear_HasBang,No,For sale,1.0.0,1.0.0,CapBangsCat1,678.0,11702.0,dsjqz48SY6TcQ7X7e
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher3.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher3.png,Orange,No,1560.0,390.0,51.0,Black,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,1.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceCatcher3,931.0,11602.0,FiRH6PxvgXwf7RXFL
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher4.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher4.png,Yellow,No,1560.0,390.0,51.0,Black,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,2.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceCatcher4,931.0,11603.0,c9D7iWahWWuwwBhWm
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher0.png,Red,No,1560.0,390.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,3.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceCatcher0,931.0,6050.0,8zmdbp2tBykZTALsA
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher2.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher2.png,Green,No,1560.0,390.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,4.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceCatcher2,931.0,11601.0,nP3Qibz6spPJjfzuf
catcher's mask,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher1.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher1.png,Navy blue,No,1560.0,390.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,5.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceCatcher1,931.0,11600.0,T5gi3Ez88i5d6CGsS
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCavalier1.png,Red,No,1600.0,400.0,51.0,Red,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; theatrical,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCavalier1,816.0,11807.0,jpuz4JgbGnmndBnrF
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier2.png,https://acnhcdn.com/latest/FtrIcon/CapHatCavalier2.png,Green,No,1600.0,400.0,51.0,Green,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; theatrical,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCavalier2,816.0,11808.0,7Hsa64WDuBsf9EWNk
cavalier hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCavalier0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCavalier0.png,Blue,No,1600.0,400.0,51.0,Blue,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; theatrical,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCavalier0,816.0,5663.0,LiyDo5B8daue2r4yx
chef's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCockWhite.png,https://acnhcdn.com/latest/FtrIcon/CapHatCockWhite.png,NA,No,840.0,210.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCockWhite,591.0,5140.0,nEKEfN4THZSYy2Fam
cherry hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCherry0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCherry0.png,NA,Yes,NFS,1000.0,103.0,Red,Green,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatCherry0,1124.0,9873.0,zAezFwCd6zTXDiLmH
chic mum crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentMum2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentMum2.png,NA,Yes,NFS,960.0,103.0,Pink,Purple,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,2.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentMum2,574.0,5118.0,k3yYLEyKr9hmD482c
chic rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose3.png,NA,Yes,NFS,2880.0,103.0,Purple,Black,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,3.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentRose3,569.0,5113.0,AFGYn6gsbgZv7hR7h
chic tulip crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTulip2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTulip2.png,NA,Yes,NFS,1440.0,103.0,Purple,Pink,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,2.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentTulip2,559.0,5103.0,egj5MuWKmQwuikuhY
coin headpiece,https://acnhcdn.com/latest/ClosetIcon/CapHelmetCoinGold.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetCoinGold.png,NA,No,NFS,1350.0,451.0,Yellow,Colorful,1x1,NA,Gulliver,,All Year,No,Gorgeous,theatrical,1.0,Headgear_NoEar,No,Not for sale,1.0.0,1.0.0,CapHelmetCoinGold,1010.0,6091.0,gZaTz678JajwxN46E
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful0.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful0.png,Red,No,880.0,220.0,51.0,Red,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; outdoorsy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatColorful0,725.0,5409.0,9g2SAsCcRPBDN3a98
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful3.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful3.png,Yellow,No,880.0,220.0,51.0,Yellow,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; outdoorsy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatColorful3,725.0,10959.0,5umtCd4PB35mTEBfk
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful2.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful2.png,Green,No,880.0,220.0,51.0,Green,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; outdoorsy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatColorful2,725.0,10958.0,JvH9LbcQAaF3dFonA
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful5.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful5.png,Light blue,No,880.0,220.0,51.0,Light blue,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; outdoorsy,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatColorful5,725.0,10961.0,Q2bPLK8wsnwGPMxN9
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful1.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful1.png,Blue,No,880.0,220.0,51.0,Blue,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,everyday; outdoorsy,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatColorful1,725.0,10957.0,MNneFtRkQ4zH3N8TD
colorful striped knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatColorful4.png,https://acnhcdn.com/latest/FtrIcon/CapHatColorful4.png,Purple,No,880.0,220.0,51.0,Purple,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Cute,everyday; outdoorsy,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatColorful4,725.0,10960.0,kjWy2e4uNkWHZ3o3p
combat helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCombat1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCombat1.png,Brown,No,1120.0,280.0,51.0,Black,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCombat1,671.0,10226.0,4xSCqGw5N8a9AxF6i
combat helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatCombat0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCombat0.png,Avocado,No,1120.0,280.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCombat0,671.0,5316.0,bThWbsCsNjRFycArk
composer's wig,https://acnhcdn.com/latest/ClosetIcon/CapHelmetMusicBlack.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetMusicBlack.png,NA,No,1680.0,420.0,51.0,Colorful,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,fairy tale; formal; party; theatrical; work,1.0,Headgear_NoEar,No,For sale,1.0.0,1.0.0,CapHelmetMusicBlack,837.0,5696.0,kmehP3Am6XP3sH2KN
cool hyacinth crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentHyacinth2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentHyacinth2.png,NA,Yes,NFS,1280.0,103.0,Blue,Orange,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,2.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentHyacinth2,553.0,5097.0,95vRHFGEYo5ZGQssX
cool pansy crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentPansy2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentPansy2.png,NA,Yes,NFS,960.0,103.0,Red,Blue,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,2.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentPansy2,562.0,5106.0,GyeNhCRzLNF33hKqh
cool windflower crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAnemone2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAnemone2.png,NA,Yes,NFS,960.0,103.0,Pink,Blue,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,2.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentAnemone2,556.0,5100.0,8gj25M44duF3QM6Cu
cosmos crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCosmos1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCosmos1.png,NA,Yes,NFS,480.0,103.0,Colorful,Colorful,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,1.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentCosmos1,564.0,5108.0,jF2NZPn7WLhoNzDic
crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentAQueen0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentAQueen0.png,NA,No,1000000.0,250000.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,fairy tale; formal; party; theatrical,1.0,HeadHairOrnament_Peak,Yes,For sale,1.0.0,1.0.0,CapOrnamentAQueen0,1014.0,8000.0,HsmAmzyoymYTYqKFg
cute lily crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentYuri2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentYuri2.png,NA,Yes,NFS,800.0,103.0,Pink,Orange,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,2.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentYuri2,571.0,5115.0,7asbWZybHzvF3zE7j
cute rose crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose2.png,NA,Yes,NFS,960.0,103.0,Pink,Orange,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,2.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentRose2,568.0,5112.0,Fj9YYwxNxHsQEy9vv
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle0.png,Blue,No,1100.0,275.0,51.0,White,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle0,633.0,5257.0,3E8cqPTbQkn6s782m
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle3.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle3.png,Yellow & avocado,No,1100.0,275.0,51.0,Black,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle3,633.0,11670.0,r6hDFg37Hgnjd5vTd
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle2.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle2.png,Black & red,No,1100.0,275.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle2,633.0,11669.0,TpW8PjjyqbTLYpSPi
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle5.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle5.png,Red,No,1100.0,275.0,51.0,Red,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle5,633.0,11672.0,joTipBDN2YiPMpAe4
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle7.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle7.png,Blue & purple,No,1100.0,275.0,51.0,Pink,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle7,633.0,11674.0,Gqg3MTGrfcxQEzgDw
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle4.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle4.png,Red & green,No,1100.0,275.0,51.0,Green,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle4,633.0,11671.0,GFa3NnPb5qaci6X8N
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle1.png,Black & blue,No,1100.0,275.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle1,633.0,11668.0,nyyNBZsvn3jwbZ4Gd
cycling cap,https://acnhcdn.com/latest/ClosetIcon/CapHatCycle6.png,https://acnhcdn.com/latest/FtrIcon/CapHatCycle6.png,Lime & purple,No,1100.0,275.0,51.0,Purple,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCycle6,633.0,11673.0,atXoAhZPftSWwfuNn
DAL cap,https://acnhcdn.com/latest/ClosetIcon/CapHatDal0.png,https://acnhcdn.com/latest/FtrIcon/CapHatDal0.png,NA,No,NFS,1010.0,251.0,Blue,Yellow,1x1,NA,Dodo Airlines,Received in mail from DAL after 130 flights,All Year,No,Simple,outdoorsy; sporty; vacation,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatDal0,1186.0,12132.0,HmDxQzzqcLnkqBTAc
dandy hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCasquette5.png,https://acnhcdn.com/latest/FtrIcon/CapHatCasquette5.png,White,No,1100.0,275.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,everyday,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCasquette5,685.0,11535.0,4mb7j2hfguEA5wZ5k
